,day,hour,loc,scale,tailweight,skewness
0,0.0,0.0,35.71452468298262,7.351973265572453,2.092888480694349,-0.05850119600132222
1,0.0,1.0,37.86342189803152,13.054077400002273,3.807213796676033,0.9672395266203493
2,0.0,2.0,29.925174211283995,11.820612913059346,3.7091189121459953,-1.0439460480411615
3,0.0,3.0,45.923357621673425,83.92765186552916,22.712830414032272,3.568151561246257
4,0.0,4.0,58.60836092235907,23.023231958443912,10.40084519692728,9.860764845180572
5,0.0,5.0,66.37239114892661,83.39006804021322,24.09775066229149,8.815041382204523
6,0.0,6.0,34.662117575549594,23.909216194919928,4.928373474823206,-1.3115581032638355
7,0.0,7.0,41.37690460474721,15.517431736762552,2.7111435806698236,-0.8358511895414273
8,0.0,8.0,44.89568482248586,18.942391842982627,2.817491183978273,-0.47027695112225004
9,0.0,9.0,45.83213294419357,17.07826438211287,2.5456644467064176,-0.3595830913212296
10,0.0,10.0,42.184996458019214,13.801436029379488,2.294270020256217,-0.42347639914316026
11,0.0,11.0,41.79587851050959,13.058115672148578,2.315470635772501,-0.19862877491595257
12,0.0,12.0,37.59440239698545,11.028765317567018,2.2657712109817827,-0.7497006111632566
13,0.0,13.0,38.61582374160335,7.729815184836871,1.5782400311871059,-0.3210839150545875
14,0.0,14.0,38.09386518389099,7.4231002078866455,1.7062702985993594,-0.04303086489761073
15,0.0,15.0,38.68070507916942,8.157285604631936,1.9424339135219677,0.20396604390810652
16,0.0,16.0,38.905805730845,8.671020045663257,2.1545595996250784,0.1425828905352127
17,0.0,17.0,44.31570541034027,9.927298912368808,2.274081406488329,0.9060329778150777
18,0.0,18.0,46.335938121417335,9.826768910566472,2.202724917303746,0.3414687381043769
19,0.0,19.0,49.08868213593005,12.2639272315681,2.431506357627926,0.23251931547548943
20,0.0,20.0,45.94400175527782,11.86227585467796,2.3949487313171693,-0.5203494372726643
21,0.0,21.0,38.76978972003428,11.978965690403921,3.0077029971316307,-1.528670160846478
22,0.0,22.0,41.5452884056557,10.676550711889114,2.435584445605319,-0.42787697058616664
23,0.0,23.0,34.61201654842129,20.25256789870357,4.907490365228394,-1.359095895876893
24,1.0,0.0,37.473506779170535,8.696257578194484,2.2780702329321016,-0.28758335374472443
25,1.0,1.0,35.6141543359207,7.720220142361768,2.1720713367438234,-0.38331428170932264
26,1.0,2.0,36.4036458709196,3.944155563903944,1.348355474632886,0.21819917627358684
27,1.0,3.0,35.75924908016148,3.5803252564991044,1.340755179365173,0.20888406198816892
28,1.0,4.0,35.98326586055111,6.040923684970047,1.950637947754306,0.14635033225424332
29,1.0,5.0,38.58265165074693,6.88009050143967,2.182528727627276,0.3309975294637681
30,1.0,6.0,42.414825637500236,10.334843244158344,2.038723706348253,-0.3424917073945951
31,1.0,7.0,43.79924985406487,12.486592609405609,1.8770883961580722,-0.98599531141172
32,1.0,8.0,48.27327302932836,13.025152560862452,1.8298599693001667,-0.5658255505667248
33,1.0,9.0,43.996798159726566,13.788123548129917,2.0502304223412717,-0.9029141564042283
34,1.0,10.0,42.40922649878857,14.760526361837648,2.21821869037219,-0.6435187765087422
35,1.0,11.0,41.07952114664266,15.548263266217772,2.5679809762248533,-0.45552792341603143
36,1.0,12.0,39.34978330263218,13.955432003323251,2.4329730518843498,-0.4557571600412288
37,1.0,13.0,39.369705335477036,8.597279702172221,1.550158751870405,-0.2151391990206452
38,1.0,14.0,39.152978057412916,9.542422198367603,1.7231168349453596,0.02301653692729035
39,1.0,15.0,39.323416622290715,8.489771456561833,1.7116715394313673,0.31608073410254195
40,1.0,16.0,38.008854877064024,10.903801942564039,2.194798822905778,0.005898461129399973
41,1.0,17.0,40.28164308982073,14.785429171656036,3.0215589694791567,-0.4222512936233059
42,1.0,18.0,44.721020650919506,13.020936592138291,2.5739695415544572,-0.31560040853199
43,1.0,19.0,45.64949370424908,9.568891629419866,1.9112098245054414,-0.9429252202459705
44,1.0,20.0,44.71832170623574,11.208167142678194,2.099215224172959,-1.0238708719009753
45,1.0,21.0,44.19342587029918,9.07918457785003,1.7816093813154947,-0.8307446442072788
46,1.0,22.0,41.32236545474592,8.727385954174784,1.8789641715502592,-1.0169988713835512
47,1.0,23.0,37.21707138856549,12.845763587322182,3.096740167455203,-1.1961021408917056
48,2.0,0.0,36.17688174839696,5.122239624036337,1.3633097160733165,-0.8511116866609347
49,2.0,1.0,36.44048660429113,5.734103829153931,1.4295223934176189,-0.19704881583492703
50,2.0,2.0,35.433909081692896,4.150123347445324,1.317418926253797,-0.19993636657908895
51,2.0,3.0,35.68882037912753,6.742036537185643,1.9134140301707627,0.0318671557556806
52,2.0,4.0,35.572926775059116,7.401378809863673,2.2094468715826894,0.1401929163912428
53,2.0,5.0,35.61979566446252,4.485406578015302,1.3842824845439643,-0.20053258177998462
54,2.0,6.0,40.90139323928535,12.424374774113096,2.782284219895783,0.5493213671927847
55,2.0,7.0,37.64965890727878,9.11241089234516,1.6469598702198374,-0.49842359132405284
56,2.0,8.0,45.080266488882046,18.95056852327721,2.9992704514949806,0.43046235893468215
57,2.0,9.0,36.98157328969822,15.199558264100055,2.6519992417730203,-0.5011607184681265
58,2.0,10.0,37.04923127417261,11.865576945191918,2.2341500187247543,-0.2095372106517917
59,2.0,11.0,38.52855163621624,12.831484233664437,2.5513913667336117,0.18918062218940032
60,2.0,12.0,35.242387271006734,11.753427206154425,2.6016713366295967,-0.15359140587672934
61,2.0,13.0,34.87810601709575,11.24441462023042,2.0978793085302367,0.1212936872341752
62,2.0,14.0,34.72744812908037,9.806525101523556,2.0261309907001013,0.5210979066199447
63,2.0,15.0,36.09058296691278,8.876744889936575,1.8848267974456152,0.8173156143876931
64,2.0,16.0,36.584862886041066,6.723133524255937,1.718709486184747,0.7589218966510606
65,2.0,17.0,38.935995111942404,9.028567085633284,2.0808291917384683,0.33739491387347953
66,2.0,18.0,40.445523498206946,8.360648334420313,1.993332744147979,-0.15324619432598882
67,2.0,19.0,41.584136124614524,10.86132654451473,2.4456455951550757,-0.4846853590301764
68,2.0,20.0,42.3770480486666,8.656947909871423,1.9513494438820524,-0.6634691118522855
69,2.0,21.0,42.60006342890624,8.784582119052114,1.8262408359977882,-0.5451838305517603
70,2.0,22.0,39.64267926340114,9.654200691127834,1.9560605937342141,-1.3410846313848312
71,2.0,23.0,39.49715354450606,9.746495833272405,1.9622715112301345,-0.8228391814385473
72,3.0,0.0,35.17311071218394,6.931474304591005,1.5214847285784843,-0.97426814551621
73,3.0,1.0,35.07373621643458,6.141169098236435,1.6939701006912453,-0.4056588595473896
74,3.0,2.0,34.014322835084734,6.171859890186247,1.6965787448389196,-0.18302452712365794
75,3.0,3.0,34.23467211340962,4.399269561342327,1.150710040654264,-0.21286641963646546
76,3.0,4.0,33.705159091456444,5.483584161638773,1.6254963180901492,-0.164398609962612
77,3.0,5.0,36.89845481219467,4.460363968875186,1.3808084313212403,0.4174944460729737
78,3.0,6.0,34.444408865333386,10.56253882505801,1.7645536232369823,-0.31807615959879093
79,3.0,7.0,32.6535100890793,12.2459363035435,1.7901160194549448,-0.7411018566532324
80,3.0,8.0,31.8657290352382,10.217753835360393,1.5580568594059316,-0.8204611425738271
81,3.0,9.0,52.86847331172596,93.92392785919974,13.419833410119129,2.2411534632310697
82,3.0,10.0,38.10272888179182,11.480426755629837,2.1030031932171847,0.3743844860428528
83,3.0,11.0,34.24775167261438,16.422453886274216,3.0335461954422613,-0.19228985295371406
84,3.0,12.0,33.919976657034454,17.774786657930726,3.708312136291368,-0.12448542264837774
85,3.0,13.0,36.80686464466067,10.217786023661393,1.9037448108885218,0.7749072144483795
86,3.0,14.0,37.625964532120896,9.89837081176551,2.061850558842272,1.4759542516997521
87,3.0,15.0,35.03150544662721,9.89212931491052,1.9587290045755703,0.8675723980857005
88,3.0,16.0,34.011475524044705,9.418668380769377,2.241219887125743,0.4621899166838979
89,3.0,17.0,41.350960775271744,13.349063201192116,3.3337383955907756,1.5147791059997853
90,3.0,18.0,38.22316717325787,5.2265288721000305,1.5121893634284658,-0.395762459698785
91,3.0,19.0,38.31812030620723,5.428583256318279,1.4531433436964554,-0.9297562287596071
92,3.0,20.0,41.43090254613364,11.344868791421758,2.14283612710915,-0.7594520249761884
93,3.0,21.0,44.07316818171214,9.838233760212745,1.7023605642352946,-0.8106277155927585
94,3.0,22.0,37.23497789217905,10.630035215783318,1.9405399922732507,-1.981745766560706
95,3.0,23.0,33.246685367508306,11.138480244443521,2.231534659745387,-2.15388656097252
96,4.0,0.0,36.61133386243416,5.366122041848516,1.497223053516733,-0.576137658209429
97,4.0,1.0,35.358606348425745,5.993312255277049,1.6950285849283728,-0.32912421131513037
98,4.0,2.0,35.51618872590193,8.093313203926213,2.1909329233986727,-0.057227801752128146
99,4.0,3.0,36.80840185363558,6.497826622522075,1.7783264828668248,0.3815115689097432
100,4.0,4.0,36.21341626974138,5.56462818723713,1.8282250099197335,0.29588822897723527
101,4.0,5.0,37.25491229809212,4.249565315428712,1.3395376214752621,0.1653526749190339
102,4.0,6.0,38.64123269081689,10.376972564347458,1.8805860298231147,-0.19932941412181618
103,4.0,7.0,42.50292593690153,12.66560749694529,1.9303169412223824,-0.19465484408189646
104,4.0,8.0,41.809338153871785,15.108961285690222,2.2937784216085917,-0.3946190764133179
105,4.0,9.0,38.18452783781466,9.820509349024844,1.624592222683635,-0.739860669650955
106,4.0,10.0,38.13784614948175,8.430720668952818,1.5060979290785022,-0.560984260151088
107,4.0,11.0,36.51897179595727,8.65926071790857,1.6243558350010066,-0.6513195920010488
108,4.0,12.0,34.767211321873674,9.328637801675056,1.9530775210711944,-0.8761510887018558
109,4.0,13.0,36.205071993909776,10.42086779914036,1.9168140965662783,-0.19531860930925432
110,4.0,14.0,35.058643551218985,8.51895048590478,1.6116547253065867,-0.022057935928542032
111,4.0,15.0,35.308825488531305,6.538424971326511,1.4692704590154877,0.042332408950557295
112,4.0,16.0,35.31910118743495,8.04583590274053,1.8648337367545875,-0.07141396888331462
113,4.0,17.0,38.121019183722524,5.913235072774635,1.4929221166989743,-0.26107483587508395
114,4.0,18.0,42.95615706433598,4.786098900537592,1.2418204866658014,-0.20509124889200542
115,4.0,19.0,43.55620699833781,6.888548775767675,1.4773119319310801,-0.629222529036208
116,4.0,20.0,44.15318086144362,6.280322056749696,1.3149137073794275,-0.5702038135131829
117,4.0,21.0,42.61043631418072,8.143307653450504,1.7176139738000162,-0.6566310532846531
118,4.0,22.0,40.34159556535097,10.406562322324879,1.8503555176516486,-1.1367855351942044
119,4.0,23.0,39.22739252522936,8.903531112376223,2.0003066583412354,-0.7379366303660256
120,5.0,0.0,33.57882065000902,7.106057482683972,2.258775200373459,-2.011351480907458
121,5.0,1.0,33.27869303492796,14.79677269838104,4.487087180649237,-1.8086209130315518
122,5.0,2.0,37.31361712665428,4.914929467375957,1.5528613018294244,-0.35875674868643537
123,5.0,3.0,39.2692622593707,7.542670970087176,2.457294194813171,0.4891511898588436
124,5.0,4.0,38.3879125295962,12.150696974045085,3.8425911967622506,0.16282791287860757
125,5.0,5.0,39.03283417000767,4.914577826390858,1.6859699099085663,-0.4327023499093329
126,5.0,6.0,47.5453196888656,9.849734591141472,1.8498676698049554,0.16606658607949656
127,5.0,7.0,53.68457948242717,11.92073033804419,1.7359669149793377,0.11579321177299945
128,5.0,8.0,55.48671498809238,14.862210625467632,1.980334355085994,0.25948980707766817
129,5.0,9.0,52.19541123988325,14.21178900256924,2.003869242855565,0.1454636084246217
130,5.0,10.0,50.01334875599035,17.288826633606288,2.7162794237159837,0.45347633429569384
131,5.0,11.0,48.764894137157405,19.29035024363487,3.3825635052639593,0.6824683567317655
132,5.0,12.0,45.42439081647046,16.084585314891406,2.827511315977899,0.4450362709420938
133,5.0,13.0,44.7904171228816,11.448326803842809,1.9364528775738012,0.7199652937550703
134,5.0,14.0,42.116547971922415,8.297783676798845,1.5065443174000412,0.47735246156462857
135,5.0,15.0,43.60958184663146,8.639654765657369,1.6814706444880123,0.8089346059338282
136,5.0,16.0,43.49252878026401,12.48957715066588,2.373166600053694,0.7409661473239363
137,5.0,17.0,49.412660400956334,13.781522516258446,3.184389969172913,1.3559632682980438
138,5.0,18.0,53.31724572910795,12.633031978220526,2.9638554101219494,1.1619801786162884
139,5.0,19.0,50.298823723794925,10.281235622853348,2.037739068316512,-0.3011404768523871
140,5.0,20.0,52.87041454124811,12.596436651173965,2.247785700465491,0.03940031772201916
141,5.0,21.0,46.87477705663406,40.04594072328421,8.387830822864121,-0.3982539979169727
142,5.0,22.0,41.273974221876074,7.4479580738666495,1.768262894193341,-1.0585680787222203
143,5.0,23.0,40.64747164239821,12.893595700035252,2.8495460268057404,-0.34229026160192066
144,6.0,0.0,34.89008953233965,5.150987439344047,1.8257973040398017,-0.7827144541285753
145,6.0,1.0,35.25929784856036,5.871252551047923,2.077245796811526,-0.2773903619726076
146,6.0,2.0,35.12481927279233,5.6766036306958885,1.9271909849841555,-0.13034237207000754
147,6.0,3.0,35.48111087889071,4.62248568721476,1.9782496679066506,0.23530758059062443
148,6.0,4.0,35.03133145838138,4.666995170446886,1.9935315269818281,0.10401828428664686
149,6.0,5.0,37.0993329580552,4.698608889669248,1.9540048062750504,-0.014273717276714129
150,6.0,6.0,41.70670732722938,11.366447719335353,2.5079462819004488,-0.6904912222190034
151,6.0,7.0,46.1320552999783,15.030276843492013,2.5622749664595963,-0.7351520069204383
152,6.0,8.0,49.884544079233656,17.229675189182277,2.505164083557619,-0.4076001376035901
153,6.0,9.0,46.52243057548997,12.409556712889437,2.2499493194789317,-0.3480391404797711
154,6.0,10.0,43.08584668884085,12.43640851747762,2.2445438090769825,-0.2406783876598427
155,6.0,11.0,39.886067700116776,12.877871563092341,2.37871735003066,-0.33448092725671175
156,6.0,12.0,38.76752448299761,13.549523727684452,3.0244414655437257,-0.05369899005796389
157,6.0,13.0,37.5505356608374,11.227928990086975,2.493162417327176,-0.08131095034947021
158,6.0,14.0,37.7339155205784,8.967108036019905,2.101038970774728,0.3439978533562089
159,6.0,15.0,38.11180030720152,7.459592455114314,1.9304962475479697,0.5118108496136061
160,6.0,16.0,38.691591995398205,12.908461785323036,3.2716093867940965,0.44204169197738136
161,6.0,17.0,40.21904176023406,9.305602027492197,2.465757064309786,0.0426890548865367
162,6.0,18.0,44.25224920557457,7.950474661309124,2.430555690782929,0.004697797575164762
163,6.0,19.0,45.522153081662225,11.534175723580134,2.8820534246683667,-0.41531976953675154
164,6.0,20.0,44.890398303174386,8.987510827867622,2.008292151707576,-0.5582393318950177
165,6.0,21.0,42.54402780159522,6.985381518584218,1.898558946071069,-0.7584280438237695
166,6.0,22.0,40.97208430172428,8.04509006325335,2.0951369574156704,-0.6656867352399726
167,6.0,23.0,37.257915450153355,6.703980921168081,2.243791065636351,-0.8552331200137773
168,7.0,0.0,35.53891960848318,6.018777918598229,1.7964668120939562,-0.20253602819250624
169,7.0,1.0,34.081633416648,8.377024342999071,2.755508449067922,-0.15340832719092706
170,7.0,2.0,31.568339587437958,5.706080897380498,2.0613152273565363,-0.7219924350908224
171,7.0,3.0,33.113834168328744,11.935113246128298,3.965024412894941,-0.10471037487883036
172,7.0,4.0,33.62632197013931,9.996236593810412,3.353625627342226,0.015608455046596165
173,7.0,5.0,59.014820294560224,24.137346814052663,11.422887504697021,10.008024215698242
174,7.0,6.0,42.388529056742335,9.09378592796658,2.311426698434448,0.3239066927575846
175,7.0,7.0,46.52216923656108,22.28558786286171,4.241923603641078,0.0008650504220689304
176,7.0,8.0,48.5002306132538,13.139578303317998,2.242873610632815,-0.21462216541424078
177,7.0,9.0,44.16975801743778,14.395087823619109,2.605991821299469,-0.3473728879637874
178,7.0,10.0,35.37235194598803,18.863180870982312,3.780628989733359,-1.3134322947658232
179,7.0,11.0,32.477239258654535,16.098233149512794,3.5971797363094455,-1.638030690857492
180,7.0,12.0,34.148695417662445,11.214903005088091,2.904022740085564,-0.7339474485562781
181,7.0,13.0,35.45583870184004,7.846153875809216,1.8957590772007904,-0.14799840240068066
182,7.0,14.0,33.07894237054914,9.719244715618679,2.3785369067129793,-0.3532628057011733
183,7.0,15.0,34.2621216682413,7.59233537254687,2.25340858190577,-0.0017114326849798746
184,7.0,16.0,35.28843762287291,11.612622584026239,3.0793831744099935,0.05824176001738595
185,7.0,17.0,35.30820082661343,9.790896315710105,2.625426716277306,-0.6973003808973443
186,7.0,18.0,42.3221450269784,11.93242004868333,3.383028182801599,0.2948848001576224
187,7.0,19.0,43.79086337792333,8.294914378685117,2.3117253513730818,-0.1304073161847251
188,7.0,20.0,40.173013044878196,15.260224999608129,3.6812276264833574,-0.7930638615869047
189,7.0,21.0,38.57597729400237,8.46440996299231,2.5483064866470615,-0.9814923298255552
