day,hour,loc,scale,tailweight,skewness
0,0,86.97330474853516,79.4122543334961,2.487687587738037,-0.7107197046279907
0,1,76.94630432128906,94.62210083007812,2.792757272720337,-0.5733750462532043
0,2,99.16590118408203,39.39898681640625,1.451022982597351,-0.05726068839430809
0,3,89.01729583740234,45.985023498535156,1.6421334743499756,-0.4700641334056854
0,4,93.6393051147461,35.98373031616211,1.5036793947219849,-0.014041241258382797
0,5,100.21269226074219,30.192750930786133,1.2547118663787842,-0.25136318802833557
0,6,109.03077697753906,51.938682556152344,1.7251992225646973,-0.6747658848762512
0,7,131.6014862060547,43.271366119384766,1.6563818454742432,-0.869203507900238
0,8,130.77731323242188,46.48273468017578,1.415834903717041,-1.1466039419174194
0,9,97.99332427978516,114.57666778564453,3.2233450412750244,-2.359065055847168
0,10,96.1380844116211,94.60189819335938,3.199676752090454,-2.808647632598877
0,11,102.24004364013672,79.27835845947266,2.9104716777801514,-2.0821356773376465
0,12,104.15518188476562,78.48579406738281,3.150994062423706,-2.2016069889068604
0,13,95.6326675415039,86.31492614746094,2.8653688430786133,-2.2701926231384277
0,14,108.96269226074219,37.616607666015625,1.4901883602142334,-1.3635709285736084
0,15,81.92455291748047,87.7533187866211,3.1219215393066406,-2.613752603530884
0,16,115.52448272705078,34.71055221557617,1.3421717882156372,-1.3467919826507568
0,17,130.24945068359375,45.93541717529297,1.7417998313903809,-1.3287713527679443
0,18,116.11084747314453,73.52783203125,2.6673941612243652,-2.1266276836395264
0,19,130.03543090820312,31.827518463134766,1.3532754182815552,-0.9183690547943115
0,20,126.8044204711914,37.424808502197266,1.620630145072937,-0.7828887701034546
0,21,110.11516571044922,59.00182342529297,2.3352155685424805,-0.8418794274330139
0,22,99.49906158447266,70.19911193847656,2.9019670486450195,-1.113611102104187
0,23,77.62084197998047,83.35672760009766,3.378915309906006,-1.478034257888794
1,0,91.24739074707031,32.92881774902344,1.61184823513031,-0.5893371105194092
1,1,86.32213592529297,43.162227630615234,1.8932626247406006,-0.19558846950531006
1,2,89.81404113769531,28.751266479492188,1.323230504989624,-0.036498986184597015
1,3,74.96903991699219,75.11136627197266,3.037017345428467,-0.48592692613601685
1,4,73.94923400878906,90.09027862548828,2.966329336166382,0.23207056522369385
1,5,91.72135925292969,31.334625244140625,1.3354711532592773,0.25312674045562744
1,6,85.70757293701172,63.758583068847656,2.210601806640625,-0.7708960175514221
1,7,108.74512481689453,52.140541076660156,1.5907232761383057,-0.36357396841049194
1,8,120.99453735351562,41.19240188598633,1.1671403646469116,-0.9114595651626587
1,9,110.69969940185547,48.21532440185547,1.734896183013916,-1.1291252374649048
1,10,100.24697875976562,63.537872314453125,1.7634594440460205,-0.8691156506538391
1,11,95.4877700805664,47.80754470825195,1.4653005599975586,-0.2823500335216522
1,12,84.5124282836914,80.47854614257812,2.4723052978515625,-0.7879796624183655
1,13,74.07868194580078,73.26016998291016,2.415151596069336,-1.1868681907653809
1,14,81.32860565185547,86.48652648925781,2.6749720573425293,-0.394131600856781
1,15,82.7513656616211,92.06050872802734,3.5857362747192383,-1.3190224170684814
1,16,107.82260131835938,27.95697593688965,1.125141978263855,-0.31028908491134644
1,17,115.13057708740234,46.319881439208984,1.8206685781478882,-0.9876787662506104
1,18,126.36295318603516,38.729183197021484,1.4264166355133057,-1.1724953651428223
1,19,127.34552001953125,39.59761428833008,1.4112064838409424,-1.2435710430145264
1,20,122.60025787353516,35.35825729370117,1.6871827840805054,-1.1941107511520386
1,21,112.14982604980469,40.18220901489258,1.6879762411117554,-1.1328140497207642
1,22,103.78765869140625,43.42915725708008,1.818770170211792,-1.2407236099243164
1,23,104.8714828491211,29.38935089111328,1.173737645149231,-0.8160322904586792
2,0,84.76002502441406,33.29700469970703,1.6474480628967285,-0.44232699275016785
2,1,71.10640716552734,76.68733215332031,3.554638385772705,-0.3454562723636627
2,2,68.55203247070312,76.50619506835938,3.5493316650390625,-0.11677546799182892
2,3,75.9244613647461,71.66477966308594,3.5562515258789062,0.683629035949707
2,4,71.20148468017578,85.32261657714844,4.221868991851807,0.3775980770587921
2,5,76.08689880371094,73.37389373779297,4.201788902282715,0.5279780626296997
2,6,80.2463150024414,66.3026123046875,3.2238450050354004,0.017519038170576096
2,7,99.53179168701172,57.40685272216797,2.054494619369507,0.28914156556129456
2,8,94.71311950683594,67.68596649169922,2.1259655952453613,-0.2994803786277771
2,9,77.74577331542969,77.6430892944336,2.5353455543518066,-0.5821917057037354
2,10,83.20259094238281,84.09618377685547,2.7368576526641846,0.279544472694397
2,11,81.05742645263672,69.84381866455078,2.1938424110412598,0.3532671630382538
2,12,70.66752624511719,78.07048797607422,2.4915144443511963,0.29849016666412354
2,13,67.02375030517578,75.82524108886719,2.476529598236084,0.6778362989425659
2,14,68.43785095214844,74.71717834472656,2.554342031478882,0.3401888310909271
2,15,82.11470794677734,40.56851577758789,1.9888404607772827,0.42139023542404175
2,16,84.59945678710938,44.58270263671875,2.2948760986328125,-0.14634278416633606
2,17,70.87747955322266,93.4106216430664,3.3211193084716797,-0.9914674758911133
2,18,102.41667938232422,45.88631820678711,2.15830659866333,-1.0812591314315796
2,19,99.7833251953125,57.28941345214844,2.523150682449341,-1.3324074745178223
2,20,99.41265106201172,53.476531982421875,2.443418025970459,-0.7606980204582214
2,21,89.06192779541016,72.24876403808594,3.462733030319214,-0.6254901885986328
2,22,91.65594482421875,49.499237060546875,2.4213881492614746,-0.4823927879333496
2,23,82.3526611328125,53.29302978515625,2.6908392906188965,-0.4146435856819153
3,0,81.70030212402344,92.51634216308594,2.464963912963867,-0.8314499855041504
3,1,81.77262878417969,136.64198303222656,5.107877254486084,-0.7132503986358643
3,2,69.5340576171875,123.88148498535156,3.922687292098999,-0.5030694007873535
3,3,67.59416961669922,99.4169921875,3.4523725509643555,-0.7360525131225586
3,4,74.95545959472656,120.34000396728516,4.81372594833374,-0.5273523330688477
3,5,82.19092559814453,122.62444305419922,4.72304630279541,-0.14738865196704865
3,6,82.75426483154297,111.8529281616211,4.08480167388916,-0.7270353436470032
3,7,103.83294677734375,112.77042388916016,3.4820008277893066,-0.17577895522117615
3,8,104.86093139648438,120.76695251464844,4.1502790451049805,-0.6519654393196106
3,9,90.4393310546875,115.9162826538086,4.039013385772705,-1.900311827659607
3,10,103.60163879394531,164.89120483398438,4.768415451049805,-1.2271332740783691
3,11,71.32968139648438,120.9427719116211,3.468137741088867,-2.1810059547424316
3,12,78.35857391357422,122.69959259033203,4.393800258636475,-2.0781986713409424
3,13,75.92420959472656,123.05947875976562,5.516931533813477,-2.4021573066711426
3,14,69.57524108886719,118.96019744873047,4.369196891784668,-2.539436101913452
3,15,73.23054504394531,134.8058624267578,4.696383476257324,-2.458590507507324
3,16,77.84790802001953,114.25797271728516,4.666702747344971,-2.376671075820923
3,17,94.5482177734375,109.03864288330078,3.7779412269592285,-2.43334698677063
3,18,105.99821472167969,102.73722076416016,3.94757342338562,-2.38421368598938
3,19,115.65144348144531,66.7193603515625,2.744032859802246,-2.077270984649658
3,20,89.15983581542969,97.85640716552734,3.9512109756469727,-2.7283737659454346
3,21,101.1019287109375,97.70662689208984,3.75612735748291,-1.719894289970398
3,22,92.14603424072266,85.2015151977539,4.205460071563721,-1.6206341981887817
3,23,70.13417053222656,86.06993103027344,3.9718544483184814,-2.144383192062378
4,0,92.81301879882812,55.171722412109375,2.209505796432495,0.38902145624160767
4,1,83.53764343261719,108.36908721923828,4.328243255615234,0.6222121715545654
4,2,88.91529846191406,48.972442626953125,2.2877399921417236,1.7285798788070679
4,3,80.13825225830078,90.24813842773438,3.9289536476135254,1.9844505786895752
4,4,88.71001434326172,41.410221099853516,1.9152942895889282,2.0683326721191406
4,5,82.6699447631836,91.859130859375,3.7428274154663086,1.6585091352462769
4,6,104.36711883544922,43.151710510253906,1.4307405948638916,0.9038079380989075
4,7,115.63197326660156,56.278831481933594,1.4339759349822998,0.0795331820845604
4,8,125.26837158203125,56.019309997558594,1.3737354278564453,-0.40589502453804016
4,9,123.27955627441406,43.8553466796875,1.2516837120056152,-0.06885793060064316
