day,hour,loc,scale,tailweight,skewness
0,0,123.15232849121094,19.062156677246094,1.0120058059692383,0.37020596861839294
0,1,115.09183502197266,19.21457862854004,1.0088170766830444,0.5339827537536621
0,2,112.52809143066406,19.429615020751953,1.0153231620788574,0.45244327187538147
0,3,111.8824462890625,24.490171432495117,1.0246405601501465,0.2417813241481781
0,4,110.33345031738281,22.573896408081055,1.0207810401916504,0.06122070550918579
0,5,118.87808227539062,20.75217056274414,1.0141648054122925,0.20674139261245728
0,6,139.3463134765625,22.372636795043945,1.012495517730713,-0.13504596054553986
0,7,165.27024841308594,25.805252075195312,1.0423033237457275,-0.23212279379367828
0,8,182.28244018554688,24.568531036376953,1.03598952293396,-0.4928261637687683
0,9,173.8784942626953,21.99222183227539,1.014090895652771,-0.7256792783737183
0,10,161.10755920410156,24.53237533569336,1.1443843841552734,-0.9483147859573364
0,11,154.27923583984375,18.761682510375977,1.0192453861236572,-0.9973312020301819
0,12,145.80931091308594,11.621834754943848,1.00030517578125,-1.0172019004821777
0,13,140.5610809326172,15.020462989807129,1.0015418529510498,-1.1660882234573364
0,14,141.6826629638672,14.505936622619629,1.0001490116119385,-1.3193488121032715
0,15,147.66844177246094,14.8700590133667,1.0036087036132812,-1.3637871742248535
0,16,155.15904235839844,16.211524963378906,1.0005593299865723,-1.3550809621810913
0,17,176.82168579101562,22.20425796508789,1.0957711935043335,-1.0856597423553467
0,18,180.88973999023438,23.149681091308594,1.0521882772445679,-0.4920702576637268
0,19,172.70779418945312,20.460376739501953,1.0525844097137451,-0.3463752269744873
0,20,162.9931640625,18.2349853515625,1.0821850299835205,-0.2512843906879425
0,21,151.01609802246094,13.217730522155762,1.0013264417648315,-0.15216130018234253
0,22,141.31272888183594,14.130428314208984,1.0011355876922607,0.03608131408691406
0,23,127.53321075439453,14.64815902709961,1.0004334449768066,0.008215725421905518
1,0,115.14120483398438,21.360193252563477,1.0347940921783447,0.07665826380252838
1,1,108.70207977294922,20.036020278930664,1.0686362981796265,0.426535964012146
1,2,104.40422058105469,17.866315841674805,1.0247292518615723,0.5101876258850098
1,3,99.95145416259766,21.662050247192383,1.0910598039627075,0.7620564699172974
1,4,100.47135162353516,23.69294548034668,1.1926838159561157,0.7716692686080933
1,5,108.00553131103516,16.447208404541016,1.0026684999465942,0.9152712821960449
1,6,129.5914306640625,24.18750762939453,1.134337067604065,0.6718965768814087
1,7,152.32568359375,26.602420806884766,1.0496633052825928,0.4334430694580078
1,8,163.38949584960938,24.950485229492188,1.0085166692733765,0.11863051354885101
1,9,156.21644592285156,27.495046615600586,1.0980355739593506,-0.16033241152763367
1,10,140.71499633789062,24.429553985595703,1.0665996074676514,-0.10675892978906631
1,11,132.32965087890625,24.829395294189453,1.0614160299301147,0.2611044943332672
1,12,128.5313262939453,21.57294273376465,1.0095664262771606,0.4680602252483368
1,13,123.66638946533203,25.095346450805664,1.1013429164886475,0.5613319873809814
1,14,123.76553344726562,24.360034942626953,1.0842840671539307,0.28167179226875305
1,15,127.25651550292969,23.752241134643555,1.0955177545547485,0.14987081289291382
1,16,133.69216918945312,19.5343017578125,1.021026849746704,-0.09805825352668762
