date,hour,load_forecast,actual_load,datetime
2016-01-01,0,10820.25,10884.0,2016-01-01 00:00:00
2016-01-01,1,10070.25,10580.25,2016-01-01 01:00:00
2016-01-01,2,9642.25,10082.25,2016-01-01 02:00:00
2016-01-01,3,9470.0,9613.75,2016-01-01 03:00:00
2016-01-01,4,9526.75,9366.5,2016-01-01 04:00:00
2016-01-01,5,9959.75,9369.0,2016-01-01 05:00:00
2016-01-01,6,11134.25,9611.5,2016-01-01 06:00:00
2016-01-01,7,12942.5,9973.25,2016-01-01 07:00:00
2016-01-01,8,14558.25,10280.25,2016-01-01 08:00:00
2016-01-01,9,15160.5,10608.25,2016-01-01 09:00:00
2016-01-01,10,15425.5,11211.5,2016-01-01 10:00:00
2016-01-01,11,15514.75,11532.0,2016-01-01 11:00:00
2016-01-01,12,15480.75,11636.5,2016-01-01 12:00:00
2016-01-01,13,15488.0,11702.75,2016-01-01 13:00:00
2016-01-01,14,15404.75,11829.0,2016-01-01 14:00:00
2016-01-01,15,15420.75,11935.25,2016-01-01 15:00:00
2016-01-01,16,15659.0,12443.75,2016-01-01 16:00:00
2016-01-01,17,16233.75,13617.0,2016-01-01 17:00:00
2016-01-01,18,15606.5,13664.5,2016-01-01 18:00:00
2016-01-01,19,14860.75,13393.0,2016-01-01 19:00:00
2016-01-01,20,14154.0,12947.5,2016-01-01 20:00:00
2016-01-01,21,13282.25,12314.25,2016-01-01 21:00:00
2016-01-01,22,12308.75,11670.25,2016-01-01 22:00:00
2016-01-01,23,11419.0,10934.0,2016-01-01 23:00:00
2016-01-02,0,10811.25,10272.75,2016-01-02 00:00:00
2016-01-02,1,9992.25,9683.75,2016-01-02 01:00:00
2016-01-02,2,9487.75,9349.75,2016-01-02 02:00:00
2016-01-02,3,9203.25,9245.5,2016-01-02 03:00:00
2016-01-02,4,9097.75,9258.75,2016-01-02 04:00:00
2016-01-02,5,9292.0,9419.5,2016-01-02 05:00:00
2016-01-02,6,9873.25,9976.0,2016-01-02 06:00:00
2016-01-02,7,10855.0,10862.25,2016-01-02 07:00:00
2016-01-02,8,12266.0,12024.75,2016-01-02 08:00:00
2016-01-02,9,13126.5,13115.75,2016-01-02 09:00:00
2016-01-02,10,13511.75,13853.75,2016-01-02 10:00:00
2016-01-02,11,13730.5,14232.0,2016-01-02 11:00:00
2016-01-02,12,13791.25,14273.75,2016-01-02 12:00:00
2016-01-02,13,13605.5,14040.0,2016-01-02 13:00:00
2016-01-02,14,13682.75,13792.25,2016-01-02 14:00:00
2016-01-02,15,13693.5,13716.5,2016-01-02 15:00:00
2016-01-02,16,14001.25,14259.0,2016-01-02 16:00:00
2016-01-02,17,14647.0,15337.75,2016-01-02 17:00:00
2016-01-02,18,14183.75,14954.75,2016-01-02 18:00:00
2016-01-02,19,13455.75,14461.5,2016-01-02 19:00:00
2016-01-02,20,12864.5,13788.0,2016-01-02 20:00:00
2016-01-02,21,12306.5,12900.75,2016-01-02 21:00:00
2016-01-02,22,11513.75,12211.5,2016-01-02 22:00:00
2016-01-02,23,10605.0,11515.0,2016-01-02 23:00:00
2016-01-03,0,9828.5,10757.25,2016-01-03 00:00:00
2016-01-03,1,9122.25,10095.75,2016-01-03 01:00:00
2016-01-03,2,8693.0,9681.25,2016-01-03 02:00:00
2016-01-03,3,8629.75,9470.25,2016-01-03 03:00:00
2016-01-03,4,8749.0,9433.25,2016-01-03 04:00:00
2016-01-03,5,8957.0,9523.75,2016-01-03 05:00:00
2016-01-03,6,9290.0,9732.25,2016-01-03 06:00:00
2016-01-03,7,9979.0,10287.75,2016-01-03 07:00:00
2016-01-03,8,11055.0,11077.5,2016-01-03 08:00:00
2016-01-03,9,11973.25,11799.25,2016-01-03 09:00:00
2016-01-03,10,12632.25,12458.0,2016-01-03 10:00:00
2016-01-03,11,13199.0,12895.5,2016-01-03 11:00:00
2016-01-03,12,13679.25,13143.25,2016-01-03 12:00:00
2016-01-03,13,13814.75,13014.25,2016-01-03 13:00:00
2016-01-03,14,13813.25,12864.0,2016-01-03 14:00:00
2016-01-03,15,14027.0,12888.5,2016-01-03 15:00:00
2016-01-03,16,14654.5,13493.75,2016-01-03 16:00:00
2016-01-03,17,15561.25,14739.0,2016-01-03 17:00:00
2016-01-03,18,15372.5,14537.5,2016-01-03 18:00:00
2016-01-03,19,14949.75,14227.5,2016-01-03 19:00:00
2016-01-03,20,14540.75,13767.0,2016-01-03 20:00:00
2016-01-03,21,13980.75,12996.5,2016-01-03 21:00:00
2016-01-03,22,13200.5,12100.25,2016-01-03 22:00:00
2016-01-03,23,12284.75,11199.0,2016-01-03 23:00:00
2016-01-04,0,11458.75,10431.25,2016-01-04 00:00:00
2016-01-04,1,10887.25,10068.5,2016-01-04 01:00:00
2016-01-04,2,10504.25,9888.5,2016-01-04 02:00:00
2016-01-04,3,10457.25,9883.75,2016-01-04 03:00:00
2016-01-04,4,10528.25,9915.75,2016-01-04 04:00:00
2016-01-04,5,11002.0,10507.5,2016-01-04 05:00:00
2016-01-04,6,12324.75,11988.0,2016-01-04 06:00:00
2016-01-04,7,14318.0,14270.75,2016-01-04 07:00:00
2016-01-04,8,16252.75,15787.75,2016-01-04 08:00:00
2016-01-04,9,16908.75,16263.0,2016-01-04 09:00:00
2016-01-04,10,17058.75,16410.5,2016-01-04 10:00:00
2016-01-04,11,17069.5,16570.0,2016-01-04 11:00:00
2016-01-04,12,16883.0,16533.25,2016-01-04 12:00:00
2016-01-04,13,16863.25,16685.75,2016-01-04 13:00:00
2016-01-04,14,16839.5,16619.5,2016-01-04 14:00:00
2016-01-04,15,16772.0,16634.5,2016-01-04 15:00:00
2016-01-04,16,17099.75,17180.25,2016-01-04 16:00:00
2016-01-04,17,17846.0,17776.5,2016-01-04 17:00:00
2016-01-04,18,17008.25,16963.5,2016-01-04 18:00:00
2016-01-04,19,16314.75,16367.0,2016-01-04 19:00:00
2016-01-04,20,15770.75,15461.5,2016-01-04 20:00:00
2016-01-04,21,15087.5,14437.75,2016-01-04 21:00:00
2016-01-04,22,13851.5,13239.75,2016-01-04 22:00:00
2016-01-04,23,12827.0,12185.75,2016-01-04 23:00:00
2016-01-05,0,12045.25,11188.75,2016-01-05 00:00:00
2016-01-05,1,11435.5,10621.75,2016-01-05 01:00:00
2016-01-05,2,10924.25,10347.5,2016-01-05 02:00:00
2016-01-05,3,10749.75,10245.75,2016-01-05 03:00:00
2016-01-05,4,10765.5,10345.5,2016-01-05 04:00:00
2016-01-05,5,11070.75,10812.5,2016-01-05 05:00:00
2016-01-05,6,12274.25,12293.5,2016-01-05 06:00:00
2016-01-05,7,14320.25,14676.75,2016-01-05 07:00:00
2016-01-05,8,16199.0,16301.5,2016-01-05 08:00:00
2016-01-05,9,16910.75,16746.75,2016-01-05 09:00:00
2016-01-05,10,17187.0,16842.0,2016-01-05 10:00:00
2016-01-05,11,17147.5,16910.0,2016-01-05 11:00:00
2016-01-05,12,16968.5,16742.75,2016-01-05 12:00:00
2016-01-05,13,17067.75,16806.75,2016-01-05 13:00:00
2016-01-05,14,17018.25,16710.0,2016-01-05 14:00:00
2016-01-05,15,17051.75,16723.0,2016-01-05 15:00:00
2016-01-05,16,17475.5,17046.0,2016-01-05 16:00:00
2016-01-05,17,18069.0,17737.0,2016-01-05 17:00:00
2016-01-05,18,17177.25,16926.0,2016-01-05 18:00:00
2016-01-05,19,16521.75,16317.0,2016-01-05 19:00:00
2016-01-05,20,15882.5,15390.75,2016-01-05 20:00:00
2016-01-05,21,14827.0,14406.75,2016-01-05 21:00:00
2016-01-05,22,13574.75,13241.5,2016-01-05 22:00:00
2016-01-05,23,12485.25,12259.0,2016-01-05 23:00:00
2016-01-06,0,11419.75,11335.5,2016-01-06 00:00:00
2016-01-06,1,10587.0,10750.75,2016-01-06 01:00:00
2016-01-06,2,10075.25,10415.5,2016-01-06 02:00:00
2016-01-06,3,9812.0,10350.5,2016-01-06 03:00:00
2016-01-06,4,9792.25,10424.75,2016-01-06 04:00:00
2016-01-06,5,10196.0,10932.25,2016-01-06 05:00:00
2016-01-06,6,11483.75,12413.75,2016-01-06 06:00:00
2016-01-06,7,13482.0,14817.5,2016-01-06 07:00:00
2016-01-06,8,15284.25,16424.75,2016-01-06 08:00:00
2016-01-06,9,15984.75,16924.0,2016-01-06 09:00:00
2016-01-06,10,16206.25,17057.5,2016-01-06 10:00:00
2016-01-06,11,16236.75,17094.5,2016-01-06 11:00:00
2016-01-06,12,16014.5,16987.75,2016-01-06 12:00:00
2016-01-06,13,16209.25,17063.0,2016-01-06 13:00:00
2016-01-06,14,16363.0,17026.0,2016-01-06 14:00:00
2016-01-06,15,16527.75,16933.5,2016-01-06 15:00:00
2016-01-06,16,16837.0,17233.0,2016-01-06 16:00:00
2016-01-06,17,17624.0,18001.5,2016-01-06 17:00:00
2016-01-06,18,16913.5,17089.5,2016-01-06 18:00:00
2016-01-06,19,16175.0,16424.5,2016-01-06 19:00:00
2016-01-06,20,15718.75,15538.25,2016-01-06 20:00:00
2016-01-06,21,14900.25,14479.0,2016-01-06 21:00:00
2016-01-06,22,13698.25,13305.75,2016-01-06 22:00:00
2016-01-06,23,12581.75,12318.5,2016-01-06 23:00:00
2016-01-07,0,11663.25,11381.25,2016-01-07 00:00:00
2016-01-07,1,10783.5,10833.25,2016-01-07 01:00:00
2016-01-07,2,10236.5,10485.25,2016-01-07 02:00:00
2016-01-07,3,9987.5,10355.75,2016-01-07 03:00:00
2016-01-07,4,9932.5,10405.25,2016-01-07 04:00:00
2016-01-07,5,10299.5,10895.5,2016-01-07 05:00:00
2016-01-07,6,11468.5,12382.0,2016-01-07 06:00:00
2016-01-07,7,13193.25,14754.75,2016-01-07 07:00:00
2016-01-07,8,14883.75,16367.5,2016-01-07 08:00:00
2016-01-07,9,15770.25,16750.25,2016-01-07 09:00:00
2016-01-07,10,15830.5,16932.0,2016-01-07 10:00:00
2016-01-07,11,15848.75,17079.25,2016-01-07 11:00:00
2016-01-07,12,15410.25,17028.0,2016-01-07 12:00:00
2016-01-07,13,15347.0,17125.5,2016-01-07 13:00:00
2016-01-07,14,15319.25,17138.0,2016-01-07 14:00:00
2016-01-07,15,15251.5,17192.5,2016-01-07 15:00:00
2016-01-07,16,15502.5,17563.75,2016-01-07 16:00:00
2016-01-07,17,16262.25,18162.25,2016-01-07 17:00:00
2016-01-07,18,15522.0,17348.25,2016-01-07 18:00:00
2016-01-07,19,14693.0,16724.5,2016-01-07 19:00:00
2016-01-07,20,14061.75,15768.75,2016-01-07 20:00:00
2016-01-07,21,13284.25,14665.75,2016-01-07 21:00:00
2016-01-07,22,12485.0,13484.0,2016-01-07 22:00:00
2016-01-07,23,11808.0,12499.5,2016-01-07 23:00:00
2016-01-08,0,10389.75,11558.5,2016-01-08 00:00:00
2016-01-08,1,9979.75,10938.5,2016-01-08 01:00:00
2016-01-08,2,9649.5,10583.75,2016-01-08 02:00:00
2016-01-08,3,9372.75,10454.0,2016-01-08 03:00:00
2016-01-08,4,9314.0,10542.0,2016-01-08 04:00:00
2016-01-08,5,9584.75,11043.25,2016-01-08 05:00:00
2016-01-08,6,10343.5,12666.25,2016-01-08 06:00:00
2016-01-08,7,11425.25,15011.75,2016-01-08 07:00:00
2016-01-08,8,12502.25,16524.25,2016-01-08 08:00:00
2016-01-08,9,13015.0,16845.0,2016-01-08 09:00:00
2016-01-08,10,13473.25,16737.0,2016-01-08 10:00:00
2016-01-08,11,13705.75,16534.75,2016-01-08 11:00:00
2016-01-08,12,13751.25,16115.0,2016-01-08 12:00:00
2016-01-08,13,13841.5,16066.5,2016-01-08 13:00:00
2016-01-08,14,13869.75,16026.75,2016-01-08 14:00:00
2016-01-08,15,13892.25,15954.0,2016-01-08 15:00:00
2016-01-08,16,14089.0,16246.75,2016-01-08 16:00:00
2016-01-08,17,14670.5,17401.25,2016-01-08 17:00:00
2016-01-08,18,14258.75,16864.25,2016-01-08 18:00:00
2016-01-08,19,13630.25,16157.25,2016-01-08 19:00:00
2016-01-08,20,13062.75,15245.25,2016-01-08 20:00:00
2016-01-08,21,12417.0,14148.75,2016-01-08 21:00:00
2016-01-08,22,11569.75,13140.0,2016-01-08 22:00:00
2016-01-08,23,10733.5,12394.5,2016-01-08 23:00:00
2016-01-09,0,10631.0,11597.5,2016-01-09 00:00:00
2016-01-09,1,9700.5,10855.0,2016-01-09 01:00:00
2016-01-09,2,9145.75,10402.0,2016-01-09 02:00:00
2016-01-09,3,8866.0,10173.0,2016-01-09 03:00:00
2016-01-09,4,8794.5,10103.0,2016-01-09 04:00:00
2016-01-09,5,8944.75,10255.0,2016-01-09 05:00:00
2016-01-09,6,9473.0,10777.25,2016-01-09 06:00:00
2016-01-09,7,10360.25,11720.0,2016-01-09 07:00:00
2016-01-09,8,11691.75,12894.5,2016-01-09 08:00:00
2016-01-09,9,12634.25,13831.5,2016-01-09 09:00:00
2016-01-09,10,13179.0,14376.5,2016-01-09 10:00:00
2016-01-09,11,13484.0,14558.25,2016-01-09 11:00:00
2016-01-09,12,13487.25,14455.25,2016-01-09 12:00:00
2016-01-09,13,13223.5,14312.5,2016-01-09 13:00:00
2016-01-09,14,13244.75,14152.75,2016-01-09 14:00:00
2016-01-09,15,13327.75,14047.25,2016-01-09 15:00:00
2016-01-09,16,13668.25,14445.0,2016-01-09 16:00:00
2016-01-09,17,14559.75,15504.0,2016-01-09 17:00:00
2016-01-09,18,14243.0,15154.5,2016-01-09 18:00:00
2016-01-09,19,13659.0,14545.0,2016-01-09 19:00:00
2016-01-09,20,13048.0,13804.75,2016-01-09 20:00:00
2016-01-09,21,12487.25,13005.5,2016-01-09 21:00:00
2016-01-09,22,11712.25,12371.0,2016-01-09 22:00:00
2016-01-09,23,10860.25,11618.75,2016-01-09 23:00:00
2016-01-10,0,10184.25,10868.75,2016-01-10 00:00:00
2016-01-10,1,9492.5,10256.75,2016-01-10 01:00:00
2016-01-10,2,8975.0,9860.25,2016-01-10 02:00:00
2016-01-10,3,8628.25,9625.0,2016-01-10 03:00:00
2016-01-10,4,8485.5,9524.5,2016-01-10 04:00:00
2016-01-10,5,8607.25,9643.75,2016-01-10 05:00:00
2016-01-10,6,8913.25,9950.75,2016-01-10 06:00:00
2016-01-10,7,9560.5,10487.0,2016-01-10 07:00:00
2016-01-10,8,10679.0,11255.0,2016-01-10 08:00:00
2016-01-10,9,11555.25,11890.0,2016-01-10 09:00:00
2016-01-10,10,12167.0,12377.5,2016-01-10 10:00:00
2016-01-10,11,12670.0,12633.5,2016-01-10 11:00:00
2016-01-10,12,13165.75,12773.0,2016-01-10 12:00:00
2016-01-10,13,13259.0,12880.75,2016-01-10 13:00:00
2016-01-10,14,13329.5,12887.5,2016-01-10 14:00:00
2016-01-10,15,13638.0,12942.5,2016-01-10 15:00:00
2016-01-10,16,14234.0,13400.75,2016-01-10 16:00:00
2016-01-10,17,15085.25,14892.25,2016-01-10 17:00:00
2016-01-10,18,14553.75,14767.25,2016-01-10 18:00:00
2016-01-10,19,14087.0,14375.5,2016-01-10 19:00:00
2016-01-10,20,13655.0,13759.75,2016-01-10 20:00:00
2016-01-10,21,13204.75,13010.5,2016-01-10 21:00:00
2016-01-10,22,12464.75,12214.0,2016-01-10 22:00:00
2016-01-10,23,11474.75,11293.75,2016-01-10 23:00:00
2016-01-11,0,10921.25,10578.75,2016-01-11 00:00:00
2016-01-11,1,10510.75,10147.75,2016-01-11 01:00:00
2016-01-11,2,10220.75,9991.5,2016-01-11 02:00:00
2016-01-11,3,10239.5,9965.25,2016-01-11 03:00:00
2016-01-11,4,10343.5,10105.0,2016-01-11 04:00:00
2016-01-11,5,10849.75,10721.0,2016-01-11 05:00:00
2016-01-11,6,12172.75,12268.25,2016-01-11 06:00:00
2016-01-11,7,13871.25,14774.0,2016-01-11 07:00:00
2016-01-11,8,15706.75,16487.5,2016-01-11 08:00:00
2016-01-11,9,16454.0,16847.5,2016-01-11 09:00:00
2016-01-11,10,16706.5,16929.25,2016-01-11 10:00:00
2016-01-11,11,16813.25,17130.5,2016-01-11 11:00:00
2016-01-11,12,16703.0,17024.25,2016-01-11 12:00:00
2016-01-11,13,16739.0,17080.75,2016-01-11 13:00:00
2016-01-11,14,16659.25,16862.0,2016-01-11 14:00:00
2016-01-11,15,16550.0,16772.25,2016-01-11 15:00:00
2016-01-11,16,16853.5,17010.0,2016-01-11 16:00:00
2016-01-11,17,17590.25,17830.0,2016-01-11 17:00:00
2016-01-11,18,16550.75,17090.25,2016-01-11 18:00:00
2016-01-11,19,15774.0,16476.25,2016-01-11 19:00:00
2016-01-11,20,15353.0,15516.25,2016-01-11 20:00:00
2016-01-11,21,14634.75,14537.5,2016-01-11 21:00:00
2016-01-11,22,13401.25,13339.75,2016-01-11 22:00:00
2016-01-11,23,12487.75,12313.25,2016-01-11 23:00:00
2016-01-12,0,11698.75,11362.25,2016-01-12 00:00:00
2016-01-12,1,11193.25,10750.0,2016-01-12 01:00:00
2016-01-12,2,10719.75,10449.75,2016-01-12 02:00:00
2016-01-12,3,10536.5,10328.25,2016-01-12 03:00:00
2016-01-12,4,10583.75,10414.25,2016-01-12 04:00:00
2016-01-12,5,10907.5,10918.0,2016-01-12 05:00:00
2016-01-12,6,12107.75,12463.5,2016-01-12 06:00:00
2016-01-12,7,14005.75,14914.0,2016-01-12 07:00:00
2016-01-12,8,15950.25,16415.0,2016-01-12 08:00:00
2016-01-12,9,16727.25,16722.75,2016-01-12 09:00:00
2016-01-12,10,17078.5,16728.25,2016-01-12 10:00:00
2016-01-12,11,17160.5,16687.0,2016-01-12 11:00:00
2016-01-12,12,17079.0,16577.75,2016-01-12 12:00:00
2016-01-12,13,17151.25,16599.0,2016-01-12 13:00:00
2016-01-12,14,17102.5,16528.25,2016-01-12 14:00:00
2016-01-12,15,17082.75,16584.25,2016-01-12 15:00:00
2016-01-12,16,17320.75,16885.25,2016-01-12 16:00:00
2016-01-12,17,17886.75,17862.25,2016-01-12 17:00:00
2016-01-12,18,17061.0,17132.0,2016-01-12 18:00:00
2016-01-12,19,16331.0,16526.75,2016-01-12 19:00:00
2016-01-12,20,15732.75,15631.5,2016-01-12 20:00:00
2016-01-12,21,14786.75,14628.5,2016-01-12 21:00:00
2016-01-12,22,13626.25,13448.75,2016-01-12 22:00:00
2016-01-12,23,12588.25,12481.0,2016-01-12 23:00:00
2016-01-13,0,11318.25,11569.5,2016-01-13 00:00:00
2016-01-13,1,10594.75,10902.75,2016-01-13 01:00:00
2016-01-13,2,10155.25,10585.0,2016-01-13 02:00:00
2016-01-13,3,9966.0,10447.25,2016-01-13 03:00:00
2016-01-13,4,9962.25,10538.75,2016-01-13 04:00:00
2016-01-13,5,10330.25,11046.25,2016-01-13 05:00:00
2016-01-13,6,11556.75,12591.5,2016-01-13 06:00:00
2016-01-13,7,13616.5,15043.5,2016-01-13 07:00:00
2016-01-13,8,15161.5,16543.75,2016-01-13 08:00:00
2016-01-13,9,15789.75,16816.75,2016-01-13 09:00:00
2016-01-13,10,15958.25,16923.75,2016-01-13 10:00:00
2016-01-13,11,15934.0,16992.5,2016-01-13 11:00:00
2016-01-13,12,15843.25,16888.75,2016-01-13 12:00:00
2016-01-13,13,15960.75,17022.0,2016-01-13 13:00:00
2016-01-13,14,15962.0,16980.25,2016-01-13 14:00:00
2016-01-13,15,15951.0,16856.75,2016-01-13 15:00:00
2016-01-13,16,16191.25,16982.75,2016-01-13 16:00:00
2016-01-13,17,17027.0,17957.0,2016-01-13 17:00:00
2016-01-13,18,16303.0,17332.0,2016-01-13 18:00:00
2016-01-13,19,15556.75,16694.25,2016-01-13 19:00:00
2016-01-13,20,14883.5,15747.0,2016-01-13 20:00:00
2016-01-13,21,14139.5,14730.75,2016-01-13 21:00:00
2016-01-13,22,13006.0,13531.5,2016-01-13 22:00:00
2016-01-13,23,11938.5,12513.0,2016-01-13 23:00:00
2016-01-14,0,11131.75,11590.0,2016-01-14 00:00:00
2016-01-14,1,10338.0,10853.25,2016-01-14 01:00:00
2016-01-14,2,9819.0,10530.25,2016-01-14 02:00:00
2016-01-14,3,9550.0,10422.75,2016-01-14 03:00:00
2016-01-14,4,9551.0,10470.0,2016-01-14 04:00:00
2016-01-14,5,9945.75,11024.5,2016-01-14 05:00:00
2016-01-14,6,10947.0,12546.25,2016-01-14 06:00:00
2016-01-14,7,12523.5,15141.25,2016-01-14 07:00:00
2016-01-14,8,14218.0,16735.5,2016-01-14 08:00:00
2016-01-14,9,15139.0,17286.0,2016-01-14 09:00:00
2016-01-14,10,15435.0,17455.75,2016-01-14 10:00:00
2016-01-14,11,15402.5,17497.0,2016-01-14 11:00:00
2016-01-14,12,15048.25,17088.75,2016-01-14 12:00:00
2016-01-14,13,14896.5,16937.25,2016-01-14 13:00:00
2016-01-14,14,14910.5,16866.0,2016-01-14 14:00:00
2016-01-14,15,14912.5,17005.0,2016-01-14 15:00:00
2016-01-14,16,15223.25,17340.5,2016-01-14 16:00:00
2016-01-14,17,15772.25,18086.25,2016-01-14 17:00:00
2016-01-14,18,15069.0,17431.5,2016-01-14 18:00:00
2016-01-14,19,14126.75,16817.25,2016-01-14 19:00:00
2016-01-14,20,13418.0,15920.5,2016-01-14 20:00:00
2016-01-14,21,12557.0,14821.0,2016-01-14 21:00:00
2016-01-14,22,11601.75,13671.5,2016-01-14 22:00:00
2016-01-14,23,10898.0,12685.75,2016-01-14 23:00:00
2016-01-15,0,10272.5,11766.25,2016-01-15 00:00:00
2016-01-15,1,9795.5,11141.5,2016-01-15 01:00:00
2016-01-15,2,9406.75,10831.75,2016-01-15 02:00:00
2016-01-15,3,9139.25,10695.0,2016-01-15 03:00:00
2016-01-15,4,9058.75,10764.5,2016-01-15 04:00:00
2016-01-15,5,9355.25,11234.25,2016-01-15 05:00:00
2016-01-15,6,10247.25,12777.5,2016-01-15 06:00:00
2016-01-15,7,11429.75,15138.5,2016-01-15 07:00:00
2016-01-15,8,12553.25,16759.25,2016-01-15 08:00:00
2016-01-15,9,13191.25,17265.75,2016-01-15 09:00:00
2016-01-15,10,13693.5,17529.5,2016-01-15 10:00:00
2016-01-15,11,13895.0,17565.0,2016-01-15 11:00:00
2016-01-15,12,13841.0,17334.75,2016-01-15 12:00:00
2016-01-15,13,13811.25,17191.0,2016-01-15 13:00:00
2016-01-15,14,13924.0,16988.0,2016-01-15 14:00:00
2016-01-15,15,13921.5,16839.5,2016-01-15 15:00:00
2016-01-15,16,14100.25,16947.75,2016-01-15 16:00:00
2016-01-15,17,14912.5,17749.0,2016-01-15 17:00:00
2016-01-15,18,14685.5,17170.5,2016-01-15 18:00:00
2016-01-15,19,14002.0,16404.25,2016-01-15 19:00:00
2016-01-15,20,13493.75,15436.75,2016-01-15 20:00:00
2016-01-15,21,12921.25,14375.25,2016-01-15 21:00:00
2016-01-15,22,12131.0,13380.0,2016-01-15 22:00:00
2016-01-15,23,11403.0,12592.5,2016-01-15 23:00:00
2016-01-16,0,10904.75,11797.25,2016-01-16 00:00:00
2016-01-16,1,10043.25,11075.5,2016-01-16 01:00:00
2016-01-16,2,9465.25,10603.25,2016-01-16 02:00:00
2016-01-16,3,9177.5,10405.75,2016-01-16 03:00:00
2016-01-16,4,9132.75,10357.75,2016-01-16 04:00:00
2016-01-16,5,9231.5,10523.25,2016-01-16 05:00:00
2016-01-16,6,9723.5,11076.75,2016-01-16 06:00:00
2016-01-16,7,10608.75,12063.0,2016-01-16 07:00:00
2016-01-16,8,11765.5,13275.0,2016-01-16 08:00:00
2016-01-16,9,12752.5,14236.75,2016-01-16 09:00:00
2016-01-16,10,13379.5,14764.5,2016-01-16 10:00:00
2016-01-16,11,13770.5,14861.75,2016-01-16 11:00:00
2016-01-16,12,13803.75,14667.0,2016-01-16 12:00:00
2016-01-16,13,13588.5,14331.0,2016-01-16 13:00:00
2016-01-16,14,13534.75,14105.5,2016-01-16 14:00:00
2016-01-16,15,13579.0,13994.25,2016-01-16 15:00:00
2016-01-16,16,13790.0,14298.25,2016-01-16 16:00:00
2016-01-16,17,14600.25,15534.0,2016-01-16 17:00:00
2016-01-16,18,14291.25,15446.75,2016-01-16 18:00:00
2016-01-16,19,13660.0,14856.5,2016-01-16 19:00:00
2016-01-16,20,13080.75,14168.75,2016-01-16 20:00:00
2016-01-16,21,12538.25,13350.0,2016-01-16 21:00:00
2016-01-16,22,11722.75,12651.75,2016-01-16 22:00:00
2016-01-16,23,10851.0,11865.75,2016-01-16 23:00:00
2016-01-17,0,10098.0,11162.25,2016-01-17 00:00:00
2016-01-17,1,9346.5,10543.0,2016-01-17 01:00:00
2016-01-17,2,8806.0,10128.25,2016-01-17 02:00:00
2016-01-17,3,8539.0,9921.75,2016-01-17 03:00:00
2016-01-17,4,8460.5,9902.0,2016-01-17 04:00:00
2016-01-17,5,8634.0,10014.75,2016-01-17 05:00:00
2016-01-17,6,9015.25,10322.5,2016-01-17 06:00:00
2016-01-17,7,9652.5,10876.75,2016-01-17 07:00:00
2016-01-17,8,10692.5,11657.25,2016-01-17 08:00:00
2016-01-17,9,11443.25,12360.75,2016-01-17 09:00:00
2016-01-17,10,12011.25,12771.25,2016-01-17 10:00:00
2016-01-17,11,12485.5,12922.0,2016-01-17 11:00:00
2016-01-17,12,12975.75,12987.25,2016-01-17 12:00:00
2016-01-17,13,13174.0,12893.5,2016-01-17 13:00:00
2016-01-17,14,13306.5,12787.5,2016-01-17 14:00:00
2016-01-17,15,13675.75,12842.5,2016-01-17 15:00:00
2016-01-17,16,14264.75,13278.25,2016-01-17 16:00:00
2016-01-17,17,15340.25,15013.0,2016-01-17 17:00:00
2016-01-17,18,14884.25,15281.75,2016-01-17 18:00:00
2016-01-17,19,14404.75,14863.0,2016-01-17 19:00:00
2016-01-17,20,13877.75,14301.0,2016-01-17 20:00:00
2016-01-17,21,13336.0,13521.75,2016-01-17 21:00:00
2016-01-17,22,12729.25,12726.25,2016-01-17 22:00:00
2016-01-17,23,11804.75,11726.75,2016-01-17 23:00:00
2016-01-18,0,11263.0,11012.0,2016-01-18 00:00:00
2016-01-18,1,10846.75,10623.5,2016-01-18 01:00:00
2016-01-18,2,10621.75,10446.25,2016-01-18 02:00:00
2016-01-18,3,10655.75,10401.5,2016-01-18 03:00:00
2016-01-18,4,10794.0,10544.0,2016-01-18 04:00:00
2016-01-18,5,11351.5,11105.25,2016-01-18 05:00:00
2016-01-18,6,12766.75,12688.5,2016-01-18 06:00:00
2016-01-18,7,14636.25,15254.0,2016-01-18 07:00:00
2016-01-18,8,16634.0,16790.75,2016-01-18 08:00:00
2016-01-18,9,17304.25,17064.0,2016-01-18 09:00:00
2016-01-18,10,17502.25,16968.25,2016-01-18 10:00:00
2016-01-18,11,16637.0,16900.0,2016-01-18 11:00:00
2016-01-18,12,17675.75,16551.0,2016-01-18 12:00:00
2016-01-18,13,17665.5,16586.0,2016-01-18 13:00:00
2016-01-18,14,17641.5,16611.25,2016-01-18 14:00:00
2016-01-18,15,17565.75,16744.25,2016-01-18 15:00:00
2016-01-18,16,17858.75,17090.5,2016-01-18 16:00:00
2016-01-18,17,18589.5,18136.0,2016-01-18 17:00:00
2016-01-18,18,17513.75,17583.5,2016-01-18 18:00:00
2016-01-18,19,16638.25,17028.0,2016-01-18 19:00:00
2016-01-18,20,16121.25,16109.0,2016-01-18 20:00:00
2016-01-18,21,15407.0,14980.25,2016-01-18 21:00:00
2016-01-18,22,14126.25,13794.75,2016-01-18 22:00:00
2016-01-18,23,13028.0,12742.0,2016-01-18 23:00:00
2016-01-19,0,12031.5,11771.75,2016-01-19 00:00:00
2016-01-19,1,11390.5,11213.0,2016-01-19 01:00:00
2016-01-19,2,10921.0,10910.25,2016-01-19 02:00:00
2016-01-19,3,10719.25,10815.25,2016-01-19 03:00:00
