"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"21.01.2018 18:45 - 21.01.2018 19:00","61804","60700"
"21.01.2018 19:00 - 21.01.2018 19:15","61585","60379"
"21.01.2018 19:15 - 21.01.2018 19:30","61278","59710"
"21.01.2018 19:30 - 21.01.2018 19:45","60809","59149"
"21.01.2018 19:45 - 21.01.2018 20:00","60092","58698"
"21.01.2018 20:00 - 21.01.2018 20:15","59447","58546"
"21.01.2018 20:15 - 21.01.2018 20:30","58878","58110"
"21.01.2018 20:30 - 21.01.2018 20:45","57496","57278"
"21.01.2018 20:45 - 21.01.2018 21:00","57092","56682"
"21.01.2018 21:00 - 21.01.2018 21:15","56419","56300"
"21.01.2018 21:15 - 21.01.2018 21:30","56065","56064"
"21.01.2018 21:30 - 21.01.2018 21:45","56240","55896"
"21.01.2018 21:45 - 21.01.2018 22:00","56421","56055"
"21.01.2018 22:00 - 21.01.2018 22:15","57232","57129"
"21.01.2018 22:15 - 21.01.2018 22:30","56830","56867"
"21.01.2018 22:30 - 21.01.2018 22:45","56179","55884"
"21.01.2018 22:45 - 21.01.2018 23:00","55247","55373"
"21.01.2018 23:00 - 21.01.2018 23:15","54167","54889"
"21.01.2018 23:15 - 21.01.2018 23:30","53423","53962"
"21.01.2018 23:30 - 21.01.2018 23:45","52709","53392"
"21.01.2018 23:45 - 22.01.2018 00:00","52133","52664"
"22.01.2018 00:00 - 22.01.2018 00:15","52151","51555"
"22.01.2018 00:15 - 22.01.2018 00:30","51751","51388"
"22.01.2018 00:30 - 22.01.2018 00:45","51253","50772"
"22.01.2018 00:45 - 22.01.2018 01:00","50738","50210"
"22.01.2018 01:00 - 22.01.2018 01:15","50312","49640"
"22.01.2018 01:15 - 22.01.2018 01:30","49981","49461"
"22.01.2018 01:30 - 22.01.2018 01:45","49693","49286"
"22.01.2018 01:45 - 22.01.2018 02:00","49450","49315"
"22.01.2018 02:00 - 22.01.2018 02:15","49240","49307"
"22.01.2018 02:15 - 22.01.2018 02:30","49189","49041"
"22.01.2018 02:30 - 22.01.2018 02:45","49265","49191"
"22.01.2018 02:45 - 22.01.2018 03:00","49280","49287"
"22.01.2018 03:00 - 22.01.2018 03:15","49304","49408"
"22.01.2018 03:15 - 22.01.2018 03:30","49350","49606"
"22.01.2018 03:30 - 22.01.2018 03:45","49499","49797"
"22.01.2018 03:45 - 22.01.2018 04:00","49683","50171"
"22.01.2018 04:00 - 22.01.2018 04:15","50227","50991"
"22.01.2018 04:15 - 22.01.2018 04:30","50558","51202"
"22.01.2018 04:30 - 22.01.2018 04:45","51070","52045"
"22.01.2018 04:45 - 22.01.2018 05:00","51723","52582"
"22.01.2018 05:00 - 22.01.2018 05:15","53026","53814"
"22.01.2018 05:15 - 22.01.2018 05:30","53754","55017"
"22.01.2018 05:30 - 22.01.2018 05:45","55039","56196"
"22.01.2018 05:45 - 22.01.2018 06:00","56692","57732"
"22.01.2018 06:00 - 22.01.2018 06:15","59634","60905"
"22.01.2018 06:15 - 22.01.2018 06:30","62055","63129"
"22.01.2018 06:30 - 22.01.2018 06:45","64006","65029"
"22.01.2018 06:45 - 22.01.2018 07:00","65976","66568"
"22.01.2018 07:00 - 22.01.2018 07:15","67917","68579"
"22.01.2018 07:15 - 22.01.2018 07:30","69142","69746"
"22.01.2018 07:30 - 22.01.2018 07:45","70221","70707"
"22.01.2018 07:45 - 22.01.2018 08:00","71071","71337"
"22.01.2018 08:00 - 22.01.2018 08:15","71861","72248"
"22.01.2018 08:15 - 22.01.2018 08:30","72053","72560"
"22.01.2018 08:30 - 22.01.2018 08:45","72365","72831"
"22.01.2018 08:45 - 22.01.2018 09:00","72530","73489"
"22.01.2018 09:00 - 22.01.2018 09:15","72319","73292"
"22.01.2018 09:15 - 22.01.2018 09:30","72397","73801"
"22.01.2018 09:30 - 22.01.2018 09:45","72751","74358"
"22.01.2018 09:45 - 22.01.2018 10:00","72848","74498"
"22.01.2018 10:00 - 22.01.2018 10:15","73010","74736"
"22.01.2018 10:15 - 22.01.2018 10:30","73184","74522"
"22.01.2018 10:30 - 22.01.2018 10:45","73392","75047"
"22.01.2018 10:45 - 22.01.2018 11:00","73679","75314"
"22.01.2018 11:00 - 22.01.2018 11:15","73764","75352"
"22.01.2018 11:15 - 22.01.2018 11:30","74075","75456"
"22.01.2018 11:30 - 22.01.2018 11:45","74397","75630"
"22.01.2018 11:45 - 22.01.2018 12:00","74842","75466"
"22.01.2018 12:00 - 22.01.2018 12:15","74090","75068"
"22.01.2018 12:15 - 22.01.2018 12:30","74270","74998"
"22.01.2018 12:30 - 22.01.2018 12:45","74101","75180"
"22.01.2018 12:45 - 22.01.2018 13:00","74205","74836"
"22.01.2018 13:00 - 22.01.2018 13:15","74078","75004"
"22.01.2018 13:15 - 22.01.2018 13:30","73618","74845"
"22.01.2018 13:30 - 22.01.2018 13:45","73149","74481"
"22.01.2018 13:45 - 22.01.2018 14:00","72434","73729"
"22.01.2018 14:00 - 22.01.2018 14:15","72233","73838"
"22.01.2018 14:15 - 22.01.2018 14:30","72054","73749"
"22.01.2018 14:30 - 22.01.2018 14:45","71796","73477"
"22.01.2018 14:45 - 22.01.2018 15:00","71387","73222"
"22.01.2018 15:00 - 22.01.2018 15:15","69931","73220"
"22.01.2018 15:15 - 22.01.2018 15:30","71489","72968"
"22.01.2018 15:30 - 22.01.2018 15:45","71555","72862"
"22.01.2018 15:45 - 22.01.2018 16:00","71107","72279"
"22.01.2018 16:00 - 22.01.2018 16:15","71271","71936"
"22.01.2018 16:15 - 22.01.2018 16:30","70261","71719"
"22.01.2018 16:30 - 22.01.2018 16:45","71078","72092"
"22.01.2018 16:45 - 22.01.2018 17:00","72175","72502"
"22.01.2018 17:00 - 22.01.2018 17:15","73238","73503"
"22.01.2018 17:15 - 22.01.2018 17:30","74202","74314"
"22.01.2018 17:30 - 22.01.2018 17:45","75170","74721"
"22.01.2018 17:45 - 22.01.2018 18:00","75577","74851"
"22.01.2018 18:00 - 22.01.2018 18:15","75270","74645"
"22.01.2018 18:15 - 22.01.2018 18:30","74892","74345"
"22.01.2018 18:30 - 22.01.2018 18:45","74708","74091"
"22.01.2018 18:45 - 22.01.2018 19:00","74396","74062"
"22.01.2018 19:00 - 22.01.2018 19:15","74032","73545"
"22.01.2018 19:15 - 22.01.2018 19:30","73401","72710"
"22.01.2018 19:30 - 22.01.2018 19:45","72771","72043"
"22.01.2018 19:45 - 22.01.2018 20:00","72102","71225"
"22.01.2018 20:00 - 22.01.2018 20:15","70798","69826"
"22.01.2018 20:15 - 22.01.2018 20:30","69409","68489"
"22.01.2018 20:30 - 22.01.2018 20:45","68323","67356"
"22.01.2018 20:45 - 22.01.2018 21:00","67396","66068"
"22.01.2018 21:00 - 22.01.2018 21:15","66305","65785"
"22.01.2018 21:15 - 22.01.2018 21:30","65831","64846"
"22.01.2018 21:30 - 22.01.2018 21:45","65559","63977"
"22.01.2018 21:45 - 22.01.2018 22:00","64245","62932"
"22.01.2018 22:00 - 22.01.2018 22:15","64315","62942"
"22.01.2018 22:15 - 22.01.2018 22:30","63513","62053"
"22.01.2018 22:30 - 22.01.2018 22:45","62522","61036"
"22.01.2018 22:45 - 22.01.2018 23:00","61346","60057"
"22.01.2018 23:00 - 22.01.2018 23:15","59982","58856"
"22.01.2018 23:15 - 22.01.2018 23:30","59070","57596"
"22.01.2018 23:30 - 22.01.2018 23:45","58129","56790"
"22.01.2018 23:45 - 23.01.2018 00:00","57194","56001"
"23.01.2018 00:00 - 23.01.2018 00:15","56897","55200"
"23.01.2018 00:15 - 23.01.2018 00:30","56788","54332"
"23.01.2018 00:30 - 23.01.2018 00:45","55956","53739"
"23.01.2018 00:45 - 23.01.2018 01:00","55484","52839"
"23.01.2018 01:00 - 23.01.2018 01:15","54793","52203"
"23.01.2018 01:15 - 23.01.2018 01:30","54257","51795"
"23.01.2018 01:30 - 23.01.2018 01:45","53924","51690"
"23.01.2018 01:45 - 23.01.2018 02:00","53644","51425"
"23.01.2018 02:00 - 23.01.2018 02:15","53279","50767"
"23.01.2018 02:15 - 23.01.2018 02:30","53085","50685"
"23.01.2018 02:30 - 23.01.2018 02:45","53264","50891"
"23.01.2018 02:45 - 23.01.2018 03:00","53290","51022"
"23.01.2018 03:00 - 23.01.2018 03:15","53336","50859"
"23.01.2018 03:15 - 23.01.2018 03:30","53302","51088"
"23.01.2018 03:30 - 23.01.2018 03:45","53566","51300"
"23.01.2018 03:45 - 23.01.2018 04:00","53629","51363"
"23.01.2018 04:00 - 23.01.2018 04:15","54065","51736"
"23.01.2018 04:15 - 23.01.2018 04:30","54247","52179"
"23.01.2018 04:30 - 23.01.2018 04:45","54629","52863"
"23.01.2018 04:45 - 23.01.2018 05:00","55167","53135"
"23.01.2018 05:00 - 23.01.2018 05:15","55968","54371"
"23.01.2018 05:15 - 23.01.2018 05:30","56731","55243"
"23.01.2018 05:30 - 23.01.2018 05:45","57846","56244"
"23.01.2018 05:45 - 23.01.2018 06:00","59233","57701"
"23.01.2018 06:00 - 23.01.2018 06:15","61525","60492"
"23.01.2018 06:15 - 23.01.2018 06:30","64042","62667"
"23.01.2018 06:30 - 23.01.2018 06:45","66102","64781"
"23.01.2018 06:45 - 23.01.2018 07:00","67936","66477"
"23.01.2018 07:00 - 23.01.2018 07:15","69836","68212"
"23.01.2018 07:15 - 23.01.2018 07:30","71027","69436"
"23.01.2018 07:30 - 23.01.2018 07:45","71849","70808"
"23.01.2018 07:45 - 23.01.2018 08:00","72648","71371"
"23.01.2018 08:00 - 23.01.2018 08:15","73234","72242"
"23.01.2018 08:15 - 23.01.2018 08:30","73290","72613"
"23.01.2018 08:30 - 23.01.2018 08:45","73622","72780"
"23.01.2018 08:45 - 23.01.2018 09:00","73900","72816"
"23.01.2018 09:00 - 23.01.2018 09:15","73606","72446"
"23.01.2018 09:15 - 23.01.2018 09:30","73716","72927"
"23.01.2018 09:30 - 23.01.2018 09:45","73841","73217"
"23.01.2018 09:45 - 23.01.2018 10:00","74179","73167"
"23.01.2018 10:00 - 23.01.2018 10:15","74322","73231"
"23.01.2018 10:15 - 23.01.2018 10:30","74383","73753"
"23.01.2018 10:30 - 23.01.2018 10:45","74616","73981"
"23.01.2018 10:45 - 23.01.2018 11:00","74833","74064"
"23.01.2018 11:00 - 23.01.2018 11:15","75083","74083"
"23.01.2018 11:15 - 23.01.2018 11:30","75421","74375"
"23.01.2018 11:30 - 23.01.2018 11:45","75675","74586"
"23.01.2018 11:45 - 23.01.2018 12:00","75281","74556"
"23.01.2018 12:00 - 23.01.2018 12:15","75053","74140"
"23.01.2018 12:15 - 23.01.2018 12:30","75195","74183"
"23.01.2018 12:30 - 23.01.2018 12:45","75113","74465"
"23.01.2018 12:45 - 23.01.2018 13:00","75263","74385"
"23.01.2018 13:00 - 23.01.2018 13:15","75175","74544"
"23.01.2018 13:15 - 23.01.2018 13:30","74778","74171"
"23.01.2018 13:30 - 23.01.2018 13:45","74240","73915"
"23.01.2018 13:45 - 23.01.2018 14:00","73636","73085"
"23.01.2018 14:00 - 23.01.2018 14:15","73401","73626"
"23.01.2018 14:15 - 23.01.2018 14:30","73007","73212"
"23.01.2018 14:30 - 23.01.2018 14:45","72939","73347"
"23.01.2018 14:45 - 23.01.2018 15:00","72896","73127"
"23.01.2018 15:00 - 23.01.2018 15:15","72693","73250"
"23.01.2018 15:15 - 23.01.2018 15:30","72637","72715"
"23.01.2018 15:30 - 23.01.2018 15:45","72473","72513"
"23.01.2018 15:45 - 23.01.2018 16:00","72272","72276"
"23.01.2018 16:00 - 23.01.2018 16:15","72341","72119"
"23.01.2018 16:15 - 23.01.2018 16:30","72054","72150"
"23.01.2018 16:30 - 23.01.2018 16:45","72059","72533"
"23.01.2018 16:45 - 23.01.2018 17:00","73139","73333"
"23.01.2018 17:00 - 23.01.2018 17:15","73816","74662"
"23.01.2018 17:15 - 23.01.2018 17:30","74781","75592"
"23.01.2018 17:30 - 23.01.2018 17:45","75575","76281"
"23.01.2018 17:45 - 23.01.2018 18:00","76130","76560"
"23.01.2018 18:00 - 23.01.2018 18:15","75818","76214"
"23.01.2018 18:15 - 23.01.2018 18:30","75725","75863"
"23.01.2018 18:30 - 23.01.2018 18:45","75451","75944"
"23.01.2018 18:45 - 23.01.2018 19:00","75000","75711"
"23.01.2018 19:00 - 23.01.2018 19:15","74609","75211"
"23.01.2018 19:15 - 23.01.2018 19:30","74170","74361"
"23.01.2018 19:30 - 23.01.2018 19:45","73680","73825"
"23.01.2018 19:45 - 23.01.2018 20:00","72756","73810"
"23.01.2018 20:00 - 23.01.2018 20:15","71752","72572"
"23.01.2018 20:15 - 23.01.2018 20:30","70355","71443"
"23.01.2018 20:30 - 23.01.2018 20:45","69320","70472"
"23.01.2018 20:45 - 23.01.2018 21:00","68380","69735"
"23.01.2018 21:00 - 23.01.2018 21:15","67538","69036"
"23.01.2018 21:15 - 23.01.2018 21:30","66762","68472"
"23.01.2018 21:30 - 23.01.2018 21:45","66187","67281"
"23.01.2018 21:45 - 23.01.2018 22:00","65469","66198"
"23.01.2018 22:00 - 23.01.2018 22:15","65594","66407"
"23.01.2018 22:15 - 23.01.2018 22:30","64518","65561"
"23.01.2018 22:30 - 23.01.2018 22:45","63649","64359"
"23.01.2018 22:45 - 23.01.2018 23:00","62230","63057"
"23.01.2018 23:00 - 23.01.2018 23:15","61100","61838"
"23.01.2018 23:15 - 23.01.2018 23:30","60043","60668"
"23.01.2018 23:30 - 23.01.2018 23:45","59039","59562"
"23.01.2018 23:45 - 24.01.2018 00:00","58256","58395"
"24.01.2018 00:00 - 24.01.2018 00:15","56447","57311"
"24.01.2018 00:15 - 24.01.2018 00:30","56126","56458"
"24.01.2018 00:30 - 24.01.2018 00:45","55407","55782"
"24.01.2018 00:45 - 24.01.2018 01:00","54777","55193"
"24.01.2018 01:00 - 24.01.2018 01:15","54135","54728"
"24.01.2018 01:15 - 24.01.2018 01:30","53655","54227"
"24.01.2018 01:30 - 24.01.2018 01:45","53279","53894"
"24.01.2018 01:45 - 24.01.2018 02:00","52971","53497"
"24.01.2018 02:00 - 24.01.2018 02:15","52681","52941"
"24.01.2018 02:15 - 24.01.2018 02:30","52446","52884"
"24.01.2018 02:30 - 24.01.2018 02:45","52625","52814"
"24.01.2018 02:45 - 24.01.2018 03:00","52589","52842"
"24.01.2018 03:00 - 24.01.2018 03:15","52674","52964"
"24.01.2018 03:15 - 24.01.2018 03:30","52655","53170"
"24.01.2018 03:30 - 24.01.2018 03:45","52840","53372"
"24.01.2018 03:45 - 24.01.2018 04:00","52970","53654"
"24.01.2018 04:00 - 24.01.2018 04:15","53499","54056"
"24.01.2018 04:15 - 24.01.2018 04:30","53800","54563"
"24.01.2018 04:30 - 24.01.2018 04:45","54267","55100"
"24.01.2018 04:45 - 24.01.2018 05:00","54927","55522"
"24.01.2018 05:00 - 24.01.2018 05:15","55741","56858"
"24.01.2018 05:15 - 24.01.2018 05:30","56513","57446"
"24.01.2018 05:30 - 24.01.2018 05:45","57567","58673"
"24.01.2018 05:45 - 24.01.2018 06:00","58859","60375"
"24.01.2018 06:00 - 24.01.2018 06:15","61211","63447"
"24.01.2018 06:15 - 24.01.2018 06:30","63715","65785"
"24.01.2018 06:30 - 24.01.2018 06:45","65897","67699"
"24.01.2018 06:45 - 24.01.2018 07:00","67697","69442"
"24.01.2018 07:00 - 24.01.2018 07:15","69566","71674"
"24.01.2018 07:15 - 24.01.2018 07:30","70795","73106"
"24.01.2018 07:30 - 24.01.2018 07:45","72230","74280"
"24.01.2018 07:45 - 24.01.2018 08:00","72971","74904"
"24.01.2018 08:00 - 24.01.2018 08:15","73692","75256"
"24.01.2018 08:15 - 24.01.2018 08:30","73891","75433"
"24.01.2018 08:30 - 24.01.2018 08:45","74213","75712"
"24.01.2018 08:45 - 24.01.2018 09:00","74229","75656"
"24.01.2018 09:00 - 24.01.2018 09:15","73931","75295"
"24.01.2018 09:15 - 24.01.2018 09:30","74080","75441"
"24.01.2018 09:30 - 24.01.2018 09:45","74226","75894"
"24.01.2018 09:45 - 24.01.2018 10:00","74654","75890"
"24.01.2018 10:00 - 24.01.2018 10:15","74803","75984"
"24.01.2018 10:15 - 24.01.2018 10:30","74899","75751"
"24.01.2018 10:30 - 24.01.2018 10:45","75298","76025"
"24.01.2018 10:45 - 24.01.2018 11:00","75506","76209"
"24.01.2018 11:00 - 24.01.2018 11:15","75579","76204"
"24.01.2018 11:15 - 24.01.2018 11:30","75782","76458"
"24.01.2018 11:30 - 24.01.2018 11:45","75932","76483"
"24.01.2018 11:45 - 24.01.2018 12:00","75551","76245"
"24.01.2018 12:00 - 24.01.2018 12:15","75228","75847"
"24.01.2018 12:15 - 24.01.2018 12:30","75177","75571"
"24.01.2018 12:30 - 24.01.2018 12:45","74910","75844"
"24.01.2018 12:45 - 24.01.2018 13:00","75191","75712"
"24.01.2018 13:00 - 24.01.2018 13:15","75030","75547"
"24.01.2018 13:15 - 24.01.2018 13:30","74626","75408"
"24.01.2018 13:30 - 24.01.2018 13:45","74153","74772"
"24.01.2018 13:45 - 24.01.2018 14:00","73578","74140"
"24.01.2018 14:00 - 24.01.2018 14:15","73329","74149"
"24.01.2018 14:15 - 24.01.2018 14:30","73051","74132"
"24.01.2018 14:30 - 24.01.2018 14:45","72936","74007"
"24.01.2018 14:45 - 24.01.2018 15:00","72630","73827"
"24.01.2018 15:00 - 24.01.2018 15:15","72336","73690"
"24.01.2018 15:15 - 24.01.2018 15:30","72327","73820"
"24.01.2018 15:30 - 24.01.2018 15:45","71980","73684"
"24.01.2018 15:45 - 24.01.2018 16:00","71758","73389"
"24.01.2018 16:00 - 24.01.2018 16:15","71980","73407"
"24.01.2018 16:15 - 24.01.2018 16:30","71637","73484"
"24.01.2018 16:30 - 24.01.2018 16:45","71418","74051"
"24.01.2018 16:45 - 24.01.2018 17:00","72583","74809"
"24.01.2018 17:00 - 24.01.2018 17:15","73321","76330"
"24.01.2018 17:15 - 24.01.2018 17:30","74190","77517"
"24.01.2018 17:30 - 24.01.2018 17:45","75019","78420"
"24.01.2018 17:45 - 24.01.2018 18:00","75476","78969"
"24.01.2018 18:00 - 24.01.2018 18:15","75218","78663"
"24.01.2018 18:15 - 24.01.2018 18:30","75084","78399"
"24.01.2018 18:30 - 24.01.2018 18:45","74830","78373"
"24.01.2018 18:45 - 24.01.2018 19:00","74372","78022"
"24.01.2018 19:00 - 24.01.2018 19:15","73905","77239"
"24.01.2018 19:15 - 24.01.2018 19:30","73316","76398"
"24.01.2018 19:30 - 24.01.2018 19:45","73602","75317"
"24.01.2018 19:45 - 24.01.2018 20:00","72736","74749"
"24.01.2018 20:00 - 24.01.2018 20:15","71721","73151"
"24.01.2018 20:15 - 24.01.2018 20:30","70208","71791"
"24.01.2018 20:30 - 24.01.2018 20:45","69169","70711"
"24.01.2018 20:45 - 24.01.2018 21:00","68332","69364"
"24.01.2018 21:00 - 24.01.2018 21:15","67445","68862"
"24.01.2018 21:15 - 24.01.2018 21:30","66699","68304"
"24.01.2018 21:30 - 24.01.2018 21:45","66156","67101"
"24.01.2018 21:45 - 24.01.2018 22:00","65345","65646"
"24.01.2018 22:00 - 24.01.2018 22:15","65505","65569"
"24.01.2018 22:15 - 24.01.2018 22:30","64574","64914"
"24.01.2018 22:30 - 24.01.2018 22:45","63645","63796"
"24.01.2018 22:45 - 24.01.2018 23:00","62369","62361"
"24.01.2018 23:00 - 24.01.2018 23:15","61299","60896"
"24.01.2018 23:15 - 24.01.2018 23:30","60175","60142"
"24.01.2018 23:30 - 24.01.2018 23:45","59197","59172"
"24.01.2018 23:45 - 25.01.2018 00:00","58341","58039"
"25.01.2018 00:00 - 25.01.2018 00:15","56237","56904"
"25.01.2018 00:15 - 25.01.2018 00:30","55411","56106"
"25.01.2018 00:30 - 25.01.2018 00:45","54759","55181"
"25.01.2018 00:45 - 25.01.2018 01:00","54140","54719"
"25.01.2018 01:00 - 25.01.2018 01:15","53550","54198"
"25.01.2018 01:15 - 25.01.2018 01:30","53062","53624"
"25.01.2018 01:30 - 25.01.2018 01:45","52801","53182"
"25.01.2018 01:45 - 25.01.2018 02:00","52501","52997"
"25.01.2018 02:00 - 25.01.2018 02:15","52063","52441"
"25.01.2018 02:15 - 25.01.2018 02:30","51900","52030"
"25.01.2018 02:30 - 25.01.2018 02:45","51990","52310"
"25.01.2018 02:45 - 25.01.2018 03:00","52055","52512"
"25.01.2018 03:00 - 25.01.2018 03:15","52141","52414"
"25.01.2018 03:15 - 25.01.2018 03:30","52206","52541"
"25.01.2018 03:30 - 25.01.2018 03:45","52266","52858"
"25.01.2018 03:45 - 25.01.2018 04:00","52405","53018"
"25.01.2018 04:00 - 25.01.2018 04:15","52806","53382"
"25.01.2018 04:15 - 25.01.2018 04:30","53091","53779"
"25.01.2018 04:30 - 25.01.2018 04:45","53477","54183"
"25.01.2018 04:45 - 25.01.2018 05:00","54093","54861"
"25.01.2018 05:00 - 25.01.2018 05:15","55100","56184"
"25.01.2018 05:15 - 25.01.2018 05:30","55768","56736"
"25.01.2018 05:30 - 25.01.2018 05:45","56948","57515"
"25.01.2018 05:45 - 25.01.2018 06:00","58274","59063"
"25.01.2018 06:00 - 25.01.2018 06:15","60782","61986"
"25.01.2018 06:15 - 25.01.2018 06:30","63129","64015"
"25.01.2018 06:30 - 25.01.2018 06:45","65114","66081"
"25.01.2018 06:45 - 25.01.2018 07:00","66878","68034"
"25.01.2018 07:00 - 25.01.2018 07:15","69103","70229"
"25.01.2018 07:15 - 25.01.2018 07:30","70217","71203"
"25.01.2018 07:30 - 25.01.2018 07:45","70622","71972"
"25.01.2018 07:45 - 25.01.2018 08:00","71448","72654"
"25.01.2018 08:00 - 25.01.2018 08:15","72138","73303"
"25.01.2018 08:15 - 25.01.2018 08:30","72334","73424"
"25.01.2018 08:30 - 25.01.2018 08:45","72542","73409"
"25.01.2018 08:45 - 25.01.2018 09:00","72602","73240"
"25.01.2018 09:00 - 25.01.2018 09:15","72319","72752"
"25.01.2018 09:15 - 25.01.2018 09:30","72236","73112"
"25.01.2018 09:30 - 25.01.2018 09:45","72584","73387"
"25.01.2018 09:45 - 25.01.2018 10:00","72943","73235"
"25.01.2018 10:00 - 25.01.2018 10:15","73039","73286"
"25.01.2018 10:15 - 25.01.2018 10:30","73208","73622"
"25.01.2018 10:30 - 25.01.2018 10:45","73434","73847"
"25.01.2018 10:45 - 25.01.2018 11:00","73448","73776"
"25.01.2018 11:00 - 25.01.2018 11:15","73656","73798"
"25.01.2018 11:15 - 25.01.2018 11:30","73900","73799"
"25.01.2018 11:30 - 25.01.2018 11:45","74006","73773"
"25.01.2018 11:45 - 25.01.2018 12:00","73988","73545"
"25.01.2018 12:00 - 25.01.2018 12:15","73572","73209"
"25.01.2018 12:15 - 25.01.2018 12:30","73540","73150"
"25.01.2018 12:30 - 25.01.2018 12:45","73355","73113"
"25.01.2018 12:45 - 25.01.2018 13:00","73624","73074"
"25.01.2018 13:00 - 25.01.2018 13:15","73446","73243"
"25.01.2018 13:15 - 25.01.2018 13:30","73141","72378"
"25.01.2018 13:30 - 25.01.2018 13:45","72708","72354"
"25.01.2018 13:45 - 25.01.2018 14:00","72124","71671"
"25.01.2018 14:00 - 25.01.2018 14:15","72008","71361"
"25.01.2018 14:15 - 25.01.2018 14:30","71610","71030"
"25.01.2018 14:30 - 25.01.2018 14:45","71692","71035"
"25.01.2018 14:45 - 25.01.2018 15:00","71357","70699"
"25.01.2018 15:00 - 25.01.2018 15:15","70889","70694"
"25.01.2018 15:15 - 25.01.2018 15:30","71031","70406"
"25.01.2018 15:30 - 25.01.2018 15:45","70820","70198"
"25.01.2018 15:45 - 25.01.2018 16:00","70657","69583"
"25.01.2018 16:00 - 25.01.2018 16:15","70643","69605"
"25.01.2018 16:15 - 25.01.2018 16:30","70256","69674"
"25.01.2018 16:30 - 25.01.2018 16:45","70009","69957"
"25.01.2018 16:45 - 25.01.2018 17:00","71407","70801"
"25.01.2018 17:00 - 25.01.2018 17:15","72203","71718"
"25.01.2018 17:15 - 25.01.2018 17:30","72996","72802"
"25.01.2018 17:30 - 25.01.2018 17:45","73998","73705"
"25.01.2018 17:45 - 25.01.2018 18:00","74330","73849"
"25.01.2018 18:00 - 25.01.2018 18:15","74030","73813"
"25.01.2018 18:15 - 25.01.2018 18:30","73819","73612"
"25.01.2018 18:30 - 25.01.2018 18:45","73443","73322"
"25.01.2018 18:45 - 25.01.2018 19:00","73040","73066"
"25.01.2018 19:00 - 25.01.2018 19:15","72762","72700"
"25.01.2018 19:15 - 25.01.2018 19:30","72165","71891"
"25.01.2018 19:30 - 25.01.2018 19:45","71605","71375"
"25.01.2018 19:45 - 25.01.2018 20:00","70927","71021"
"25.01.2018 20:00 - 25.01.2018 20:15","69763","69345"
"25.01.2018 20:15 - 25.01.2018 20:30","68403","68100"
"25.01.2018 20:30 - 25.01.2018 20:45","67263","67178"
"25.01.2018 20:45 - 25.01.2018 21:00","66316","65906"
"25.01.2018 21:00 - 25.01.2018 21:15","65338","65240"
"25.01.2018 21:15 - 25.01.2018 21:30","64686","64592"
"25.01.2018 21:30 - 25.01.2018 21:45","64201","63422"
"25.01.2018 21:45 - 25.01.2018 22:00","63450","62434"
"25.01.2018 22:00 - 25.01.2018 22:15","63648","61922"
"25.01.2018 22:15 - 25.01.2018 22:30","62885","61206"
"25.01.2018 22:30 - 25.01.2018 22:45","61906","60110"
"25.01.2018 22:45 - 25.01.2018 23:00","60566","58895"
"25.01.2018 23:00 - 25.01.2018 23:15","59403","57867"
"25.01.2018 23:15 - 25.01.2018 23:30","58376","56483"
"25.01.2018 23:30 - 25.01.2018 23:45","57338","55573"
"25.01.2018 23:45 - 26.01.2018 00:00","56287","54515"
"26.01.2018 00:00 - 26.01.2018 00:15","55745","53337"
"26.01.2018 00:15 - 26.01.2018 00:30","54915","52322"
"26.01.2018 00:30 - 26.01.2018 00:45","54199","51855"
"26.01.2018 00:45 - 26.01.2018 01:00","53413","51339"
"26.01.2018 01:00 - 26.01.2018 01:15","52844","50939"
"26.01.2018 01:15 - 26.01.2018 01:30","52372","50245"
"26.01.2018 01:30 - 26.01.2018 01:45","52081","50199"
"26.01.2018 01:45 - 26.01.2018 02:00","51833","49889"
"26.01.2018 02:00 - 26.01.2018 02:15","51436","49491"
"26.01.2018 02:15 - 26.01.2018 02:30","51246","49341"
"26.01.2018 02:30 - 26.01.2018 02:45","51352","49589"
"26.01.2018 02:45 - 26.01.2018 03:00","51390","49711"
"26.01.2018 03:00 - 26.01.2018 03:15","51473","49728"
"26.01.2018 03:15 - 26.01.2018 03:30","51507","49676"
"26.01.2018 03:30 - 26.01.2018 03:45","51702","50090"
"26.01.2018 03:45 - 26.01.2018 04:00","51841","50196"
"26.01.2018 04:00 - 26.01.2018 04:15","52383","51007"
"26.01.2018 04:15 - 26.01.2018 04:30","52641","51260"
"26.01.2018 04:30 - 26.01.2018 04:45","53131","51925"
"26.01.2018 04:45 - 26.01.2018 05:00","53691","52019"
"26.01.2018 05:00 - 26.01.2018 05:15","54654","53675"
"26.01.2018 05:15 - 26.01.2018 05:30","55299","54069"
"26.01.2018 05:30 - 26.01.2018 05:45","56342","55021"
"26.01.2018 05:45 - 26.01.2018 06:00","57702","56724"
"26.01.2018 06:00 - 26.01.2018 06:15","60282","59467"
"26.01.2018 06:15 - 26.01.2018 06:30","62540","61740"
"26.01.2018 06:30 - 26.01.2018 06:45","64239","63438"
"26.01.2018 06:45 - 26.01.2018 07:00","65985","65430"
"26.01.2018 07:00 - 26.01.2018 07:15","67780","67415"
"26.01.2018 07:15 - 26.01.2018 07:30","69078","68783"
