"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"26.05.2018 12:45 - 26.05.2018 13:00","54717","56697"
"26.05.2018 13:00 - 26.05.2018 13:15","53714","56018"
"26.05.2018 13:15 - 26.05.2018 13:30","53581","55674"
"26.05.2018 13:30 - 26.05.2018 13:45","53141","55121"
"26.05.2018 13:45 - 26.05.2018 14:00","52788","54268"
"26.05.2018 14:00 - 26.05.2018 14:15","52324","53975"
"26.05.2018 14:15 - 26.05.2018 14:30","51794","53713"
"26.05.2018 14:30 - 26.05.2018 14:45","51682","53721"
"26.05.2018 14:45 - 26.05.2018 15:00","51967","53350"
"26.05.2018 15:00 - 26.05.2018 15:15","52438","53021"
"26.05.2018 15:15 - 26.05.2018 15:30","51610","52898"
"26.05.2018 15:30 - 26.05.2018 15:45","51533","52571"
"26.05.2018 15:45 - 26.05.2018 16:00","51306","52472"
"26.05.2018 16:00 - 26.05.2018 16:15","51520","52274"
"26.05.2018 16:15 - 26.05.2018 16:30","51827","52253"
"26.05.2018 16:30 - 26.05.2018 16:45","51867","52221"
"26.05.2018 16:45 - 26.05.2018 17:00","51204","52123"
"26.05.2018 17:00 - 26.05.2018 17:15","51741","52784"
"26.05.2018 17:15 - 26.05.2018 17:30","51829","52645"
"26.05.2018 17:30 - 26.05.2018 17:45","51944","52600"
"26.05.2018 17:45 - 26.05.2018 18:00","52195","52612"
"26.05.2018 18:00 - 26.05.2018 18:15","52323","52746"
"26.05.2018 18:15 - 26.05.2018 18:30","52417","52415"
"26.05.2018 18:30 - 26.05.2018 18:45","52578","52606"
"26.05.2018 18:45 - 26.05.2018 19:00","52174","52519"
"26.05.2018 19:00 - 26.05.2018 19:15","52331","52510"
"26.05.2018 19:15 - 26.05.2018 19:30","52214","52093"
"26.05.2018 19:30 - 26.05.2018 19:45","51972","52041"
"26.05.2018 19:45 - 26.05.2018 20:00","50691","51661"
"26.05.2018 20:00 - 26.05.2018 20:15","51059","51596"
"26.05.2018 20:15 - 26.05.2018 20:30","50408","51057"
"26.05.2018 20:30 - 26.05.2018 20:45","49449","50564"
"26.05.2018 20:45 - 26.05.2018 21:00","49317","50102"
"26.05.2018 21:00 - 26.05.2018 21:15","48542","49501"
"26.05.2018 21:15 - 26.05.2018 21:30","48516","48987"
"26.05.2018 21:30 - 26.05.2018 21:45","48771","48982"
"26.05.2018 21:45 - 26.05.2018 22:00","48826","48915"
"26.05.2018 22:00 - 26.05.2018 22:15","48932","48603"
"26.05.2018 22:15 - 26.05.2018 22:30","47475","48219"
"26.05.2018 22:30 - 26.05.2018 22:45","47209","47372"
"26.05.2018 22:45 - 26.05.2018 23:00","46014","46990"
"26.05.2018 23:00 - 26.05.2018 23:15","45303","45925"
"26.05.2018 23:15 - 26.05.2018 23:30","44294","45187"
"26.05.2018 23:30 - 26.05.2018 23:45","43159","44174"
"26.05.2018 23:45 - 27.05.2018 00:00","42548","43649"
"27.05.2018 00:00 - 27.05.2018 00:15","40684","42746"
"27.05.2018 00:15 - 27.05.2018 00:30","40132","42187"
"27.05.2018 00:30 - 27.05.2018 00:45","39582","41480"
"27.05.2018 00:45 - 27.05.2018 01:00","39089","41355"
"27.05.2018 01:00 - 27.05.2018 01:15","38453","40441"
"27.05.2018 01:15 - 27.05.2018 01:30","38047","39829"
"27.05.2018 01:30 - 27.05.2018 01:45","37732","39500"
"27.05.2018 01:45 - 27.05.2018 02:00","37427","39190"
"27.05.2018 02:00 - 27.05.2018 02:15","37088","38804"
"27.05.2018 02:15 - 27.05.2018 02:30","36890","38421"
"27.05.2018 02:30 - 27.05.2018 02:45","36736","38440"
"27.05.2018 02:45 - 27.05.2018 03:00","36700","38560"
"27.05.2018 03:00 - 27.05.2018 03:15","36652","38377"
"27.05.2018 03:15 - 27.05.2018 03:30","36588","38101"
"27.05.2018 03:30 - 27.05.2018 03:45","36505","37982"
"27.05.2018 03:45 - 27.05.2018 04:00","36460","37633"
"27.05.2018 04:00 - 27.05.2018 04:15","36536","37695"
"27.05.2018 04:15 - 27.05.2018 04:30","36637","37471"
"27.05.2018 04:30 - 27.05.2018 04:45","36624","37832"
"27.05.2018 04:45 - 27.05.2018 05:00","36657","37631"
"27.05.2018 05:00 - 27.05.2018 05:15","36717","37465"
"27.05.2018 05:15 - 27.05.2018 05:30","36450","37159"
"27.05.2018 05:30 - 27.05.2018 05:45","36440","36889"
"27.05.2018 05:45 - 27.05.2018 06:00","36479","36989"
"27.05.2018 06:00 - 27.05.2018 06:15","36556","37807"
"27.05.2018 06:15 - 27.05.2018 06:30","36780","38165"
"27.05.2018 06:30 - 27.05.2018 06:45","37351","38475"
"27.05.2018 06:45 - 27.05.2018 07:00","37781","39145"
"27.05.2018 07:00 - 27.05.2018 07:15","38403","39775"
"27.05.2018 07:15 - 27.05.2018 07:30","39189","40433"
"27.05.2018 07:30 - 27.05.2018 07:45","40229","41389"
"27.05.2018 07:45 - 27.05.2018 08:00","41151","42363"
"27.05.2018 08:00 - 27.05.2018 08:15","42099","43184"
"27.05.2018 08:15 - 27.05.2018 08:30","42953","44273"
"27.05.2018 08:30 - 27.05.2018 08:45","43940","45257"
"27.05.2018 08:45 - 27.05.2018 09:00","44563","45801"
"27.05.2018 09:00 - 27.05.2018 09:15","45418","46522"
"27.05.2018 09:15 - 27.05.2018 09:30","46170","47199"
"27.05.2018 09:30 - 27.05.2018 09:45","46912","47924"
"27.05.2018 09:45 - 27.05.2018 10:00","47354","48540"
"27.05.2018 10:00 - 27.05.2018 10:15","48043","48802"
"27.05.2018 10:15 - 27.05.2018 10:30","48695","49073"
"27.05.2018 10:30 - 27.05.2018 10:45","49075","49388"
"27.05.2018 10:45 - 27.05.2018 11:00","49557","49874"
"27.05.2018 11:00 - 27.05.2018 11:15","50066","50429"
"27.05.2018 11:15 - 27.05.2018 11:30","50758","51130"
"27.05.2018 11:30 - 27.05.2018 11:45","51401","51450"
"27.05.2018 11:45 - 27.05.2018 12:00","50822","51509"
"27.05.2018 12:00 - 27.05.2018 12:15","50928","51451"
"27.05.2018 12:15 - 27.05.2018 12:30","50758","51156"
"27.05.2018 12:30 - 27.05.2018 12:45","50131","50908"
"27.05.2018 12:45 - 27.05.2018 13:00","49853","50361"
"27.05.2018 13:00 - 27.05.2018 13:15","48899","50176"
"27.05.2018 13:15 - 27.05.2018 13:30","48813","49732"
"27.05.2018 13:30 - 27.05.2018 13:45","48406","49288"
"27.05.2018 13:45 - 27.05.2018 14:00","47790","48941"
"27.05.2018 14:00 - 27.05.2018 14:15","47548","48868"
"27.05.2018 14:15 - 27.05.2018 14:30","47015","49203"
"27.05.2018 14:30 - 27.05.2018 14:45","46807","48959"
"27.05.2018 14:45 - 27.05.2018 15:00","47360","48901"
"27.05.2018 15:00 - 27.05.2018 15:15","47409","48659"
"27.05.2018 15:15 - 27.05.2018 15:30","46518","48342"
"27.05.2018 15:30 - 27.05.2018 15:45","46500","48116"
"27.05.2018 15:45 - 27.05.2018 16:00","46502","47946"
"27.05.2018 16:00 - 27.05.2018 16:15","46689","48078"
"27.05.2018 16:15 - 27.05.2018 16:30","47017","47848"
"27.05.2018 16:30 - 27.05.2018 16:45","47067","47900"
"27.05.2018 16:45 - 27.05.2018 17:00","46756","48028"
"27.05.2018 17:00 - 27.05.2018 17:15","47390","48632"
"27.05.2018 17:15 - 27.05.2018 17:30","47521","49081"
"27.05.2018 17:30 - 27.05.2018 17:45","48121","49434"
"27.05.2018 17:45 - 27.05.2018 18:00","47967","49652"
"27.05.2018 18:00 - 27.05.2018 18:15","48190","50399"
"27.05.2018 18:15 - 27.05.2018 18:30","48575","50771"
"27.05.2018 18:30 - 27.05.2018 18:45","48856","50397"
"27.05.2018 18:45 - 27.05.2018 19:00","48950","50589"
"27.05.2018 19:00 - 27.05.2018 19:15","49150","50676"
"27.05.2018 19:15 - 27.05.2018 19:30","48994","50809"
"27.05.2018 19:30 - 27.05.2018 19:45","48730","50871"
"27.05.2018 19:45 - 27.05.2018 20:00","47986","50937"
"27.05.2018 20:00 - 27.05.2018 20:15","48461","51170"
"27.05.2018 20:15 - 27.05.2018 20:30","48240","51233"
"27.05.2018 20:30 - 27.05.2018 20:45","47203","50626"
"27.05.2018 20:45 - 27.05.2018 21:00","47094","50349"
"27.05.2018 21:00 - 27.05.2018 21:15","46614","50156"
"27.05.2018 21:15 - 27.05.2018 21:30","46725","50564"
"27.05.2018 21:30 - 27.05.2018 21:45","47007","50828"
"27.05.2018 21:45 - 27.05.2018 22:00","47350","51152"
"27.05.2018 22:00 - 27.05.2018 22:15","47790","51225"
"27.05.2018 22:15 - 27.05.2018 22:30","47164","50812"
"27.05.2018 22:30 - 27.05.2018 22:45","46548","50234"
"27.05.2018 22:45 - 27.05.2018 23:00","45427","49322"
"27.05.2018 23:00 - 27.05.2018 23:15","44310","48345"
"27.05.2018 23:15 - 27.05.2018 23:30","43539","47584"
"27.05.2018 23:30 - 27.05.2018 23:45","42853","46751"
"27.05.2018 23:45 - 28.05.2018 00:00","42070","46383"
"28.05.2018 00:00 - 28.05.2018 00:15","42196","45461"
"28.05.2018 00:15 - 28.05.2018 00:30","41484","44786"
"28.05.2018 00:30 - 28.05.2018 00:45","41116","44486"
"28.05.2018 00:45 - 28.05.2018 01:00","40807","44067"
"28.05.2018 01:00 - 28.05.2018 01:15","40395","43573"
"28.05.2018 01:15 - 28.05.2018 01:30","39890","43068"
"28.05.2018 01:30 - 28.05.2018 01:45","39865","42873"
"28.05.2018 01:45 - 28.05.2018 02:00","39491","42579"
"28.05.2018 02:00 - 28.05.2018 02:15","39354","42437"
"28.05.2018 02:15 - 28.05.2018 02:30","39223","42231"
"28.05.2018 02:30 - 28.05.2018 02:45","39365","42362"
"28.05.2018 02:45 - 28.05.2018 03:00","39300","42634"
"28.05.2018 03:00 - 28.05.2018 03:15","39412","42893"
"28.05.2018 03:15 - 28.05.2018 03:30","39325","43011"
"28.05.2018 03:30 - 28.05.2018 03:45","39467","43203"
"28.05.2018 03:45 - 28.05.2018 04:00","39681","43197"
"28.05.2018 04:00 - 28.05.2018 04:15","40372","43803"
"28.05.2018 04:15 - 28.05.2018 04:30","40564","44079"
"28.05.2018 04:30 - 28.05.2018 04:45","41155","44322"
"28.05.2018 04:45 - 28.05.2018 05:00","41786","44854"
"28.05.2018 05:00 - 28.05.2018 05:15","43097","46039"
"28.05.2018 05:15 - 28.05.2018 05:30","43818","46656"
"28.05.2018 05:30 - 28.05.2018 05:45","45073","47585"
"28.05.2018 05:45 - 28.05.2018 06:00","46860","49013"
"28.05.2018 06:00 - 28.05.2018 06:15","49870","52490"
"28.05.2018 06:15 - 28.05.2018 06:30","52552","54851"
"28.05.2018 06:30 - 28.05.2018 06:45","54389","56442"
"28.05.2018 06:45 - 28.05.2018 07:00","56054","58186"
"28.05.2018 07:00 - 28.05.2018 07:15","57699","60002"
"28.05.2018 07:15 - 28.05.2018 07:30","59010","61360"
"28.05.2018 07:30 - 28.05.2018 07:45","59903","62583"
"28.05.2018 07:45 - 28.05.2018 08:00","60763","63477"
"28.05.2018 08:00 - 28.05.2018 08:15","62016","64604"
"28.05.2018 08:15 - 28.05.2018 08:30","62300","65417"
"28.05.2018 08:30 - 28.05.2018 08:45","62515","66075"
"28.05.2018 08:45 - 28.05.2018 09:00","62586","66359"
"28.05.2018 09:00 - 28.05.2018 09:15","62420","66168"
"28.05.2018 09:15 - 28.05.2018 09:30","63184","66736"
"28.05.2018 09:30 - 28.05.2018 09:45","63404","67584"
"28.05.2018 09:45 - 28.05.2018 10:00","63881","67971"
"28.05.2018 10:00 - 28.05.2018 10:15","64049","68331"
"28.05.2018 10:15 - 28.05.2018 10:30","64197","68738"
"28.05.2018 10:30 - 28.05.2018 10:45","64556","69125"
"28.05.2018 10:45 - 28.05.2018 11:00","64865","69524"
"28.05.2018 11:00 - 28.05.2018 11:15","65272","69542"
"28.05.2018 11:15 - 28.05.2018 11:30","65600","69629"
"28.05.2018 11:30 - 28.05.2018 11:45","65840","69860"
"28.05.2018 11:45 - 28.05.2018 12:00","65891","70250"
"28.05.2018 12:00 - 28.05.2018 12:15","65065","69590"
"28.05.2018 12:15 - 28.05.2018 12:30","64581","69617"
"28.05.2018 12:30 - 28.05.2018 12:45","64905","69496"
"28.05.2018 12:45 - 28.05.2018 13:00","64347","69524"
"28.05.2018 13:00 - 28.05.2018 13:15","65038","69287"
"28.05.2018 13:15 - 28.05.2018 13:30","64629","69291"
"28.05.2018 13:30 - 28.05.2018 13:45","64117","68731"
"28.05.2018 13:45 - 28.05.2018 14:00","64132","68527"
"28.05.2018 14:00 - 28.05.2018 14:15","63844","68185"
"28.05.2018 14:15 - 28.05.2018 14:30","63629","68173"
"28.05.2018 14:30 - 28.05.2018 14:45","62877","68129"
"28.05.2018 14:45 - 28.05.2018 15:00","62832","67997"
"28.05.2018 15:00 - 28.05.2018 15:15","62557","67709"
"28.05.2018 15:15 - 28.05.2018 15:30","62659","67323"
"28.05.2018 15:30 - 28.05.2018 15:45","61892","66751"
"28.05.2018 15:45 - 28.05.2018 16:00","61263","66257"
"28.05.2018 16:00 - 28.05.2018 16:15","61214","66301"
"28.05.2018 16:15 - 28.05.2018 16:30","60786","65901"
"28.05.2018 16:30 - 28.05.2018 16:45","59617","65222"
"28.05.2018 16:45 - 28.05.2018 17:00","60584","65263"
"28.05.2018 17:00 - 28.05.2018 17:15","60825","65586"
"28.05.2018 17:15 - 28.05.2018 17:30","60822","65593"
"28.05.2018 17:30 - 28.05.2018 17:45","60517","65500"
"28.05.2018 17:45 - 28.05.2018 18:00","61124","65494"
"28.05.2018 18:00 - 28.05.2018 18:15","60822","65150"
"28.05.2018 18:15 - 28.05.2018 18:30","60202","64921"
"28.05.2018 18:30 - 28.05.2018 18:45","60827","64780"
"28.05.2018 18:45 - 28.05.2018 19:00","60667","65102"
"28.05.2018 19:00 - 28.05.2018 19:15","60326","64950"
"28.05.2018 19:15 - 28.05.2018 19:30","60077","64676"
"28.05.2018 19:30 - 28.05.2018 19:45","59931","64244"
"28.05.2018 19:45 - 28.05.2018 20:00","59702","64067"
"28.05.2018 20:00 - 28.05.2018 20:15","59182","63359"
"28.05.2018 20:15 - 28.05.2018 20:30","57884","62702"
"28.05.2018 20:30 - 28.05.2018 20:45","57517","62196"
"28.05.2018 20:45 - 28.05.2018 21:00","56649","61493"
"28.05.2018 21:00 - 28.05.2018 21:15","56460","60925"
"28.05.2018 21:15 - 28.05.2018 21:30","56096","60542"
"28.05.2018 21:30 - 28.05.2018 21:45","56016","60368"
"28.05.2018 21:45 - 28.05.2018 22:00","54647","59561"
"28.05.2018 22:00 - 28.05.2018 22:15","54084","59032"
"28.05.2018 22:15 - 28.05.2018 22:30","52331","58256"
"28.05.2018 22:30 - 28.05.2018 22:45","51588","56761"
"28.05.2018 22:45 - 28.05.2018 23:00","50518","55687"
"28.05.2018 23:00 - 28.05.2018 23:15","49936","54326"
"28.05.2018 23:15 - 28.05.2018 23:30","48890","53146"
"28.05.2018 23:30 - 28.05.2018 23:45","47614","52331"
"28.05.2018 23:45 - 29.05.2018 00:00","46934","51457"
"29.05.2018 00:00 - 29.05.2018 00:15","46500","50234"
"29.05.2018 00:15 - 29.05.2018 00:30","45995","49546"
"29.05.2018 00:30 - 29.05.2018 00:45","45445","48668"
"29.05.2018 00:45 - 29.05.2018 01:00","45034","48209"
"29.05.2018 01:00 - 29.05.2018 01:15","44542","47900"
"29.05.2018 01:15 - 29.05.2018 01:30","44249","47496"
"29.05.2018 01:30 - 29.05.2018 01:45","43816","47097"
"29.05.2018 01:45 - 29.05.2018 02:00","43536","46751"
"29.05.2018 02:00 - 29.05.2018 02:15","43129","46584"
"29.05.2018 02:15 - 29.05.2018 02:30","43015","46264"
"29.05.2018 02:30 - 29.05.2018 02:45","43033","46165"
"29.05.2018 02:45 - 29.05.2018 03:00","43139","46258"
"29.05.2018 03:00 - 29.05.2018 03:15","43189","46386"
"29.05.2018 03:15 - 29.05.2018 03:30","43259","46351"
"29.05.2018 03:30 - 29.05.2018 03:45","43330","46470"
"29.05.2018 03:45 - 29.05.2018 04:00","43221","46306"
"29.05.2018 04:00 - 29.05.2018 04:15","43769","46637"
"29.05.2018 04:15 - 29.05.2018 04:30","44155","47234"
"29.05.2018 04:30 - 29.05.2018 04:45","44595","47792"
"29.05.2018 04:45 - 29.05.2018 05:00","45128","48021"
"29.05.2018 05:00 - 29.05.2018 05:15","46026","48772"
"29.05.2018 05:15 - 29.05.2018 05:30","46442","49053"
"29.05.2018 05:30 - 29.05.2018 05:45","47292","50381"
"29.05.2018 05:45 - 29.05.2018 06:00","48532","51596"
"29.05.2018 06:00 - 29.05.2018 06:15","51559","54890"
"29.05.2018 06:15 - 29.05.2018 06:30","53823","56961"
"29.05.2018 06:30 - 29.05.2018 06:45","55488","58253"
"29.05.2018 06:45 - 29.05.2018 07:00","56846","59885"
"29.05.2018 07:00 - 29.05.2018 07:15","58671","62005"
"29.05.2018 07:15 - 29.05.2018 07:30","59653","63172"
"29.05.2018 07:30 - 29.05.2018 07:45","60700","64241"
"29.05.2018 07:45 - 29.05.2018 08:00","61301","65143"
"29.05.2018 08:00 - 29.05.2018 08:15","62378","66202"
"29.05.2018 08:15 - 29.05.2018 08:30","62886","66750"
"29.05.2018 08:30 - 29.05.2018 08:45","63117","67185"
"29.05.2018 08:45 - 29.05.2018 09:00","63260","67473"
"29.05.2018 09:00 - 29.05.2018 09:15","63055","67471"
"29.05.2018 09:15 - 29.05.2018 09:30","63528","67743"
"29.05.2018 09:30 - 29.05.2018 09:45","64052","68637"
"29.05.2018 09:45 - 29.05.2018 10:00","64368","68770"
"29.05.2018 10:00 - 29.05.2018 10:15","64582","69094"
"29.05.2018 10:15 - 29.05.2018 10:30","64906","69322"
"29.05.2018 10:30 - 29.05.2018 10:45","65136","69795"
"29.05.2018 10:45 - 29.05.2018 11:00","65500","70065"
"29.05.2018 11:00 - 29.05.2018 11:15","65761","70468"
"29.05.2018 11:15 - 29.05.2018 11:30","66184","70862"
"29.05.2018 11:30 - 29.05.2018 11:45","66441","71186"
"29.05.2018 11:45 - 29.05.2018 12:00","65869","71402"
"29.05.2018 12:00 - 29.05.2018 12:15","65959","70938"
"29.05.2018 12:15 - 29.05.2018 12:30","66015","70732"
"29.05.2018 12:30 - 29.05.2018 12:45","66036","70797"
"29.05.2018 12:45 - 29.05.2018 13:00","66093","70906"
"29.05.2018 13:00 - 29.05.2018 13:15","66009","70634"
"29.05.2018 13:15 - 29.05.2018 13:30","65864","70366"
"29.05.2018 13:30 - 29.05.2018 13:45","65690","70112"
"29.05.2018 13:45 - 29.05.2018 14:00","65105","69768"
"29.05.2018 14:00 - 29.05.2018 14:15","64939","69676"
"29.05.2018 14:15 - 29.05.2018 14:30","64820","69712"
"29.05.2018 14:30 - 29.05.2018 14:45","64552","69762"
"29.05.2018 14:45 - 29.05.2018 15:00","64914","69565"
"29.05.2018 15:00 - 29.05.2018 15:15","65145","69294"
"29.05.2018 15:15 - 29.05.2018 15:30","64403","68808"
"29.05.2018 15:30 - 29.05.2018 15:45","63942","68677"
"29.05.2018 15:45 - 29.05.2018 16:00","63411","68290"
"29.05.2018 16:00 - 29.05.2018 16:15","63206","68022"
"29.05.2018 16:15 - 29.05.2018 16:30","63156","67551"
"29.05.2018 16:30 - 29.05.2018 16:45","62868","67134"
"29.05.2018 16:45 - 29.05.2018 17:00","62254","67115"
"29.05.2018 17:00 - 29.05.2018 17:15","62162","67134"
"29.05.2018 17:15 - 29.05.2018 17:30","62141","67197"
"29.05.2018 17:30 - 29.05.2018 17:45","62196","67163"
"29.05.2018 17:45 - 29.05.2018 18:00","62277","66927"
"29.05.2018 18:00 - 29.05.2018 18:15","61964","66389"
"29.05.2018 18:15 - 29.05.2018 18:30","61891","66417"
"29.05.2018 18:30 - 29.05.2018 18:45","62245","66432"
"29.05.2018 18:45 - 29.05.2018 19:00","62273","66457"
"29.05.2018 19:00 - 29.05.2018 19:15","62162","65985"
"29.05.2018 19:15 - 29.05.2018 19:30","61680","65428"
"29.05.2018 19:30 - 29.05.2018 19:45","61249","65178"
"29.05.2018 19:45 - 29.05.2018 20:00","60568","65150"
"29.05.2018 20:00 - 29.05.2018 20:15","59944","64259"
"29.05.2018 20:15 - 29.05.2018 20:30","59148","63352"
"29.05.2018 20:30 - 29.05.2018 20:45","58203","62572"
"29.05.2018 20:45 - 29.05.2018 21:00","57620","62034"
"29.05.2018 21:00 - 29.05.2018 21:15","56899","61708"
"29.05.2018 21:15 - 29.05.2018 21:30","56761","61220"
"29.05.2018 21:30 - 29.05.2018 21:45","56316","60676"
"29.05.2018 21:45 - 29.05.2018 22:00","55859","60051"
"29.05.2018 22:00 - 29.05.2018 22:15","55577","59335"
"29.05.2018 22:15 - 29.05.2018 22:30","54348","58489"
"29.05.2018 22:30 - 29.05.2018 22:45","53351","57448"
"29.05.2018 22:45 - 29.05.2018 23:00","52047","56682"
"29.05.2018 23:00 - 29.05.2018 23:15","50706","54971"
"29.05.2018 23:15 - 29.05.2018 23:30","49619","53909"
"29.05.2018 23:30 - 29.05.2018 23:45","48614","52773"
"29.05.2018 23:45 - 30.05.2018 00:00","47953","51917"
"30.05.2018 00:00 - 30.05.2018 00:15","48118","50970"
"30.05.2018 00:15 - 30.05.2018 00:30","47523","49735"
"30.05.2018 00:30 - 30.05.2018 00:45","47016","49206"
"30.05.2018 00:45 - 30.05.2018 01:00","46436","48744"
"30.05.2018 01:00 - 30.05.2018 01:15","45974","48208"
"30.05.2018 01:15 - 30.05.2018 01:30","45492","47749"
"30.05.2018 01:30 - 30.05.2018 01:45","45224","47248"
"30.05.2018 01:45 - 30.05.2018 02:00","44834","47081"
"30.05.2018 02:00 - 30.05.2018 02:15","44373","46601"
"30.05.2018 02:15 - 30.05.2018 02:30","44327","46459"
"30.05.2018 02:30 - 30.05.2018 02:45","44287","46532"
"30.05.2018 02:45 - 30.05.2018 03:00","44332","46382"
"30.05.2018 03:00 - 30.05.2018 03:15","44366","46398"
"30.05.2018 03:15 - 30.05.2018 03:30","44445","46334"
"30.05.2018 03:30 - 30.05.2018 03:45","44583","46247"
"30.05.2018 03:45 - 30.05.2018 04:00","44566","46150"
"30.05.2018 04:00 - 30.05.2018 04:15","44867","46588"
"30.05.2018 04:15 - 30.05.2018 04:30","45203","46733"
"30.05.2018 04:30 - 30.05.2018 04:45","45604","47068"
"30.05.2018 04:45 - 30.05.2018 05:00","46048","47358"
"30.05.2018 05:00 - 30.05.2018 05:15","47002","48227"
"30.05.2018 05:15 - 30.05.2018 05:30","47332","48903"
"30.05.2018 05:30 - 30.05.2018 05:45","48065","50176"
"30.05.2018 05:45 - 30.05.2018 06:00","49269","51210"
"30.05.2018 06:00 - 30.05.2018 06:15","52236","54391"
"30.05.2018 06:15 - 30.05.2018 06:30","54336","56328"
"30.05.2018 06:30 - 30.05.2018 06:45","56068","58160"
"30.05.2018 06:45 - 30.05.2018 07:00","57573","59680"
"30.05.2018 07:00 - 30.05.2018 07:15","59179","61506"
"30.05.2018 07:15 - 30.05.2018 07:30","60116","62824"
"30.05.2018 07:30 - 30.05.2018 07:45","61110","64100"
"30.05.2018 07:45 - 30.05.2018 08:00","61804","64542"
"30.05.2018 08:00 - 30.05.2018 08:15","62840","65513"
"30.05.2018 08:15 - 30.05.2018 08:30","63341","66059"
"30.05.2018 08:30 - 30.05.2018 08:45","63828","66288"
"30.05.2018 08:45 - 30.05.2018 09:00","64088","66474"
"30.05.2018 09:00 - 30.05.2018 09:15","63947","66406"
"30.05.2018 09:15 - 30.05.2018 09:30","64450","66513"
"30.05.2018 09:30 - 30.05.2018 09:45","64991","66934"
"30.05.2018 09:45 - 30.05.2018 10:00","65135","67374"
"30.05.2018 10:00 - 30.05.2018 10:15","65351","67585"
"30.05.2018 10:15 - 30.05.2018 10:30","65621","67771"
"30.05.2018 10:30 - 30.05.2018 10:45","65967","68334"
"30.05.2018 10:45 - 30.05.2018 11:00","66148","68728"
"30.05.2018 11:00 - 30.05.2018 11:15","66493","68978"
"30.05.2018 11:15 - 30.05.2018 11:30","66761","69206"
"30.05.2018 11:30 - 30.05.2018 11:45","66912","69476"
"30.05.2018 11:45 - 30.05.2018 12:00","66337","69575"
"30.05.2018 12:00 - 30.05.2018 12:15","66232","68884"
"30.05.2018 12:15 - 30.05.2018 12:30","66151","68740"
"30.05.2018 12:30 - 30.05.2018 12:45","65903","68856"
"30.05.2018 12:45 - 30.05.2018 13:00","65825","69089"
"30.05.2018 13:00 - 30.05.2018 13:15","65448","69057"
"30.05.2018 13:15 - 30.05.2018 13:30","65417","68884"
"30.05.2018 13:30 - 30.05.2018 13:45","64896","68613"
"30.05.2018 13:45 - 30.05.2018 14:00","64476","67980"
"30.05.2018 14:00 - 30.05.2018 14:15","64159","67452"
"30.05.2018 14:15 - 30.05.2018 14:30","63937","67493"
"30.05.2018 14:30 - 30.05.2018 14:45","63865","66968"
"30.05.2018 14:45 - 30.05.2018 15:00","64123","66835"
"30.05.2018 15:00 - 30.05.2018 15:15","64158","66915"
"30.05.2018 15:15 - 30.05.2018 15:30","63420","66545"
"30.05.2018 15:30 - 30.05.2018 15:45","63130","66496"
"30.05.2018 15:45 - 30.05.2018 16:00","62691","65955"
"30.05.2018 16:00 - 30.05.2018 16:15","62576","65753"
"30.05.2018 16:15 - 30.05.2018 16:30","62471","65376"
"30.05.2018 16:30 - 30.05.2018 16:45","62379","65025"
"30.05.2018 16:45 - 30.05.2018 17:00","61876","65074"
"30.05.2018 17:00 - 30.05.2018 17:15","61784","65187"
"30.05.2018 17:15 - 30.05.2018 17:30","61641","64920"
"30.05.2018 17:30 - 30.05.2018 17:45","61713","64699"
"30.05.2018 17:45 - 30.05.2018 18:00","61642","64531"
"30.05.2018 18:00 - 30.05.2018 18:15","61132","64441"
"30.05.2018 18:15 - 30.05.2018 18:30","61021","64310"
"30.05.2018 18:30 - 30.05.2018 18:45","61130","64336"
"30.05.2018 18:45 - 30.05.2018 19:00","61100","64305"
"30.05.2018 19:00 - 30.05.2018 19:15","61008","64099"
"30.05.2018 19:15 - 30.05.2018 19:30","60442","63538"
"30.05.2018 19:30 - 30.05.2018 19:45","60132","63271"
"30.05.2018 19:45 - 30.05.2018 20:00","59621","62808"
"30.05.2018 20:00 - 30.05.2018 20:15","59066","62313"
"30.05.2018 20:15 - 30.05.2018 20:30","58297","61288"
"30.05.2018 20:30 - 30.05.2018 20:45","57530","60821"
"30.05.2018 20:45 - 30.05.2018 21:00","56880","60221"
"30.05.2018 21:00 - 30.05.2018 21:15","56156","59590"
"30.05.2018 21:15 - 30.05.2018 21:30","56126","58857"
"30.05.2018 21:30 - 30.05.2018 21:45","55727","58311"
"30.05.2018 21:45 - 30.05.2018 22:00","55239","57691"
"30.05.2018 22:00 - 30.05.2018 22:15","55169","57088"
"30.05.2018 22:15 - 30.05.2018 22:30","54003","56155"
"30.05.2018 22:30 - 30.05.2018 22:45","52927","55223"
"30.05.2018 22:45 - 30.05.2018 23:00","51639","54287"
"30.05.2018 23:00 - 30.05.2018 23:15","50386","53045"
"30.05.2018 23:15 - 30.05.2018 23:30","49365","51955"
"30.05.2018 23:30 - 30.05.2018 23:45","48455","51025"
"30.05.2018 23:45 - 31.05.2018 00:00","47850","50242"
"31.05.2018 00:00 - 31.05.2018 00:15","46428","48697"
"31.05.2018 00:15 - 31.05.2018 00:30","45880","48181"
"31.05.2018 00:30 - 31.05.2018 00:45","45456","47480"
"31.05.2018 00:45 - 31.05.2018 01:00","44947","47009"
"31.05.2018 01:00 - 31.05.2018 01:15","44475","46460"
"31.05.2018 01:15 - 31.05.2018 01:30","43711","45892"
