"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"05.07.2020 13:45 - 05.07.2020 14:00","47131","51880"
"05.07.2020 14:00 - 05.07.2020 14:15","46599","51601"
"05.07.2020 14:15 - 05.07.2020 14:30","46177","51050"
"05.07.2020 14:30 - 05.07.2020 14:45","46132","51290"
"05.07.2020 14:45 - 05.07.2020 15:00","45990","50852"
"05.07.2020 15:00 - 05.07.2020 15:15","45768","50415"
"05.07.2020 15:15 - 05.07.2020 15:30","45269","50427"
"05.07.2020 15:30 - 05.07.2020 15:45","45236","49945"
"05.07.2020 15:45 - 05.07.2020 16:00","45226","49882"
"05.07.2020 16:00 - 05.07.2020 16:15","45454","49088"
"05.07.2020 16:15 - 05.07.2020 16:30","45219","49178"
"05.07.2020 16:30 - 05.07.2020 16:45","45191","49166"
"05.07.2020 16:45 - 05.07.2020 17:00","45163","49284"
"05.07.2020 17:00 - 05.07.2020 17:15","45958","49625"
"05.07.2020 17:15 - 05.07.2020 17:30","45974","49642"
"05.07.2020 17:30 - 05.07.2020 17:45","46147","50003"
"05.07.2020 17:45 - 05.07.2020 18:00","46380","50313"
"05.07.2020 18:00 - 05.07.2020 18:15","47314","49349"
"05.07.2020 18:15 - 05.07.2020 18:30","47158","50060"
"05.07.2020 18:30 - 05.07.2020 18:45","47060","49818"
"05.07.2020 18:45 - 05.07.2020 19:00","47060","50048"
"05.07.2020 19:00 - 05.07.2020 19:15","47443","49716"
"05.07.2020 19:15 - 05.07.2020 19:30","47000","49319"
"05.07.2020 19:30 - 05.07.2020 19:45","46906","49136"
"05.07.2020 19:45 - 05.07.2020 20:00","46635","49012"
"05.07.2020 20:00 - 05.07.2020 20:15","46403","48857"
"05.07.2020 20:15 - 05.07.2020 20:30","45881","48526"
"05.07.2020 20:30 - 05.07.2020 20:45","45359","48287"
"05.07.2020 20:45 - 05.07.2020 21:00","44631","48141"
"05.07.2020 21:00 - 05.07.2020 21:15","43092","48034"
"05.07.2020 21:15 - 05.07.2020 21:30","44109","47729"
"05.07.2020 21:30 - 05.07.2020 21:45","44272","47449"
"05.07.2020 21:45 - 05.07.2020 22:00","44762","47570"
"05.07.2020 22:00 - 05.07.2020 22:15","45136","48168"
"05.07.2020 22:15 - 05.07.2020 22:30","44460","48020"
"05.07.2020 22:30 - 05.07.2020 22:45","43807","47406"
"05.07.2020 22:45 - 05.07.2020 23:00","43245","46723"
"05.07.2020 23:00 - 05.07.2020 23:15","42228","45939"
"05.07.2020 23:15 - 05.07.2020 23:30","41359","45279"
"05.07.2020 23:30 - 05.07.2020 23:45","40712","44875"
"05.07.2020 23:45 - 06.07.2020 00:00","40522","44368"
"06.07.2020 00:00 - 06.07.2020 00:15","39196","43345"
"06.07.2020 00:15 - 06.07.2020 00:30","38650","43011"
"06.07.2020 00:30 - 06.07.2020 00:45","38168","43034"
"06.07.2020 00:45 - 06.07.2020 01:00","37861","42802"
"06.07.2020 01:00 - 06.07.2020 01:15","37167","42103"
"06.07.2020 01:15 - 06.07.2020 01:30","36902","41843"
"06.07.2020 01:30 - 06.07.2020 01:45","36749","41872"
"06.07.2020 01:45 - 06.07.2020 02:00","36522","41679"
"06.07.2020 02:00 - 06.07.2020 02:15","36253","41138"
"06.07.2020 02:15 - 06.07.2020 02:30","36232","41201"
"06.07.2020 02:30 - 06.07.2020 02:45","36124","40898"
"06.07.2020 02:45 - 06.07.2020 03:00","36107","40907"
"06.07.2020 03:00 - 06.07.2020 03:15","36175","40828"
"06.07.2020 03:15 - 06.07.2020 03:30","36382","40844"
"06.07.2020 03:30 - 06.07.2020 03:45","36443","40724"
"06.07.2020 03:45 - 06.07.2020 04:00","36554","40804"
"06.07.2020 04:00 - 06.07.2020 04:15","37043","41009"
"06.07.2020 04:15 - 06.07.2020 04:30","37421","41165"
"06.07.2020 04:30 - 06.07.2020 04:45","37947","41330"
"06.07.2020 04:45 - 06.07.2020 05:00","38672","41817"
"06.07.2020 05:00 - 06.07.2020 05:15","39932","43035"
"06.07.2020 05:15 - 06.07.2020 05:30","40395","43399"
"06.07.2020 05:30 - 06.07.2020 05:45","41488","43930"
"06.07.2020 05:45 - 06.07.2020 06:00","43171","45209"
"06.07.2020 06:00 - 06.07.2020 06:15","46127","48555"
"06.07.2020 06:15 - 06.07.2020 06:30","48255","49980"
"06.07.2020 06:30 - 06.07.2020 06:45","49804","51146"
"06.07.2020 06:45 - 06.07.2020 07:00","51557","52430"
"06.07.2020 07:00 - 06.07.2020 07:15","53902","54543"
"06.07.2020 07:15 - 06.07.2020 07:30","54997","55887"
"06.07.2020 07:30 - 06.07.2020 07:45","55978","57147"
"06.07.2020 07:45 - 06.07.2020 08:00","56634","58194"
"06.07.2020 08:00 - 06.07.2020 08:15","57848","60033"
"06.07.2020 08:15 - 06.07.2020 08:30","58485","61461"
"06.07.2020 08:30 - 06.07.2020 08:45","58691","62327"
"06.07.2020 08:45 - 06.07.2020 09:00","59395","63401"
"06.07.2020 09:00 - 06.07.2020 09:15","59355","63472"
"06.07.2020 09:15 - 06.07.2020 09:30","59968","64385"
"06.07.2020 09:30 - 06.07.2020 09:45","60576","65165"
"06.07.2020 09:45 - 06.07.2020 10:00","61236","65719"
"06.07.2020 10:00 - 06.07.2020 10:15","61470","65482"
"06.07.2020 10:15 - 06.07.2020 10:30","61731","65910"
"06.07.2020 10:30 - 06.07.2020 10:45","62274","65880"
"06.07.2020 10:45 - 06.07.2020 11:00","62887","66697"
"06.07.2020 11:00 - 06.07.2020 11:15","63106","66666"
"06.07.2020 11:15 - 06.07.2020 11:30","63413","67030"
"06.07.2020 11:30 - 06.07.2020 11:45","63738","67360"
"06.07.2020 11:45 - 06.07.2020 12:00","63950","67516"
"06.07.2020 12:00 - 06.07.2020 12:15","63498","66931"
"06.07.2020 12:15 - 06.07.2020 12:30","63403","66914"
"06.07.2020 12:30 - 06.07.2020 12:45","63256","67242"
"06.07.2020 12:45 - 06.07.2020 13:00","63371","67120"
"06.07.2020 13:00 - 06.07.2020 13:15","62908","66646"
"06.07.2020 13:15 - 06.07.2020 13:30","62649","66961"
"06.07.2020 13:30 - 06.07.2020 13:45","62227","66415"
"06.07.2020 13:45 - 06.07.2020 14:00","61691","66160"
"06.07.2020 14:00 - 06.07.2020 14:15","61295","65811"
"06.07.2020 14:15 - 06.07.2020 14:30","61226","65657"
"06.07.2020 14:30 - 06.07.2020 14:45","61258","65327"
"06.07.2020 14:45 - 06.07.2020 15:00","60898","65364"
"06.07.2020 15:00 - 06.07.2020 15:15","60750","65223"
"06.07.2020 15:15 - 06.07.2020 15:30","60393","64712"
"06.07.2020 15:30 - 06.07.2020 15:45","60098","64261"
"06.07.2020 15:45 - 06.07.2020 16:00","59516","63957"
"06.07.2020 16:00 - 06.07.2020 16:15","59313","63945"
"06.07.2020 16:15 - 06.07.2020 16:30","59194","63138"
"06.07.2020 16:30 - 06.07.2020 16:45","58865","62797"
"06.07.2020 16:45 - 06.07.2020 17:00","58536","62744"
"06.07.2020 17:00 - 06.07.2020 17:15","58543","63463"
"06.07.2020 17:15 - 06.07.2020 17:30","58459","63074"
"06.07.2020 17:30 - 06.07.2020 17:45","58428","62182"
"06.07.2020 17:45 - 06.07.2020 18:00","58583","61994"
"06.07.2020 18:00 - 06.07.2020 18:15","58500","62249"
"06.07.2020 18:15 - 06.07.2020 18:30","58445","62007"
"06.07.2020 18:30 - 06.07.2020 18:45","58434","62082"
"06.07.2020 18:45 - 06.07.2020 19:00","58357","61689"
"06.07.2020 19:00 - 06.07.2020 19:15","58169","61688"
"06.07.2020 19:15 - 06.07.2020 19:30","57812","61164"
"06.07.2020 19:30 - 06.07.2020 19:45","57269","60701"
"06.07.2020 19:45 - 06.07.2020 20:00","57279","60546"
"06.07.2020 20:00 - 06.07.2020 20:15","56473","59736"
"06.07.2020 20:15 - 06.07.2020 20:30","55504","59050"
"06.07.2020 20:30 - 06.07.2020 20:45","54889","58707"
"06.07.2020 20:45 - 06.07.2020 21:00","53891","58110"
"06.07.2020 21:00 - 06.07.2020 21:15","51962","56991"
"06.07.2020 21:15 - 06.07.2020 21:30","52747","56298"
"06.07.2020 21:30 - 06.07.2020 21:45","52055","55747"
"06.07.2020 21:45 - 06.07.2020 22:00","51922","55497"
"06.07.2020 22:00 - 06.07.2020 22:15","51753","54976"
"06.07.2020 22:15 - 06.07.2020 22:30","50656","54120"
"06.07.2020 22:30 - 06.07.2020 22:45","49535","53298"
"06.07.2020 22:45 - 06.07.2020 23:00","48439","52739"
"06.07.2020 23:00 - 06.07.2020 23:15","47361","51479"
"06.07.2020 23:15 - 06.07.2020 23:30","46323","50465"
"06.07.2020 23:30 - 06.07.2020 23:45","45529","49678"
"06.07.2020 23:45 - 07.07.2020 00:00","45221","49010"
"07.07.2020 00:00 - 07.07.2020 00:15","42910","47870"
"07.07.2020 00:15 - 07.07.2020 00:30","42159","47235"
"07.07.2020 00:30 - 07.07.2020 00:45","41752","47121"
"07.07.2020 00:45 - 07.07.2020 01:00","41322","46775"
"07.07.2020 01:00 - 07.07.2020 01:15","40877","45865"
"07.07.2020 01:15 - 07.07.2020 01:30","40563","45681"
"07.07.2020 01:30 - 07.07.2020 01:45","40154","45192"
"07.07.2020 01:45 - 07.07.2020 02:00","40018","45088"
"07.07.2020 02:00 - 07.07.2020 02:15","39642","44634"
"07.07.2020 02:15 - 07.07.2020 02:30","39597","43973"
"07.07.2020 02:30 - 07.07.2020 02:45","39580","43770"
"07.07.2020 02:45 - 07.07.2020 03:00","39614","43356"
"07.07.2020 03:00 - 07.07.2020 03:15","39810","43552"
"07.07.2020 03:15 - 07.07.2020 03:30","39848","43471"
"07.07.2020 03:30 - 07.07.2020 03:45","39830","43406"
"07.07.2020 03:45 - 07.07.2020 04:00","39925","43046"
"07.07.2020 04:00 - 07.07.2020 04:15","40229","43663"
"07.07.2020 04:15 - 07.07.2020 04:30","40645","43695"
"07.07.2020 04:30 - 07.07.2020 04:45","41226","43887"
"07.07.2020 04:45 - 07.07.2020 05:00","41700","44002"
"07.07.2020 05:00 - 07.07.2020 05:15","42792","45148"
"07.07.2020 05:15 - 07.07.2020 05:30","43283","45455"
"07.07.2020 05:30 - 07.07.2020 05:45","44149","46070"
"07.07.2020 05:45 - 07.07.2020 06:00","45541","46824"
"07.07.2020 06:00 - 07.07.2020 06:15","48284","49728"
"07.07.2020 06:15 - 07.07.2020 06:30","50258","51067"
"07.07.2020 06:30 - 07.07.2020 06:45","51800","52098"
"07.07.2020 06:45 - 07.07.2020 07:00","53425","52939"
"07.07.2020 07:00 - 07.07.2020 07:15","54934","54597"
"07.07.2020 07:15 - 07.07.2020 07:30","56066","55649"
"07.07.2020 07:30 - 07.07.2020 07:45","57114","56809"
"07.07.2020 07:45 - 07.07.2020 08:00","57653","58016"
"07.07.2020 08:00 - 07.07.2020 08:15","58862","59197"
"07.07.2020 08:15 - 07.07.2020 08:30","59471","60363"
"07.07.2020 08:30 - 07.07.2020 08:45","59616","61174"
"07.07.2020 08:45 - 07.07.2020 09:00","60124","61793"
"07.07.2020 09:00 - 07.07.2020 09:15","59985","62132"
"07.07.2020 09:15 - 07.07.2020 09:30","60438","62420"
"07.07.2020 09:30 - 07.07.2020 09:45","61188","63112"
"07.07.2020 09:45 - 07.07.2020 10:00","61776","63728"
"07.07.2020 10:00 - 07.07.2020 10:15","61842","63617"
"07.07.2020 10:15 - 07.07.2020 10:30","61988","64138"
"07.07.2020 10:30 - 07.07.2020 10:45","62370","64673"
"07.07.2020 10:45 - 07.07.2020 11:00","62862","64963"
"07.07.2020 11:00 - 07.07.2020 11:15","63079","64852"
"07.07.2020 11:15 - 07.07.2020 11:30","63525","65412"
"07.07.2020 11:30 - 07.07.2020 11:45","63859","65645"
"07.07.2020 11:45 - 07.07.2020 12:00","63926","65805"
"07.07.2020 12:00 - 07.07.2020 12:15","63447","65583"
"07.07.2020 12:15 - 07.07.2020 12:30","63364","66103"
"07.07.2020 12:30 - 07.07.2020 12:45","63247","66479"
"07.07.2020 12:45 - 07.07.2020 13:00","63265","66377"
"07.07.2020 13:00 - 07.07.2020 13:15","62816","66480"
"07.07.2020 13:15 - 07.07.2020 13:30","62412","66309"
"07.07.2020 13:30 - 07.07.2020 13:45","62023","66129"
"07.07.2020 13:45 - 07.07.2020 14:00","61424","65342"
"07.07.2020 14:00 - 07.07.2020 14:15","61072","64724"
"07.07.2020 14:15 - 07.07.2020 14:30","61025","64387"
"07.07.2020 14:30 - 07.07.2020 14:45","60900","64142"
"07.07.2020 14:45 - 07.07.2020 15:00","60660","63887"
"07.07.2020 15:00 - 07.07.2020 15:15","60424","63723"
"07.07.2020 15:15 - 07.07.2020 15:30","60018","63556"
"07.07.2020 15:30 - 07.07.2020 15:45","59476","63302"
"07.07.2020 15:45 - 07.07.2020 16:00","58979","62710"
"07.07.2020 16:00 - 07.07.2020 16:15","58660","62921"
"07.07.2020 16:15 - 07.07.2020 16:30","58531","62253"
"07.07.2020 16:30 - 07.07.2020 16:45","58232","61488"
"07.07.2020 16:45 - 07.07.2020 17:00","57996","61495"
"07.07.2020 17:00 - 07.07.2020 17:15","58107","61702"
"07.07.2020 17:15 - 07.07.2020 17:30","58150","61317"
"07.07.2020 17:30 - 07.07.2020 17:45","58112","61255"
"07.07.2020 17:45 - 07.07.2020 18:00","58044","61046"
"07.07.2020 18:00 - 07.07.2020 18:15","57756","60996"
"07.07.2020 18:15 - 07.07.2020 18:30","57646","60657"
"07.07.2020 18:30 - 07.07.2020 18:45","57642","60401"
"07.07.2020 18:45 - 07.07.2020 19:00","57476","60097"
"07.07.2020 19:00 - 07.07.2020 19:15","57503","60120"
"07.07.2020 19:15 - 07.07.2020 19:30","57250","59560"
"07.07.2020 19:30 - 07.07.2020 19:45","56683","59159"
"07.07.2020 19:45 - 07.07.2020 20:00","56592","58819"
"07.07.2020 20:00 - 07.07.2020 20:15","55949","58275"
"07.07.2020 20:15 - 07.07.2020 20:30","55130","57671"
"07.07.2020 20:30 - 07.07.2020 20:45","54292","57162"
"07.07.2020 20:45 - 07.07.2020 21:00","53612","56578"
"07.07.2020 21:00 - 07.07.2020 21:15","51827","56177"
"07.07.2020 21:15 - 07.07.2020 21:30","52280","55682"
"07.07.2020 21:30 - 07.07.2020 21:45","51989","54843"
"07.07.2020 21:45 - 07.07.2020 22:00","51821","54758"
"07.07.2020 22:00 - 07.07.2020 22:15","51656","54531"
"07.07.2020 22:15 - 07.07.2020 22:30","50597","53816"
"07.07.2020 22:30 - 07.07.2020 22:45","49462","52450"
"07.07.2020 22:45 - 07.07.2020 23:00","48529","51412"
"07.07.2020 23:00 - 07.07.2020 23:15","47431","50451"
"07.07.2020 23:15 - 07.07.2020 23:30","46432","49775"
"07.07.2020 23:30 - 07.07.2020 23:45","45670","48805"
"07.07.2020 23:45 - 08.07.2020 00:00","45101","48183"
"08.07.2020 00:00 - 08.07.2020 00:15","45160","46914"
"08.07.2020 00:15 - 08.07.2020 00:30","44408","46390"
"08.07.2020 00:30 - 08.07.2020 00:45","43915","46035"
"08.07.2020 00:45 - 08.07.2020 01:00","43421","45293"
"08.07.2020 01:00 - 08.07.2020 01:15","42865","44454"
"08.07.2020 01:15 - 08.07.2020 01:30","42546","43919"
"08.07.2020 01:30 - 08.07.2020 01:45","42202","43490"
"08.07.2020 01:45 - 08.07.2020 02:00","41975","43271"
"08.07.2020 02:00 - 08.07.2020 02:15","41671","42818"
"08.07.2020 02:15 - 08.07.2020 02:30","41501","42577"
"08.07.2020 02:30 - 08.07.2020 02:45","41439","42460"
"08.07.2020 02:45 - 08.07.2020 03:00","41441","42376"
"08.07.2020 03:00 - 08.07.2020 03:15","41532","42154"
"08.07.2020 03:15 - 08.07.2020 03:30","41658","41985"
"08.07.2020 03:30 - 08.07.2020 03:45","41588","42239"
"08.07.2020 03:45 - 08.07.2020 04:00","41748","42618"
"08.07.2020 04:00 - 08.07.2020 04:15","42148","42686"
"08.07.2020 04:15 - 08.07.2020 04:30","42530","43002"
"08.07.2020 04:30 - 08.07.2020 04:45","42685","43324"
"08.07.2020 04:45 - 08.07.2020 05:00","43224","43687"
"08.07.2020 05:00 - 08.07.2020 05:15","44031","44541"
"08.07.2020 05:15 - 08.07.2020 05:30","44511","45044"
"08.07.2020 05:30 - 08.07.2020 05:45","45420","45915"
"08.07.2020 05:45 - 08.07.2020 06:00","46660","46463"
"08.07.2020 06:00 - 08.07.2020 06:15","49691","49068"
"08.07.2020 06:15 - 08.07.2020 06:30","51584","50716"
"08.07.2020 06:30 - 08.07.2020 06:45","52891","52041"
"08.07.2020 06:45 - 08.07.2020 07:00","54427","53279"
"08.07.2020 07:00 - 08.07.2020 07:15","55979","55067"
"08.07.2020 07:15 - 08.07.2020 07:30","57087","55910"
"08.07.2020 07:30 - 08.07.2020 07:45","58277","57027"
"08.07.2020 07:45 - 08.07.2020 08:00","59497","58349"
"08.07.2020 08:00 - 08.07.2020 08:15","60470","59845"
"08.07.2020 08:15 - 08.07.2020 08:30","61098","60677"
"08.07.2020 08:30 - 08.07.2020 08:45","61880","61490"
"08.07.2020 08:45 - 08.07.2020 09:00","62198","61771"
"08.07.2020 09:00 - 08.07.2020 09:15","61436","62225"
"08.07.2020 09:15 - 08.07.2020 09:30","61540","62776"
"08.07.2020 09:30 - 08.07.2020 09:45","62260","63212"
"08.07.2020 09:45 - 08.07.2020 10:00","62827","63739"
"08.07.2020 10:00 - 08.07.2020 10:15","62848","64249"
"08.07.2020 10:15 - 08.07.2020 10:30","63190","64576"
"08.07.2020 10:30 - 08.07.2020 10:45","63793","64898"
"08.07.2020 10:45 - 08.07.2020 11:00","63749","65289"
"08.07.2020 11:00 - 08.07.2020 11:15","64382","65517"
"08.07.2020 11:15 - 08.07.2020 11:30","64955","65988"
"08.07.2020 11:30 - 08.07.2020 11:45","64927","66558"
"08.07.2020 11:45 - 08.07.2020 12:00","65439","66611"
"08.07.2020 12:00 - 08.07.2020 12:15","64471","66285"
"08.07.2020 12:15 - 08.07.2020 12:30","64439","65926"
"08.07.2020 12:30 - 08.07.2020 12:45","64384","65876"
"08.07.2020 12:45 - 08.07.2020 13:00","64428","66080"
"08.07.2020 13:00 - 08.07.2020 13:15","64216","65875"
"08.07.2020 13:15 - 08.07.2020 13:30","64121","65853"
"08.07.2020 13:30 - 08.07.2020 13:45","63357","65572"
"08.07.2020 13:45 - 08.07.2020 14:00","63215","64994"
"08.07.2020 14:00 - 08.07.2020 14:15","62770","64476"
"08.07.2020 14:15 - 08.07.2020 14:30","62631","64002"
"08.07.2020 14:30 - 08.07.2020 14:45","62116","64103"
"08.07.2020 14:45 - 08.07.2020 15:00","61982","63648"
"08.07.2020 15:00 - 08.07.2020 15:15","61985","63453"
"08.07.2020 15:15 - 08.07.2020 15:30","61435","62969"
"08.07.2020 15:30 - 08.07.2020 15:45","61290","62661"
"08.07.2020 15:45 - 08.07.2020 16:00","61000","62333"
"08.07.2020 16:00 - 08.07.2020 16:15","60645","61956"
"08.07.2020 16:15 - 08.07.2020 16:30","59988","61481"
"08.07.2020 16:30 - 08.07.2020 16:45","60239","61294"
"08.07.2020 16:45 - 08.07.2020 17:00","59726","61225"
"08.07.2020 17:00 - 08.07.2020 17:15","59890","61601"
"08.07.2020 17:15 - 08.07.2020 17:30","59752","61449"
"08.07.2020 17:30 - 08.07.2020 17:45","59785","61286"
"08.07.2020 17:45 - 08.07.2020 18:00","59698","61292"
"08.07.2020 18:00 - 08.07.2020 18:15","59587","61201"
"08.07.2020 18:15 - 08.07.2020 18:30","59884","60863"
"08.07.2020 18:30 - 08.07.2020 18:45","59222","60863"
"08.07.2020 18:45 - 08.07.2020 19:00","59061","60814"
"08.07.2020 19:00 - 08.07.2020 19:15","59057","60357"
"08.07.2020 19:15 - 08.07.2020 19:30","58604","59776"
"08.07.2020 19:30 - 08.07.2020 19:45","58322","59496"
"08.07.2020 19:45 - 08.07.2020 20:00","58154","59021"
"08.07.2020 20:00 - 08.07.2020 20:15","57207","58277"
"08.07.2020 20:15 - 08.07.2020 20:30","56210","57673"
"08.07.2020 20:30 - 08.07.2020 20:45","55688","57057"
"08.07.2020 20:45 - 08.07.2020 21:00","55215","56606"
"08.07.2020 21:00 - 08.07.2020 21:15","54264","55957"
"08.07.2020 21:15 - 08.07.2020 21:30","53384","55264"
"08.07.2020 21:30 - 08.07.2020 21:45","53172","54729"
"08.07.2020 21:45 - 08.07.2020 22:00","53008","54166"
"08.07.2020 22:00 - 08.07.2020 22:15","52984","53679"
"08.07.2020 22:15 - 08.07.2020 22:30","52085","53081"
"08.07.2020 22:30 - 08.07.2020 22:45","51114","52114"
"08.07.2020 22:45 - 08.07.2020 23:00","50195","51000"
"08.07.2020 23:00 - 08.07.2020 23:15","49059","49806"
"08.07.2020 23:15 - 08.07.2020 23:30","47970","49093"
"08.07.2020 23:30 - 08.07.2020 23:45","47243","48216"
"08.07.2020 23:45 - 09.07.2020 00:00","46581","47744"
"09.07.2020 00:00 - 09.07.2020 00:15","44671","46861"
"09.07.2020 00:15 - 09.07.2020 00:30","44024","46210"
"09.07.2020 00:30 - 09.07.2020 00:45","43518","46384"
"09.07.2020 00:45 - 09.07.2020 01:00","43183","45694"
"09.07.2020 01:00 - 09.07.2020 01:15","42269","44922"
"09.07.2020 01:15 - 09.07.2020 01:30","42142","44491"
"09.07.2020 01:30 - 09.07.2020 01:45","41789","44115"
"09.07.2020 01:45 - 09.07.2020 02:00","41293","43737"
"09.07.2020 02:00 - 09.07.2020 02:15","41039","43014"
"09.07.2020 02:15 - 09.07.2020 02:30","41011","42719"
"09.07.2020 02:30 - 09.07.2020 02:45","40836","42546"
"09.07.2020 02:45 - 09.07.2020 03:00","40773","42629"
"09.07.2020 03:00 - 09.07.2020 03:15","40895","42418"
"09.07.2020 03:15 - 09.07.2020 03:30","40924","42352"
"09.07.2020 03:30 - 09.07.2020 03:45","40869","42362"
"09.07.2020 03:45 - 09.07.2020 04:00","40996","42204"
"09.07.2020 04:00 - 09.07.2020 04:15","41356","42428"
"09.07.2020 04:15 - 09.07.2020 04:30","41683","42470"
"09.07.2020 04:30 - 09.07.2020 04:45","41931","42751"
"09.07.2020 04:45 - 09.07.2020 05:00","42436","42933"
"09.07.2020 05:00 - 09.07.2020 05:15","43621","43997"
"09.07.2020 05:15 - 09.07.2020 05:30","43945","44379"
"09.07.2020 05:30 - 09.07.2020 05:45","44709","44661"
"09.07.2020 05:45 - 09.07.2020 06:00","45959","45592"
"09.07.2020 06:00 - 09.07.2020 06:15","48751","48638"
"09.07.2020 06:15 - 09.07.2020 06:30","50763","50003"
"09.07.2020 06:30 - 09.07.2020 06:45","52380","51255"
"09.07.2020 06:45 - 09.07.2020 07:00","53632","52441"
"09.07.2020 07:00 - 09.07.2020 07:15","55500","54440"
"09.07.2020 07:15 - 09.07.2020 07:30","56072","55520"
"09.07.2020 07:30 - 09.07.2020 07:45","57555","56594"
"09.07.2020 07:45 - 09.07.2020 08:00","58388","57442"
"09.07.2020 08:00 - 09.07.2020 08:15","59192","59066"
"09.07.2020 08:15 - 09.07.2020 08:30","60100","60024"
"09.07.2020 08:30 - 09.07.2020 08:45","60440","60995"
"09.07.2020 08:45 - 09.07.2020 09:00","61097","61504"
"09.07.2020 09:00 - 09.07.2020 09:15","60620","62046"
"09.07.2020 09:15 - 09.07.2020 09:30","60586","62542"
"09.07.2020 09:30 - 09.07.2020 09:45","61115","63362"
"09.07.2020 09:45 - 09.07.2020 10:00","61714","64056"
"09.07.2020 10:00 - 09.07.2020 10:15","61773","64297"
"09.07.2020 10:15 - 09.07.2020 10:30","62235","64580"
"09.07.2020 10:30 - 09.07.2020 10:45","62710","65100"
"09.07.2020 10:45 - 09.07.2020 11:00","63142","65399"
"09.07.2020 11:00 - 09.07.2020 11:15","63442","65282"
"09.07.2020 11:15 - 09.07.2020 11:30","63531","65191"
"09.07.2020 11:30 - 09.07.2020 11:45","63766","65443"
"09.07.2020 11:45 - 09.07.2020 12:00","64020","65496"
"09.07.2020 12:00 - 09.07.2020 12:15","63535","65534"
"09.07.2020 12:15 - 09.07.2020 12:30","63394","65605"
"09.07.2020 12:30 - 09.07.2020 12:45","63181","65467"
"09.07.2020 12:45 - 09.07.2020 13:00","63415","65714"
"09.07.2020 13:00 - 09.07.2020 13:15","63316","65418"
"09.07.2020 13:15 - 09.07.2020 13:30","62777","65164"
"09.07.2020 13:30 - 09.07.2020 13:45","62563","64740"
"09.07.2020 13:45 - 09.07.2020 14:00","61704","64339"
"09.07.2020 14:00 - 09.07.2020 14:15","61502","64570"
"09.07.2020 14:15 - 09.07.2020 14:30","61638","64396"
"09.07.2020 14:30 - 09.07.2020 14:45","61358","63928"
"09.07.2020 14:45 - 09.07.2020 15:00","61093","64138"
"09.07.2020 15:00 - 09.07.2020 15:15","61151","63790"
"09.07.2020 15:15 - 09.07.2020 15:30","60824","63663"
"09.07.2020 15:30 - 09.07.2020 15:45","60462","63095"
"09.07.2020 15:45 - 09.07.2020 16:00","60089","62591"
"09.07.2020 16:00 - 09.07.2020 16:15","59955","62278"
"09.07.2020 16:15 - 09.07.2020 16:30","59285","61662"
"09.07.2020 16:30 - 09.07.2020 16:45","59076","61404"
"09.07.2020 16:45 - 09.07.2020 17:00","58590","61109"
"09.07.2020 17:00 - 09.07.2020 17:15","58899","60823"
"09.07.2020 17:15 - 09.07.2020 17:30","58835","60820"
"09.07.2020 17:30 - 09.07.2020 17:45","58649","60986"
"09.07.2020 17:45 - 09.07.2020 18:00","58708","61010"
"09.07.2020 18:00 - 09.07.2020 18:15","58375","60959"
"09.07.2020 18:15 - 09.07.2020 18:30","58458","60894"
"09.07.2020 18:30 - 09.07.2020 18:45","58312","60657"
"09.07.2020 18:45 - 09.07.2020 19:00","58110","60851"
"09.07.2020 19:00 - 09.07.2020 19:15","57785","60173"
"09.07.2020 19:15 - 09.07.2020 19:30","57648","59718"
"09.07.2020 19:30 - 09.07.2020 19:45","56918","59582"
"09.07.2020 19:45 - 09.07.2020 20:00","56720","59284"
"09.07.2020 20:00 - 09.07.2020 20:15","55567","58876"
"09.07.2020 20:15 - 09.07.2020 20:30","55054","58287"
"09.07.2020 20:30 - 09.07.2020 20:45","54605","57952"
"09.07.2020 20:45 - 09.07.2020 21:00","53874","57427"
"09.07.2020 21:00 - 09.07.2020 21:15","53171","56661"
"09.07.2020 21:15 - 09.07.2020 21:30","52516","56262"
"09.07.2020 21:30 - 09.07.2020 21:45","51969","55959"
"09.07.2020 21:45 - 09.07.2020 22:00","51911","55705"
"09.07.2020 22:00 - 09.07.2020 22:15","51808","55349"
"09.07.2020 22:15 - 09.07.2020 22:30","51047","54525"
"09.07.2020 22:30 - 09.07.2020 22:45","49893","53549"
"09.07.2020 22:45 - 09.07.2020 23:00","48989","52429"
"09.07.2020 23:00 - 09.07.2020 23:15","47907","51069"
"09.07.2020 23:15 - 09.07.2020 23:30","46695","50314"
"09.07.2020 23:30 - 09.07.2020 23:45","45988","49582"
"09.07.2020 23:45 - 10.07.2020 00:00","45510","48724"
"10.07.2020 00:00 - 10.07.2020 00:15","45299","47519"
"10.07.2020 00:15 - 10.07.2020 00:30","44791","46795"
"10.07.2020 00:30 - 10.07.2020 00:45","44264","45991"
"10.07.2020 00:45 - 10.07.2020 01:00","43891","45285"
"10.07.2020 01:00 - 10.07.2020 01:15","43025","43789"
"10.07.2020 01:15 - 10.07.2020 01:30","42865","43385"
"10.07.2020 01:30 - 10.07.2020 01:45","42444","42781"
"10.07.2020 01:45 - 10.07.2020 02:00","41814","42158"
"10.07.2020 02:00 - 10.07.2020 02:15","41677","41265"
"10.07.2020 02:15 - 10.07.2020 02:30","41524","41077"
