"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"08.08.2019 19:15 - 08.08.2019 19:30","57960","60328"
"08.08.2019 19:30 - 08.08.2019 19:45","57465","59600"
"08.08.2019 19:45 - 08.08.2019 20:00","57232","58927"
"08.08.2019 20:00 - 08.08.2019 20:15","56324","58067"
"08.08.2019 20:15 - 08.08.2019 20:30","55441","57470"
"08.08.2019 20:30 - 08.08.2019 20:45","54843","56863"
"08.08.2019 20:45 - 08.08.2019 21:00","54477","56353"
"08.08.2019 21:00 - 08.08.2019 21:15","54238","56312"
"08.08.2019 21:15 - 08.08.2019 21:30","53896","56620"
"08.08.2019 21:30 - 08.08.2019 21:45","53341","55948"
"08.08.2019 21:45 - 08.08.2019 22:00","52848","55087"
"08.08.2019 22:00 - 08.08.2019 22:15","52307","54316"
"08.08.2019 22:15 - 08.08.2019 22:30","51179","53381"
"08.08.2019 22:30 - 08.08.2019 22:45","50143","52402"
"08.08.2019 22:45 - 08.08.2019 23:00","49135","51357"
"08.08.2019 23:00 - 08.08.2019 23:15","47979","50079"
"08.08.2019 23:15 - 08.08.2019 23:30","47209","49206"
"08.08.2019 23:30 - 08.08.2019 23:45","46477","48210"
"08.08.2019 23:45 - 09.08.2019 00:00","45864","47713"
"09.08.2019 00:00 - 09.08.2019 00:15","44813","46827"
"09.08.2019 00:15 - 09.08.2019 00:30","44249","46291"
"09.08.2019 00:30 - 09.08.2019 00:45","43790","45666"
"09.08.2019 00:45 - 09.08.2019 01:00","43379","45303"
"09.08.2019 01:00 - 09.08.2019 01:15","43363","44549"
"09.08.2019 01:15 - 09.08.2019 01:30","42726","44309"
"09.08.2019 01:30 - 09.08.2019 01:45","42137","43887"
"09.08.2019 01:45 - 09.08.2019 02:00","42310","43633"
"09.08.2019 02:00 - 09.08.2019 02:15","41350","43311"
"09.08.2019 02:15 - 09.08.2019 02:30","41346","43115"
"09.08.2019 02:30 - 09.08.2019 02:45","41202","43174"
"09.08.2019 02:45 - 09.08.2019 03:00","41209","43173"
"09.08.2019 03:00 - 09.08.2019 03:15","41169","43162"
"09.08.2019 03:15 - 09.08.2019 03:30","41317","43171"
"09.08.2019 03:30 - 09.08.2019 03:45","41287","43268"
"09.08.2019 03:45 - 09.08.2019 04:00","41380","43327"
"09.08.2019 04:00 - 09.08.2019 04:15","41763","43757"
"09.08.2019 04:15 - 09.08.2019 04:30","42080","44006"
"09.08.2019 04:30 - 09.08.2019 04:45","42276","44246"
"09.08.2019 04:45 - 09.08.2019 05:00","42970","44721"
"09.08.2019 05:00 - 09.08.2019 05:15","44085","45868"
"09.08.2019 05:15 - 09.08.2019 05:30","44719","46662"
"09.08.2019 05:30 - 09.08.2019 05:45","45672","47618"
"09.08.2019 05:45 - 09.08.2019 06:00","46697","48523"
"09.08.2019 06:00 - 09.08.2019 06:15","48837","50774"
"09.08.2019 06:15 - 09.08.2019 06:30","50650","52491"
"09.08.2019 06:30 - 09.08.2019 06:45","52191","53801"
"09.08.2019 06:45 - 09.08.2019 07:00","53441","55007"
"09.08.2019 07:00 - 09.08.2019 07:15","55144","56661"
"09.08.2019 07:15 - 09.08.2019 07:30","56319","57914"
"09.08.2019 07:30 - 09.08.2019 07:45","57775","59037"
"09.08.2019 07:45 - 09.08.2019 08:00","58868","59945"
"09.08.2019 08:00 - 09.08.2019 08:15","59878","60988"
"09.08.2019 08:15 - 09.08.2019 08:30","60444","61443"
"09.08.2019 08:30 - 09.08.2019 08:45","60958","62127"
"09.08.2019 08:45 - 09.08.2019 09:00","61523","62819"
"09.08.2019 09:00 - 09.08.2019 09:15","61472","62678"
"09.08.2019 09:15 - 09.08.2019 09:30","61865","63110"
"09.08.2019 09:30 - 09.08.2019 09:45","62709","63710"
"09.08.2019 09:45 - 09.08.2019 10:00","63147","64150"
"09.08.2019 10:00 - 09.08.2019 10:15","63512","64569"
"09.08.2019 10:15 - 09.08.2019 10:30","64036","64638"
"09.08.2019 10:30 - 09.08.2019 10:45","64297","64996"
"09.08.2019 10:45 - 09.08.2019 11:00","64793","65234"
"09.08.2019 11:00 - 09.08.2019 11:15","65116","65415"
"09.08.2019 11:15 - 09.08.2019 11:30","65616","65787"
"09.08.2019 11:30 - 09.08.2019 11:45","65602","66351"
"09.08.2019 11:45 - 09.08.2019 12:00","65726","66362"
"09.08.2019 12:00 - 09.08.2019 12:15","65420","65626"
"09.08.2019 12:15 - 09.08.2019 12:30","65074","65753"
"09.08.2019 12:30 - 09.08.2019 12:45","64641","65809"
"09.08.2019 12:45 - 09.08.2019 13:00","64496","65978"
"09.08.2019 13:00 - 09.08.2019 13:15","63980","65358"
"09.08.2019 13:15 - 09.08.2019 13:30","63551","64792"
"09.08.2019 13:30 - 09.08.2019 13:45","63023","64576"
"09.08.2019 13:45 - 09.08.2019 14:00","62479","63857"
"09.08.2019 14:00 - 09.08.2019 14:15","61838","63465"
"09.08.2019 14:15 - 09.08.2019 14:30","61809","63222"
"09.08.2019 14:30 - 09.08.2019 14:45","61555","62809"
"09.08.2019 14:45 - 09.08.2019 15:00","61476","62606"
"09.08.2019 15:00 - 09.08.2019 15:15","61168","62159"
"09.08.2019 15:15 - 09.08.2019 15:30","60816","61755"
"09.08.2019 15:30 - 09.08.2019 15:45","60580","61083"
"09.08.2019 15:45 - 09.08.2019 16:00","60131","60681"
"09.08.2019 16:00 - 09.08.2019 16:15","59992","60887"
"09.08.2019 16:15 - 09.08.2019 16:30","59664","60990"
"09.08.2019 16:30 - 09.08.2019 16:45","59475","61033"
"09.08.2019 16:45 - 09.08.2019 17:00","59254","61338"
"09.08.2019 17:00 - 09.08.2019 17:15","59513","61728"
"09.08.2019 17:15 - 09.08.2019 17:30","59317","61428"
"09.08.2019 17:30 - 09.08.2019 17:45","59088","61168"
"09.08.2019 17:45 - 09.08.2019 18:00","58769","61038"
"09.08.2019 18:00 - 09.08.2019 18:15","58445","60810"
"09.08.2019 18:15 - 09.08.2019 18:30","58062","60309"
"09.08.2019 18:30 - 09.08.2019 18:45","57953","60206"
"09.08.2019 18:45 - 09.08.2019 19:00","57768","59936"
"09.08.2019 19:00 - 09.08.2019 19:15","57417","59560"
"09.08.2019 19:15 - 09.08.2019 19:30","56576","58726"
"09.08.2019 19:30 - 09.08.2019 19:45","56094","58326"
"09.08.2019 19:45 - 09.08.2019 20:00","55663","57816"
"09.08.2019 20:00 - 09.08.2019 20:15","54752","57366"
"09.08.2019 20:15 - 09.08.2019 20:30","53788","56746"
"09.08.2019 20:30 - 09.08.2019 20:45","53243","56392"
"09.08.2019 20:45 - 09.08.2019 21:00","52979","56264"
"09.08.2019 21:00 - 09.08.2019 21:15","52422","55802"
"09.08.2019 21:15 - 09.08.2019 21:30","52088","55343"
"09.08.2019 21:30 - 09.08.2019 21:45","51556","54714"
"09.08.2019 21:45 - 09.08.2019 22:00","51018","53834"
"09.08.2019 22:00 - 09.08.2019 22:15","50365","53127"
"09.08.2019 22:15 - 09.08.2019 22:30","49368","52162"
"09.08.2019 22:30 - 09.08.2019 22:45","48370","51149"
"09.08.2019 22:45 - 09.08.2019 23:00","47437","50504"
"09.08.2019 23:00 - 09.08.2019 23:15","46623","49233"
"09.08.2019 23:15 - 09.08.2019 23:30","45822","48497"
"09.08.2019 23:30 - 09.08.2019 23:45","45093","47900"
"09.08.2019 23:45 - 10.08.2019 00:00","44501","47186"
"10.08.2019 00:00 - 10.08.2019 00:15","43774","46572"
"10.08.2019 00:15 - 10.08.2019 00:30","43208","46154"
"10.08.2019 00:30 - 10.08.2019 00:45","42661","45767"
"10.08.2019 00:45 - 10.08.2019 01:00","42295","45212"
"10.08.2019 01:00 - 10.08.2019 01:15","42163","44210"
"10.08.2019 01:15 - 10.08.2019 01:30","41558","43796"
"10.08.2019 01:30 - 10.08.2019 01:45","40869","43484"
"10.08.2019 01:45 - 10.08.2019 02:00","40980","43111"
"10.08.2019 02:00 - 10.08.2019 02:15","40153","42440"
"10.08.2019 02:15 - 10.08.2019 02:30","39921","42203"
"10.08.2019 02:30 - 10.08.2019 02:45","39660","42017"
"10.08.2019 02:45 - 10.08.2019 03:00","39578","41874"
"10.08.2019 03:00 - 10.08.2019 03:15","39368","41670"
"10.08.2019 03:15 - 10.08.2019 03:30","39350","41617"
"10.08.2019 03:30 - 10.08.2019 03:45","39278","41170"
"10.08.2019 03:45 - 10.08.2019 04:00","39217","41492"
"10.08.2019 04:00 - 10.08.2019 04:15","39208","41534"
"10.08.2019 04:15 - 10.08.2019 04:30","39229","41407"
"10.08.2019 04:30 - 10.08.2019 04:45","39246","41582"
"10.08.2019 04:45 - 10.08.2019 05:00","39364","41627"
"10.08.2019 05:00 - 10.08.2019 05:15","39733","42162"
"10.08.2019 05:15 - 10.08.2019 05:30","39592","41961"
"10.08.2019 05:30 - 10.08.2019 05:45","39618","42089"
"10.08.2019 05:45 - 10.08.2019 06:00","39630","42239"
"10.08.2019 06:00 - 10.08.2019 06:15","40160","42943"
"10.08.2019 06:15 - 10.08.2019 06:30","40509","43563"
"10.08.2019 06:30 - 10.08.2019 06:45","41047","44155"
"10.08.2019 06:45 - 10.08.2019 07:00","41570","45048"
"10.08.2019 07:00 - 10.08.2019 07:15","42660","46103"
"10.08.2019 07:15 - 10.08.2019 07:30","43508","46931"
"10.08.2019 07:30 - 10.08.2019 07:45","44475","47609"
"10.08.2019 07:45 - 10.08.2019 08:00","45556","48513"
"10.08.2019 08:00 - 10.08.2019 08:15","46842","49300"
"10.08.2019 08:15 - 10.08.2019 08:30","47890","50192"
"10.08.2019 08:30 - 10.08.2019 08:45","48837","51195"
"10.08.2019 08:45 - 10.08.2019 09:00","49854","52324"
"10.08.2019 09:00 - 10.08.2019 09:15","50761","53099"
"10.08.2019 09:15 - 10.08.2019 09:30","51584","53983"
"10.08.2019 09:30 - 10.08.2019 09:45","52617","55454"
"10.08.2019 09:45 - 10.08.2019 10:00","53413","55921"
"10.08.2019 10:00 - 10.08.2019 10:15","53776","55857"
"10.08.2019 10:15 - 10.08.2019 10:30","54176","55773"
"10.08.2019 10:30 - 10.08.2019 10:45","54326","56280"
"10.08.2019 10:45 - 10.08.2019 11:00","54686","56706"
"10.08.2019 11:00 - 10.08.2019 11:15","55111","56675"
"10.08.2019 11:15 - 10.08.2019 11:30","55292","57023"
"10.08.2019 11:30 - 10.08.2019 11:45","55495","57827"
"10.08.2019 11:45 - 10.08.2019 12:00","55658","58145"
"10.08.2019 12:00 - 10.08.2019 12:15","55250","57938"
"10.08.2019 12:15 - 10.08.2019 12:30","55232","57564"
"10.08.2019 12:30 - 10.08.2019 12:45","54837","57382"
"10.08.2019 12:45 - 10.08.2019 13:00","54830","57435"
"10.08.2019 13:00 - 10.08.2019 13:15","54236","56778"
"10.08.2019 13:15 - 10.08.2019 13:30","53816","56358"
"10.08.2019 13:30 - 10.08.2019 13:45","53404","56108"
"10.08.2019 13:45 - 10.08.2019 14:00","52806","55362"
"10.08.2019 14:00 - 10.08.2019 14:15","52374","54998"
"10.08.2019 14:15 - 10.08.2019 14:30","52109","54411"
"10.08.2019 14:30 - 10.08.2019 14:45","51965","54480"
"10.08.2019 14:45 - 10.08.2019 15:00","52023","54539"
"10.08.2019 15:00 - 10.08.2019 15:15","51862","54428"
"10.08.2019 15:15 - 10.08.2019 15:30","51651","54017"
"10.08.2019 15:30 - 10.08.2019 15:45","51341","53719"
"10.08.2019 15:45 - 10.08.2019 16:00","51157","53513"
"10.08.2019 16:00 - 10.08.2019 16:15","50971","53668"
"10.08.2019 16:15 - 10.08.2019 16:30","50906","53798"
"10.08.2019 16:30 - 10.08.2019 16:45","50792","54084"
"10.08.2019 16:45 - 10.08.2019 17:00","50783","53625"
"10.08.2019 17:00 - 10.08.2019 17:15","50947","53563"
"10.08.2019 17:15 - 10.08.2019 17:30","50874","53873"
"10.08.2019 17:30 - 10.08.2019 17:45","50950","54007"
"10.08.2019 17:45 - 10.08.2019 18:00","50893","53989"
"10.08.2019 18:00 - 10.08.2019 18:15","50873","53821"
"10.08.2019 18:15 - 10.08.2019 18:30","50486","53670"
"10.08.2019 18:30 - 10.08.2019 18:45","50234","53637"
"10.08.2019 18:45 - 10.08.2019 19:00","49861","52834"
"10.08.2019 19:00 - 10.08.2019 19:15","49686","53017"
"10.08.2019 19:15 - 10.08.2019 19:30","49299","52326"
"10.08.2019 19:30 - 10.08.2019 19:45","49013","51740"
"10.08.2019 19:45 - 10.08.2019 20:00","48604","51300"
"10.08.2019 20:00 - 10.08.2019 20:15","48033","50446"
"10.08.2019 20:15 - 10.08.2019 20:30","47190","50012"
"10.08.2019 20:30 - 10.08.2019 20:45","46773","49564"
"10.08.2019 20:45 - 10.08.2019 21:00","46560","49039"
"10.08.2019 21:00 - 10.08.2019 21:15","46300","48837"
"10.08.2019 21:15 - 10.08.2019 21:30","46052","48857"
"10.08.2019 21:30 - 10.08.2019 21:45","45755","48398"
"10.08.2019 21:45 - 10.08.2019 22:00","45589","47823"
"10.08.2019 22:00 - 10.08.2019 22:15","45349","47522"
"10.08.2019 22:15 - 10.08.2019 22:30","44471","46684"
"10.08.2019 22:30 - 10.08.2019 22:45","43765","45858"
"10.08.2019 22:45 - 10.08.2019 23:00","43040","45536"
"10.08.2019 23:00 - 10.08.2019 23:15","42333","44734"
"10.08.2019 23:15 - 10.08.2019 23:30","41765","43976"
"10.08.2019 23:30 - 10.08.2019 23:45","41184","43556"
"10.08.2019 23:45 - 11.08.2019 00:00","40640","43330"
"11.08.2019 00:00 - 11.08.2019 00:15","38660","43031"
"11.08.2019 00:15 - 11.08.2019 00:30","38220","42534"
"11.08.2019 00:30 - 11.08.2019 00:45","37695","41891"
"11.08.2019 00:45 - 11.08.2019 01:00","37396","41346"
"11.08.2019 01:00 - 11.08.2019 01:15","37329","40956"
"11.08.2019 01:15 - 11.08.2019 01:30","36705","40711"
"11.08.2019 01:30 - 11.08.2019 01:45","36087","40253"
"11.08.2019 01:45 - 11.08.2019 02:00","36305","39695"
"11.08.2019 02:00 - 11.08.2019 02:15","35489","39607"
"11.08.2019 02:15 - 11.08.2019 02:30","35405","39366"
"11.08.2019 02:30 - 11.08.2019 02:45","35207","39003"
"11.08.2019 02:45 - 11.08.2019 03:00","34975","38865"
"11.08.2019 03:00 - 11.08.2019 03:15","34862","38809"
"11.08.2019 03:15 - 11.08.2019 03:30","34876","38758"
"11.08.2019 03:30 - 11.08.2019 03:45","34725","38660"
"11.08.2019 03:45 - 11.08.2019 04:00","34632","38654"
"11.08.2019 04:00 - 11.08.2019 04:15","34700","38432"
"11.08.2019 04:15 - 11.08.2019 04:30","34752","38531"
"11.08.2019 04:30 - 11.08.2019 04:45","34708","38311"
"11.08.2019 04:45 - 11.08.2019 05:00","34821","38570"
"11.08.2019 05:00 - 11.08.2019 05:15","35049","38856"
"11.08.2019 05:15 - 11.08.2019 05:30","34862","38836"
"11.08.2019 05:30 - 11.08.2019 05:45","34800","38832"
"11.08.2019 05:45 - 11.08.2019 06:00","34632","38478"
"11.08.2019 06:00 - 11.08.2019 06:15","34660","39076"
"11.08.2019 06:15 - 11.08.2019 06:30","34603","39281"
"11.08.2019 06:30 - 11.08.2019 06:45","34721","39429"
"11.08.2019 06:45 - 11.08.2019 07:00","35087","39751"
"11.08.2019 07:00 - 11.08.2019 07:15","35841","40598"
"11.08.2019 07:15 - 11.08.2019 07:30","36437","41147"
"11.08.2019 07:30 - 11.08.2019 07:45","37376","41843"
"11.08.2019 07:45 - 11.08.2019 08:00","38134","42521"
"11.08.2019 08:00 - 11.08.2019 08:15","39359","43480"
"11.08.2019 08:15 - 11.08.2019 08:30","40349","44206"
"11.08.2019 08:30 - 11.08.2019 08:45","41119","44965"
"11.08.2019 08:45 - 11.08.2019 09:00","42369","45558"
"11.08.2019 09:00 - 11.08.2019 09:15","43488","46432"
"11.08.2019 09:15 - 11.08.2019 09:30","44415","47134"
"11.08.2019 09:30 - 11.08.2019 09:45","45489","47940"
"11.08.2019 09:45 - 11.08.2019 10:00","46235","48596"
"11.08.2019 10:00 - 11.08.2019 10:15","46911","49244"
"11.08.2019 10:15 - 11.08.2019 10:30","47724","50086"
"11.08.2019 10:30 - 11.08.2019 10:45","48201","50189"
"11.08.2019 10:45 - 11.08.2019 11:00","48721","50666"
"11.08.2019 11:00 - 11.08.2019 11:15","49556","51877"
"11.08.2019 11:15 - 11.08.2019 11:30","50260","52435"
"11.08.2019 11:30 - 11.08.2019 11:45","50623","52985"
"11.08.2019 11:45 - 11.08.2019 12:00","50907","52680"
"11.08.2019 12:00 - 11.08.2019 12:15","50695","52579"
"11.08.2019 12:15 - 11.08.2019 12:30","50586","52172"
"11.08.2019 12:30 - 11.08.2019 12:45","50078","51647"
"11.08.2019 12:45 - 11.08.2019 13:00","49912","51181"
"11.08.2019 13:00 - 11.08.2019 13:15","49264","50351"
"11.08.2019 13:15 - 11.08.2019 13:30","48869","50220"
"11.08.2019 13:30 - 11.08.2019 13:45","48558","49965"
"11.08.2019 13:45 - 11.08.2019 14:00","48196","49206"
"11.08.2019 14:00 - 11.08.2019 14:15","47960","48738"
"11.08.2019 14:15 - 11.08.2019 14:30","47756","48624"
"11.08.2019 14:30 - 11.08.2019 14:45","47547","48889"
"11.08.2019 14:45 - 11.08.2019 15:00","47449","48641"
"11.08.2019 15:00 - 11.08.2019 15:15","47266","48111"
"11.08.2019 15:15 - 11.08.2019 15:30","46884","48285"
"11.08.2019 15:30 - 11.08.2019 15:45","46785","47967"
"11.08.2019 15:45 - 11.08.2019 16:00","46755","47376"
"11.08.2019 16:00 - 11.08.2019 16:15","46720","47001"
"11.08.2019 16:15 - 11.08.2019 16:30","46514","46666"
"11.08.2019 16:30 - 11.08.2019 16:45","46560","46401"
"11.08.2019 16:45 - 11.08.2019 17:00","46474","46036"
"11.08.2019 17:00 - 11.08.2019 17:15","46934","46211"
"11.08.2019 17:15 - 11.08.2019 17:30","46795","46364"
"11.08.2019 17:30 - 11.08.2019 17:45","46883","46664"
"11.08.2019 17:45 - 11.08.2019 18:00","46932","46783"
"11.08.2019 18:00 - 11.08.2019 18:15","47212","47557"
"11.08.2019 18:15 - 11.08.2019 18:30","47244","47921"
"11.08.2019 18:30 - 11.08.2019 18:45","47127","47858"
"11.08.2019 18:45 - 11.08.2019 19:00","46884","48058"
"11.08.2019 19:00 - 11.08.2019 19:15","46825","48194"
"11.08.2019 19:15 - 11.08.2019 19:30","46448","47602"
"11.08.2019 19:30 - 11.08.2019 19:45","46376","47559"
"11.08.2019 19:45 - 11.08.2019 20:00","46182","47320"
"11.08.2019 20:00 - 11.08.2019 20:15","46046","47434"
"11.08.2019 20:15 - 11.08.2019 20:30","45676","47152"
"11.08.2019 20:30 - 11.08.2019 20:45","45389","46979"
"11.08.2019 20:45 - 11.08.2019 21:00","45292","46783"
"11.08.2019 21:00 - 11.08.2019 21:15","45338","47025"
"11.08.2019 21:15 - 11.08.2019 21:30","45327","47154"
"11.08.2019 21:30 - 11.08.2019 21:45","45240","46925"
"11.08.2019 21:45 - 11.08.2019 22:00","45407","46630"
"11.08.2019 22:00 - 11.08.2019 22:15","45408","46467"
"11.08.2019 22:15 - 11.08.2019 22:30","44774","45977"
"11.08.2019 22:30 - 11.08.2019 22:45","44117","45032"
"11.08.2019 22:45 - 11.08.2019 23:00","43417","44654"
"11.08.2019 23:00 - 11.08.2019 23:15","42544","44104"
"11.08.2019 23:15 - 11.08.2019 23:30","41921","43375"
"11.08.2019 23:30 - 11.08.2019 23:45","41248","42795"
"11.08.2019 23:45 - 12.08.2019 00:00","40820","42261"
"12.08.2019 00:00 - 12.08.2019 00:15","39882","41959"
"12.08.2019 00:15 - 12.08.2019 00:30","39430","41391"
"12.08.2019 00:30 - 12.08.2019 00:45","39016","41249"
"12.08.2019 00:45 - 12.08.2019 01:00","38700","40996"
"12.08.2019 01:00 - 12.08.2019 01:15","38778","40615"
"12.08.2019 01:15 - 12.08.2019 01:30","38246","40466"
"12.08.2019 01:30 - 12.08.2019 01:45","37772","40332"
"12.08.2019 01:45 - 12.08.2019 02:00","38020","40233"
"12.08.2019 02:00 - 12.08.2019 02:15","37303","39857"
"12.08.2019 02:15 - 12.08.2019 02:30","37328","39702"
"12.08.2019 02:30 - 12.08.2019 02:45","37247","39545"
"12.08.2019 02:45 - 12.08.2019 03:00","37284","39619"
"12.08.2019 03:00 - 12.08.2019 03:15","37325","39192"
"12.08.2019 03:15 - 12.08.2019 03:30","37457","39323"
"12.08.2019 03:30 - 12.08.2019 03:45","37501","39099"
"12.08.2019 03:45 - 12.08.2019 04:00","37644","39472"
"12.08.2019 04:00 - 12.08.2019 04:15","38020","39963"
"12.08.2019 04:15 - 12.08.2019 04:30","38439","40116"
"12.08.2019 04:30 - 12.08.2019 04:45","38889","40607"
"12.08.2019 04:45 - 12.08.2019 05:00","39541","41389"
"12.08.2019 05:00 - 12.08.2019 05:15","40998","43158"
"12.08.2019 05:15 - 12.08.2019 05:30","41698","44056"
"12.08.2019 05:30 - 12.08.2019 05:45","42943","45104"
"12.08.2019 05:45 - 12.08.2019 06:00","44458","46607"
"12.08.2019 06:00 - 12.08.2019 06:15","47361","49389"
"12.08.2019 06:15 - 12.08.2019 06:30","49422","51152"
"12.08.2019 06:30 - 12.08.2019 06:45","50968","52458"
"12.08.2019 06:45 - 12.08.2019 07:00","52414","53721"
"12.08.2019 07:00 - 12.08.2019 07:15","54147","55613"
"12.08.2019 07:15 - 12.08.2019 07:30","55357","56934"
"12.08.2019 07:30 - 12.08.2019 07:45","56472","58236"
"12.08.2019 07:45 - 12.08.2019 08:00","57287","59221"
"12.08.2019 08:00 - 12.08.2019 08:15","58252","60430"
"12.08.2019 08:15 - 12.08.2019 08:30","58996","61043"
"12.08.2019 08:30 - 12.08.2019 08:45","59532","61482"
"12.08.2019 08:45 - 12.08.2019 09:00","60180","61798"
"12.08.2019 09:00 - 12.08.2019 09:15","60175","61907"
"12.08.2019 09:15 - 12.08.2019 09:30","60673","62597"
"12.08.2019 09:30 - 12.08.2019 09:45","61466","63038"
"12.08.2019 09:45 - 12.08.2019 10:00","61860","63443"
"12.08.2019 10:00 - 12.08.2019 10:15","62188","63907"
"12.08.2019 10:15 - 12.08.2019 10:30","62578","64143"
"12.08.2019 10:30 - 12.08.2019 10:45","62874","64548"
"12.08.2019 10:45 - 12.08.2019 11:00","63204","65198"
"12.08.2019 11:00 - 12.08.2019 11:15","63601","65746"
"12.08.2019 11:15 - 12.08.2019 11:30","63817","65983"
"12.08.2019 11:30 - 12.08.2019 11:45","64212","66420"
"12.08.2019 11:45 - 12.08.2019 12:00","64424","66123"
"12.08.2019 12:00 - 12.08.2019 12:15","64207","65652"
"12.08.2019 12:15 - 12.08.2019 12:30","64124","65290"
"12.08.2019 12:30 - 12.08.2019 12:45","64017","65292"
"12.08.2019 12:45 - 12.08.2019 13:00","63997","65145"
"12.08.2019 13:00 - 12.08.2019 13:15","63823","65107"
"12.08.2019 13:15 - 12.08.2019 13:30","63750","64974"
"12.08.2019 13:30 - 12.08.2019 13:45","63500","64525"
"12.08.2019 13:45 - 12.08.2019 14:00","63061","64155"
"12.08.2019 14:00 - 12.08.2019 14:15","62958","63918"
"12.08.2019 14:15 - 12.08.2019 14:30","62876","63880"
"12.08.2019 14:30 - 12.08.2019 14:45","62782","63535"
"12.08.2019 14:45 - 12.08.2019 15:00","62664","62982"
"12.08.2019 15:00 - 12.08.2019 15:15","62575","62731"
"12.08.2019 15:15 - 12.08.2019 15:30","62230","62274"
"12.08.2019 15:30 - 12.08.2019 15:45","61812","61979"
"12.08.2019 15:45 - 12.08.2019 16:00","61250","61529"
"12.08.2019 16:00 - 12.08.2019 16:15","61026","61882"
"12.08.2019 16:15 - 12.08.2019 16:30","60577","61403"
"12.08.2019 16:30 - 12.08.2019 16:45","60256","60969"
"12.08.2019 16:45 - 12.08.2019 17:00","59906","60856"
"12.08.2019 17:00 - 12.08.2019 17:15","59738","60898"
"12.08.2019 17:15 - 12.08.2019 17:30","59702","60812"
"12.08.2019 17:30 - 12.08.2019 17:45","59737","60838"
"12.08.2019 17:45 - 12.08.2019 18:00","59484","60825"
"12.08.2019 18:00 - 12.08.2019 18:15","59138","60414"
"12.08.2019 18:15 - 12.08.2019 18:30","58706","59992"
"12.08.2019 18:30 - 12.08.2019 18:45","58430","59713"
"12.08.2019 18:45 - 12.08.2019 19:00","58169","59679"
"12.08.2019 19:00 - 12.08.2019 19:15","58035","59409"
"12.08.2019 19:15 - 12.08.2019 19:30","57840","58988"
"12.08.2019 19:30 - 12.08.2019 19:45","57517","58587"
"12.08.2019 19:45 - 12.08.2019 20:00","57245","58229"
"12.08.2019 20:00 - 12.08.2019 20:15","56393","57601"
"12.08.2019 20:15 - 12.08.2019 20:30","55384","56743"
"12.08.2019 20:30 - 12.08.2019 20:45","55033","56564"
"12.08.2019 20:45 - 12.08.2019 21:00","54639","56711"
"12.08.2019 21:00 - 12.08.2019 21:15","54292","56718"
"12.08.2019 21:15 - 12.08.2019 21:30","53752","56123"
"12.08.2019 21:30 - 12.08.2019 21:45","53113","55160"
"12.08.2019 21:45 - 12.08.2019 22:00","52483","54666"
"12.08.2019 22:00 - 12.08.2019 22:15","51818","53521"
"12.08.2019 22:15 - 12.08.2019 22:30","50783","52313"
"12.08.2019 22:30 - 12.08.2019 22:45","49688","51140"
"12.08.2019 22:45 - 12.08.2019 23:00","48643","50244"
"12.08.2019 23:00 - 12.08.2019 23:15","47672","48880"
"12.08.2019 23:15 - 12.08.2019 23:30","46811","48164"
"12.08.2019 23:30 - 12.08.2019 23:45","45983","47280"
"12.08.2019 23:45 - 13.08.2019 00:00","45440","46881"
"13.08.2019 00:00 - 13.08.2019 00:15","44266","46183"
"13.08.2019 00:15 - 13.08.2019 00:30","43820","45416"
"13.08.2019 00:30 - 13.08.2019 00:45","43336","45144"
"13.08.2019 00:45 - 13.08.2019 01:00","42999","44751"
"13.08.2019 01:00 - 13.08.2019 01:15","42965","43930"
"13.08.2019 01:15 - 13.08.2019 01:30","42430","43431"
"13.08.2019 01:30 - 13.08.2019 01:45","41907","43121"
"13.08.2019 01:45 - 13.08.2019 02:00","42095","43105"
"13.08.2019 02:00 - 13.08.2019 02:15","41276","42773"
"13.08.2019 02:15 - 13.08.2019 02:30","41213","42570"
"13.08.2019 02:30 - 13.08.2019 02:45","41164","42622"
"13.08.2019 02:45 - 13.08.2019 03:00","41173","42664"
"13.08.2019 03:00 - 13.08.2019 03:15","41247","42429"
"13.08.2019 03:15 - 13.08.2019 03:30","41338","42574"
"13.08.2019 03:30 - 13.08.2019 03:45","41367","42648"
"13.08.2019 03:45 - 13.08.2019 04:00","41381","42625"
"13.08.2019 04:00 - 13.08.2019 04:15","41726","43104"
"13.08.2019 04:15 - 13.08.2019 04:30","42022","43549"
"13.08.2019 04:30 - 13.08.2019 04:45","42476","43888"
"13.08.2019 04:45 - 13.08.2019 05:00","42899","44479"
"13.08.2019 05:00 - 13.08.2019 05:15","44132","45806"
"13.08.2019 05:15 - 13.08.2019 05:30","44749","46745"
"13.08.2019 05:30 - 13.08.2019 05:45","45783","47398"
"13.08.2019 05:45 - 13.08.2019 06:00","47047","48372"
"13.08.2019 06:00 - 13.08.2019 06:15","49357","51183"
"13.08.2019 06:15 - 13.08.2019 06:30","51242","53093"
"13.08.2019 06:30 - 13.08.2019 06:45","52583","54166"
"13.08.2019 06:45 - 13.08.2019 07:00","53853","55231"
"13.08.2019 07:00 - 13.08.2019 07:15","55326","56983"
"13.08.2019 07:15 - 13.08.2019 07:30","56415","57968"
"13.08.2019 07:30 - 13.08.2019 07:45","57760","59023"
"13.08.2019 07:45 - 13.08.2019 08:00","58446","59943"
