"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"24.07.2021 07:30 - 24.07.2021 07:45","45272","46404"
"24.07.2021 07:45 - 24.07.2021 08:00","45982","47010"
"24.07.2021 08:00 - 24.07.2021 08:15","47079","47866"
"24.07.2021 08:15 - 24.07.2021 08:30","48092","48763"
"24.07.2021 08:30 - 24.07.2021 08:45","49050","49353"
"24.07.2021 08:45 - 24.07.2021 09:00","50047","50591"
"24.07.2021 09:00 - 24.07.2021 09:15","50779","51479"
"24.07.2021 09:15 - 24.07.2021 09:30","51258","52245"
"24.07.2021 09:30 - 24.07.2021 09:45","51915","52938"
"24.07.2021 09:45 - 24.07.2021 10:00","52695","53664"
"24.07.2021 10:00 - 24.07.2021 10:15","53043","54077"
"24.07.2021 10:15 - 24.07.2021 10:30","53561","54256"
"24.07.2021 10:30 - 24.07.2021 10:45","53928","54225"
"24.07.2021 10:45 - 24.07.2021 11:00","54476","54549"
"24.07.2021 11:00 - 24.07.2021 11:15","55046","54886"
"24.07.2021 11:15 - 24.07.2021 11:30","55332","55244"
"24.07.2021 11:30 - 24.07.2021 11:45","55856","55744"
"24.07.2021 11:45 - 24.07.2021 12:00","55856","55796"
"24.07.2021 12:00 - 24.07.2021 12:15","55850","55629"
"24.07.2021 12:15 - 24.07.2021 12:30","55883","55486"
"24.07.2021 12:30 - 24.07.2021 12:45","55752","55529"
"24.07.2021 12:45 - 24.07.2021 13:00","55576","55221"
"24.07.2021 13:00 - 24.07.2021 13:15","55333","54779"
"24.07.2021 13:15 - 24.07.2021 13:30","54967","54070"
"24.07.2021 13:30 - 24.07.2021 13:45","54601","53402"
"24.07.2021 13:45 - 24.07.2021 14:00","54234","53002"
"24.07.2021 14:00 - 24.07.2021 14:15","53889","52770"
"24.07.2021 14:15 - 24.07.2021 14:30","53729","52483"
"24.07.2021 14:30 - 24.07.2021 14:45","53369","52286"
"24.07.2021 14:45 - 24.07.2021 15:00","53056","52174"
"24.07.2021 15:00 - 24.07.2021 15:15","53160","51927"
"24.07.2021 15:15 - 24.07.2021 15:30","53104","51974"
"24.07.2021 15:30 - 24.07.2021 15:45","52811","51683"
"24.07.2021 15:45 - 24.07.2021 16:00","52654","51703"
"24.07.2021 16:00 - 24.07.2021 16:15","52512","51892"
"24.07.2021 16:15 - 24.07.2021 16:30","52474","51759"
"24.07.2021 16:30 - 24.07.2021 16:45","52419","51889"
"24.07.2021 16:45 - 24.07.2021 17:00","52427","52200"
"24.07.2021 17:00 - 24.07.2021 17:15","52477","52477"
"24.07.2021 17:15 - 24.07.2021 17:30","52484","52242"
"24.07.2021 17:30 - 24.07.2021 17:45","52484","52426"
"24.07.2021 17:45 - 24.07.2021 18:00","52429","52462"
"24.07.2021 18:00 - 24.07.2021 18:15","52268","53032"
"24.07.2021 18:15 - 24.07.2021 18:30","52097","52748"
"24.07.2021 18:30 - 24.07.2021 18:45","52075","52904"
"24.07.2021 18:45 - 24.07.2021 19:00","51812","52732"
"24.07.2021 19:00 - 24.07.2021 19:15","51492","52818"
"24.07.2021 19:15 - 24.07.2021 19:30","50601","52047"
"24.07.2021 19:30 - 24.07.2021 19:45","50317","52041"
"24.07.2021 19:45 - 24.07.2021 20:00","49695","51564"
"24.07.2021 20:00 - 24.07.2021 20:15","49063","50879"
"24.07.2021 20:15 - 24.07.2021 20:30","48467","50313"
"24.07.2021 20:30 - 24.07.2021 20:45","47882","50080"
"24.07.2021 20:45 - 24.07.2021 21:00","47350","49692"
"24.07.2021 21:00 - 24.07.2021 21:15","46972","49421"
"24.07.2021 21:15 - 24.07.2021 21:30","46668","49449"
"24.07.2021 21:30 - 24.07.2021 21:45","46692","49712"
"24.07.2021 21:45 - 24.07.2021 22:00","46539","49513"
"24.07.2021 22:00 - 24.07.2021 22:15","46578","48961"
"24.07.2021 22:15 - 24.07.2021 22:30","46122","48421"
"24.07.2021 22:30 - 24.07.2021 22:45","45429","47909"
"24.07.2021 22:45 - 24.07.2021 23:00","45066","47154"
"24.07.2021 23:00 - 24.07.2021 23:15","44149","45862"
"24.07.2021 23:15 - 24.07.2021 23:30","43759","45167"
"24.07.2021 23:30 - 24.07.2021 23:45","43228","44403"
"24.07.2021 23:45 - 25.07.2021 00:00","42829","44061"
"25.07.2021 00:00 - 25.07.2021 00:15","42265","43669"
"25.07.2021 00:15 - 25.07.2021 00:30","41773","43349"
"25.07.2021 00:30 - 25.07.2021 00:45","41301","42983"
"25.07.2021 00:45 - 25.07.2021 01:00","40825","42322"
"25.07.2021 01:00 - 25.07.2021 01:15","40160","41213"
"25.07.2021 01:15 - 25.07.2021 01:30","39775","40844"
"25.07.2021 01:30 - 25.07.2021 01:45","39450","40366"
"25.07.2021 01:45 - 25.07.2021 02:00","39229","40226"
"25.07.2021 02:00 - 25.07.2021 02:15","38697","39780"
"25.07.2021 02:15 - 25.07.2021 02:30","38671","39171"
"25.07.2021 02:30 - 25.07.2021 02:45","38345","39024"
"25.07.2021 02:45 - 25.07.2021 03:00","38384","38944"
"25.07.2021 03:00 - 25.07.2021 03:15","37932","39069"
"25.07.2021 03:15 - 25.07.2021 03:30","37880","39000"
"25.07.2021 03:30 - 25.07.2021 03:45","37746","38723"
"25.07.2021 03:45 - 25.07.2021 04:00","37711","38680"
"25.07.2021 04:00 - 25.07.2021 04:15","38163","38631"
"25.07.2021 04:15 - 25.07.2021 04:30","38172","38834"
"25.07.2021 04:30 - 25.07.2021 04:45","38098","38653"
"25.07.2021 04:45 - 25.07.2021 05:00","38091","38513"
"25.07.2021 05:00 - 25.07.2021 05:15","38065","38883"
"25.07.2021 05:15 - 25.07.2021 05:30","38129","38877"
"25.07.2021 05:30 - 25.07.2021 05:45","38057","38819"
"25.07.2021 05:45 - 25.07.2021 06:00","37502","38418"
"25.07.2021 06:00 - 25.07.2021 06:15","37185","38884"
"25.07.2021 06:15 - 25.07.2021 06:30","37160","39239"
"25.07.2021 06:30 - 25.07.2021 06:45","37156","39679"
"25.07.2021 06:45 - 25.07.2021 07:00","37568","39934"
"25.07.2021 07:00 - 25.07.2021 07:15","38046","40468"
"25.07.2021 07:15 - 25.07.2021 07:30","38615","41026"
"25.07.2021 07:30 - 25.07.2021 07:45","39628","42035"
"25.07.2021 07:45 - 25.07.2021 08:00","40541","42688"
"25.07.2021 08:00 - 25.07.2021 08:15","41857","43220"
"25.07.2021 08:15 - 25.07.2021 08:30","42928","44071"
"25.07.2021 08:30 - 25.07.2021 08:45","43806","44989"
"25.07.2021 08:45 - 25.07.2021 09:00","44938","45938"
"25.07.2021 09:00 - 25.07.2021 09:15","45918","46588"
"25.07.2021 09:15 - 25.07.2021 09:30","46702","47305"
"25.07.2021 09:30 - 25.07.2021 09:45","47680","47798"
"25.07.2021 09:45 - 25.07.2021 10:00","48329","48108"
"25.07.2021 10:00 - 25.07.2021 10:15","49050","48715"
"25.07.2021 10:15 - 25.07.2021 10:30","49762","49234"
"25.07.2021 10:30 - 25.07.2021 10:45","50158","49998"
"25.07.2021 10:45 - 25.07.2021 11:00","50757","50497"
"25.07.2021 11:00 - 25.07.2021 11:15","51441","51091"
"25.07.2021 11:15 - 25.07.2021 11:30","51822","51493"
"25.07.2021 11:30 - 25.07.2021 11:45","52483","51979"
"25.07.2021 11:45 - 25.07.2021 12:00","52592","52217"
"25.07.2021 12:00 - 25.07.2021 12:15","52634","52462"
"25.07.2021 12:15 - 25.07.2021 12:30","52760","52337"
"25.07.2021 12:30 - 25.07.2021 12:45","52524","52284"
"25.07.2021 12:45 - 25.07.2021 13:00","52217","51854"
"25.07.2021 13:00 - 25.07.2021 13:15","51987","51201"
"25.07.2021 13:15 - 25.07.2021 13:30","51805","50775"
"25.07.2021 13:30 - 25.07.2021 13:45","51562","50450"
"25.07.2021 13:45 - 25.07.2021 14:00","51390","50121"
"25.07.2021 14:00 - 25.07.2021 14:15","50807","49749"
"25.07.2021 14:15 - 25.07.2021 14:30","50560","49398"
"25.07.2021 14:30 - 25.07.2021 14:45","50329","49416"
"25.07.2021 14:45 - 25.07.2021 15:00","49638","49171"
"25.07.2021 15:00 - 25.07.2021 15:15","49046","48836"
"25.07.2021 15:15 - 25.07.2021 15:30","49027","48514"
"25.07.2021 15:30 - 25.07.2021 15:45","48764","48578"
"25.07.2021 15:45 - 25.07.2021 16:00","48430","48368"
"25.07.2021 16:00 - 25.07.2021 16:15","48453","48247"
"25.07.2021 16:15 - 25.07.2021 16:30","48017","48151"
"25.07.2021 16:30 - 25.07.2021 16:45","48377","48286"
"25.07.2021 16:45 - 25.07.2021 17:00","48242","48213"
"25.07.2021 17:00 - 25.07.2021 17:15","49032","49355"
"25.07.2021 17:15 - 25.07.2021 17:30","48807","49439"
"25.07.2021 17:30 - 25.07.2021 17:45","49264","49284"
"25.07.2021 17:45 - 25.07.2021 18:00","49660","49318"
"25.07.2021 18:00 - 25.07.2021 18:15","49935","50135"
"25.07.2021 18:15 - 25.07.2021 18:30","49528","50220"
"25.07.2021 18:30 - 25.07.2021 18:45","49500","50423"
"25.07.2021 18:45 - 25.07.2021 19:00","49417","50775"
"25.07.2021 19:00 - 25.07.2021 19:15","49349","50949"
"25.07.2021 19:15 - 25.07.2021 19:30","48592","50451"
"25.07.2021 19:30 - 25.07.2021 19:45","48488","50268"
"25.07.2021 19:45 - 25.07.2021 20:00","48386","49919"
"25.07.2021 20:00 - 25.07.2021 20:15","48501","49653"
"25.07.2021 20:15 - 25.07.2021 20:30","48191","49338"
"25.07.2021 20:30 - 25.07.2021 20:45","47740","49267"
"25.07.2021 20:45 - 25.07.2021 21:00","47432","48962"
"25.07.2021 21:00 - 25.07.2021 21:15","47304","48789"
"25.07.2021 21:15 - 25.07.2021 21:30","47173","48857"
"25.07.2021 21:30 - 25.07.2021 21:45","47206","48957"
"25.07.2021 21:45 - 25.07.2021 22:00","47368","49409"
"25.07.2021 22:00 - 25.07.2021 22:15","47436","49117"
"25.07.2021 22:15 - 25.07.2021 22:30","47014","48611"
"25.07.2021 22:30 - 25.07.2021 22:45","46485","47868"
"25.07.2021 22:45 - 25.07.2021 23:00","45780","47081"
"25.07.2021 23:00 - 25.07.2021 23:15","44949","46209"
"25.07.2021 23:15 - 25.07.2021 23:30","44470","45462"
"25.07.2021 23:30 - 25.07.2021 23:45","43972","44677"
"25.07.2021 23:45 - 26.07.2021 00:00","43522","43912"
"26.07.2021 00:00 - 26.07.2021 00:15","43248","43300"
"26.07.2021 00:15 - 26.07.2021 00:30","43127","42703"
"26.07.2021 00:30 - 26.07.2021 00:45","42820","42235"
"26.07.2021 00:45 - 26.07.2021 01:00","42420","41899"
"26.07.2021 01:00 - 26.07.2021 01:15","41913","41751"
"26.07.2021 01:15 - 26.07.2021 01:30","41634","41435"
"26.07.2021 01:30 - 26.07.2021 01:45","41362","41056"
"26.07.2021 01:45 - 26.07.2021 02:00","41205","40833"
"26.07.2021 02:00 - 26.07.2021 02:15","40893","40469"
"26.07.2021 02:15 - 26.07.2021 02:30","40873","40345"
"26.07.2021 02:30 - 26.07.2021 02:45","40724","40167"
"26.07.2021 02:45 - 26.07.2021 03:00","40796","40049"
"26.07.2021 03:00 - 26.07.2021 03:15","40705","39977"
"26.07.2021 03:15 - 26.07.2021 03:30","40823","40015"
"26.07.2021 03:30 - 26.07.2021 03:45","40803","40112"
"26.07.2021 03:45 - 26.07.2021 04:00","41001","40472"
"26.07.2021 04:00 - 26.07.2021 04:15","41427","41336"
"26.07.2021 04:15 - 26.07.2021 04:30","41715","41769"
"26.07.2021 04:30 - 26.07.2021 04:45","42062","42355"
"26.07.2021 04:45 - 26.07.2021 05:00","42689","43006"
"26.07.2021 05:00 - 26.07.2021 05:15","44170","44184"
"26.07.2021 05:15 - 26.07.2021 05:30","44924","45037"
"26.07.2021 05:30 - 26.07.2021 05:45","45911","45624"
"26.07.2021 05:45 - 26.07.2021 06:00","46810","46855"
"26.07.2021 06:00 - 26.07.2021 06:15","48971","50216"
"26.07.2021 06:15 - 26.07.2021 06:30","50590","52091"
"26.07.2021 06:30 - 26.07.2021 06:45","52104","53489"
"26.07.2021 06:45 - 26.07.2021 07:00","53450","54634"
"26.07.2021 07:00 - 26.07.2021 07:15","55306","56636"
"26.07.2021 07:15 - 26.07.2021 07:30","56589","57924"
"26.07.2021 07:30 - 26.07.2021 07:45","57744","59176"
"26.07.2021 07:45 - 26.07.2021 08:00","58688","60168"
"26.07.2021 08:00 - 26.07.2021 08:15","59791","61319"
"26.07.2021 08:15 - 26.07.2021 08:30","60498","62006"
"26.07.2021 08:30 - 26.07.2021 08:45","60885","62529"
"26.07.2021 08:45 - 26.07.2021 09:00","61839","62816"
"26.07.2021 09:00 - 26.07.2021 09:15","62287","62578"
"26.07.2021 09:15 - 26.07.2021 09:30","62643","63158"
"26.07.2021 09:30 - 26.07.2021 09:45","63466","63773"
"26.07.2021 09:45 - 26.07.2021 10:00","64198","63962"
"26.07.2021 10:00 - 26.07.2021 10:15","64321","64221"
"26.07.2021 10:15 - 26.07.2021 10:30","64607","64516"
"26.07.2021 10:30 - 26.07.2021 10:45","65088","65234"
"26.07.2021 10:45 - 26.07.2021 11:00","65180","65827"
"26.07.2021 11:00 - 26.07.2021 11:15","65624","66162"
"26.07.2021 11:15 - 26.07.2021 11:30","65854","66820"
"26.07.2021 11:30 - 26.07.2021 11:45","66084","67216"
"26.07.2021 11:45 - 26.07.2021 12:00","66331","67051"
"26.07.2021 12:00 - 26.07.2021 12:15","65873","67159"
"26.07.2021 12:15 - 26.07.2021 12:30","66229","66837"
"26.07.2021 12:30 - 26.07.2021 12:45","66262","66657"
"26.07.2021 12:45 - 26.07.2021 13:00","66314","66630"
"26.07.2021 13:00 - 26.07.2021 13:15","66218","66488"
"26.07.2021 13:15 - 26.07.2021 13:30","66109","66220"
"26.07.2021 13:30 - 26.07.2021 13:45","65630","65836"
"26.07.2021 13:45 - 26.07.2021 14:00","65363","65074"
"26.07.2021 14:00 - 26.07.2021 14:15","65107","65065"
"26.07.2021 14:15 - 26.07.2021 14:30","65230","64620"
"26.07.2021 14:30 - 26.07.2021 14:45","64920","64497"
"26.07.2021 14:45 - 26.07.2021 15:00","64238","64425"
"26.07.2021 15:00 - 26.07.2021 15:15","64050","64543"
"26.07.2021 15:15 - 26.07.2021 15:30","63785","64416"
"26.07.2021 15:30 - 26.07.2021 15:45","63639","63887"
"26.07.2021 15:45 - 26.07.2021 16:00","63174","63813"
"26.07.2021 16:00 - 26.07.2021 16:15","62991","63637"
"26.07.2021 16:15 - 26.07.2021 16:30","62391","63396"
"26.07.2021 16:30 - 26.07.2021 16:45","62030","63269"
"26.07.2021 16:45 - 26.07.2021 17:00","61861","62927"
"26.07.2021 17:00 - 26.07.2021 17:15","61763","62942"
"26.07.2021 17:15 - 26.07.2021 17:30","61352","62954"
"26.07.2021 17:30 - 26.07.2021 17:45","61348","62907"
"26.07.2021 17:45 - 26.07.2021 18:00","60934","63186"
"26.07.2021 18:00 - 26.07.2021 18:15","60784","63098"
"26.07.2021 18:15 - 26.07.2021 18:30","60255","62750"
"26.07.2021 18:30 - 26.07.2021 18:45","60207","62634"
"26.07.2021 18:45 - 26.07.2021 19:00","60166","62436"
"26.07.2021 19:00 - 26.07.2021 19:15","59941","62008"
"26.07.2021 19:15 - 26.07.2021 19:30","59228","61266"
"26.07.2021 19:30 - 26.07.2021 19:45","59067","60688"
"26.07.2021 19:45 - 26.07.2021 20:00","58495","60132"
"26.07.2021 20:00 - 26.07.2021 20:15","58230","59381"
"26.07.2021 20:15 - 26.07.2021 20:30","57671","58614"
"26.07.2021 20:30 - 26.07.2021 20:45","57203","58096"
"26.07.2021 20:45 - 26.07.2021 21:00","56700","57708"
"26.07.2021 21:00 - 26.07.2021 21:15","56006","56861"
"26.07.2021 21:15 - 26.07.2021 21:30","55601","56551"
"26.07.2021 21:30 - 26.07.2021 21:45","55548","56468"
"26.07.2021 21:45 - 26.07.2021 22:00","54986","55835"
"26.07.2021 22:00 - 26.07.2021 22:15","54358","55174"
"26.07.2021 22:15 - 26.07.2021 22:30","53602","54303"
"26.07.2021 22:30 - 26.07.2021 22:45","52410","53085"
"26.07.2021 22:45 - 26.07.2021 23:00","51532","52101"
"26.07.2021 23:00 - 26.07.2021 23:15","50225","50853"
"26.07.2021 23:15 - 26.07.2021 23:30","49522","50121"
"26.07.2021 23:30 - 26.07.2021 23:45","48936","49426"
"26.07.2021 23:45 - 27.07.2021 00:00","48385","48761"
"27.07.2021 00:00 - 27.07.2021 00:15","46183","47616"
"27.07.2021 00:15 - 27.07.2021 00:30","45826","47158"
"27.07.2021 00:30 - 27.07.2021 00:45","45384","47077"
"27.07.2021 00:45 - 27.07.2021 01:00","45049","46712"
"27.07.2021 01:00 - 27.07.2021 01:15","44660","46109"
"27.07.2021 01:15 - 27.07.2021 01:30","44346","45880"
"27.07.2021 01:30 - 27.07.2021 01:45","44095","45497"
"27.07.2021 01:45 - 27.07.2021 02:00","43899","45480"
"27.07.2021 02:00 - 27.07.2021 02:15","43420","44864"
"27.07.2021 02:15 - 27.07.2021 02:30","43508","44587"
"27.07.2021 02:30 - 27.07.2021 02:45","43218","44691"
"27.07.2021 02:45 - 27.07.2021 03:00","43229","44433"
"27.07.2021 03:00 - 27.07.2021 03:15","43156","44619"
"27.07.2021 03:15 - 27.07.2021 03:30","43142","44475"
"27.07.2021 03:30 - 27.07.2021 03:45","43116","44614"
"27.07.2021 03:45 - 27.07.2021 04:00","43270","44680"
"27.07.2021 04:00 - 27.07.2021 04:15","43888","44957"
"27.07.2021 04:15 - 27.07.2021 04:30","44175","45258"
"27.07.2021 04:30 - 27.07.2021 04:45","44580","45712"
"27.07.2021 04:45 - 27.07.2021 05:00","45103","46065"
"27.07.2021 05:00 - 27.07.2021 05:15","46233","47160"
"27.07.2021 05:15 - 27.07.2021 05:30","47057","47488"
"27.07.2021 05:30 - 27.07.2021 05:45","48062","48249"
"27.07.2021 05:45 - 27.07.2021 06:00","48367","49276"
"27.07.2021 06:00 - 27.07.2021 06:15","50402","51936"
"27.07.2021 06:15 - 27.07.2021 06:30","52088","53258"
"27.07.2021 06:30 - 27.07.2021 06:45","53190","54491"
"27.07.2021 06:45 - 27.07.2021 07:00","54635","55646"
"27.07.2021 07:00 - 27.07.2021 07:15","56380","57228"
"27.07.2021 07:15 - 27.07.2021 07:30","57875","58450"
"27.07.2021 07:30 - 27.07.2021 07:45","58894","59594"
"27.07.2021 07:45 - 27.07.2021 08:00","59799","60376"
"27.07.2021 08:00 - 27.07.2021 08:15","60828","61583"
"27.07.2021 08:15 - 27.07.2021 08:30","61410","62310"
"27.07.2021 08:30 - 27.07.2021 08:45","61630","62937"
"27.07.2021 08:45 - 27.07.2021 09:00","62595","63438"
"27.07.2021 09:00 - 27.07.2021 09:15","63165","63319"
"27.07.2021 09:15 - 27.07.2021 09:30","63622","63921"
"27.07.2021 09:30 - 27.07.2021 09:45","64258","64405"
"27.07.2021 09:45 - 27.07.2021 10:00","64921","64851"
"27.07.2021 10:00 - 27.07.2021 10:15","65061","64483"
"27.07.2021 10:15 - 27.07.2021 10:30","65501","64887"
"27.07.2021 10:30 - 27.07.2021 10:45","65963","65466"
"27.07.2021 10:45 - 27.07.2021 11:00","66080","66051"
"27.07.2021 11:00 - 27.07.2021 11:15","66545","66842"
"27.07.2021 11:15 - 27.07.2021 11:30","66795","67581"
"27.07.2021 11:30 - 27.07.2021 11:45","67015","67778"
"27.07.2021 11:45 - 27.07.2021 12:00","67278","68074"
"27.07.2021 12:00 - 27.07.2021 12:15","66635","67333"
"27.07.2021 12:15 - 27.07.2021 12:30","66829","67150"
"27.07.2021 12:30 - 27.07.2021 12:45","66834","66793"
"27.07.2021 12:45 - 27.07.2021 13:00","66980","67119"
"27.07.2021 13:00 - 27.07.2021 13:15","66838","66866"
"27.07.2021 13:15 - 27.07.2021 13:30","66597","66650"
"27.07.2021 13:30 - 27.07.2021 13:45","66083","66458"
"27.07.2021 13:45 - 27.07.2021 14:00","65817","66026"
"27.07.2021 14:00 - 27.07.2021 14:15","65653","65542"
"27.07.2021 14:15 - 27.07.2021 14:30","65792","65297"
"27.07.2021 14:30 - 27.07.2021 14:45","65418","64890"
"27.07.2021 14:45 - 27.07.2021 15:00","64892","64643"
"27.07.2021 15:00 - 27.07.2021 15:15","64762","64503"
"27.07.2021 15:15 - 27.07.2021 15:30","64320","64349"
"27.07.2021 15:30 - 27.07.2021 15:45","64027","64050"
"27.07.2021 15:45 - 27.07.2021 16:00","63536","64185"
"27.07.2021 16:00 - 27.07.2021 16:15","63219","64103"
"27.07.2021 16:15 - 27.07.2021 16:30","62721","63637"
"27.07.2021 16:30 - 27.07.2021 16:45","62294","63131"
"27.07.2021 16:45 - 27.07.2021 17:00","62160","63038"
"27.07.2021 17:00 - 27.07.2021 17:15","62117","62951"
"27.07.2021 17:15 - 27.07.2021 17:30","61849","62508"
"27.07.2021 17:30 - 27.07.2021 17:45","61868","62557"
"27.07.2021 17:45 - 27.07.2021 18:00","61486","62534"
"27.07.2021 18:00 - 27.07.2021 18:15","61381","62441"
"27.07.2021 18:15 - 27.07.2021 18:30","60968","61742"
"27.07.2021 18:30 - 27.07.2021 18:45","60813","61456"
"27.07.2021 18:45 - 27.07.2021 19:00","60831","61353"
"27.07.2021 19:00 - 27.07.2021 19:15","60488","61144"
"27.07.2021 19:15 - 27.07.2021 19:30","59588","60269"
"27.07.2021 19:30 - 27.07.2021 19:45","59396","59771"
"27.07.2021 19:45 - 27.07.2021 20:00","58814","59238"
"27.07.2021 20:00 - 27.07.2021 20:15","58420","58238"
"27.07.2021 20:15 - 27.07.2021 20:30","57887","57465"
"27.07.2021 20:30 - 27.07.2021 20:45","57404","57115"
"27.07.2021 20:45 - 27.07.2021 21:00","56779","56891"
"27.07.2021 21:00 - 27.07.2021 21:15","56086","56111"
"27.07.2021 21:15 - 27.07.2021 21:30","55764","56331"
"27.07.2021 21:30 - 27.07.2021 21:45","55735","56104"
"27.07.2021 21:45 - 27.07.2021 22:00","55182","55374"
"27.07.2021 22:00 - 27.07.2021 22:15","54565","54379"
"27.07.2021 22:15 - 27.07.2021 22:30","53743","53525"
"27.07.2021 22:30 - 27.07.2021 22:45","52686","52650"
"27.07.2021 22:45 - 27.07.2021 23:00","51737","51606"
"27.07.2021 23:00 - 27.07.2021 23:15","50510","50430"
"27.07.2021 23:15 - 27.07.2021 23:30","49861","49861"
"27.07.2021 23:30 - 27.07.2021 23:45","49216","49131"
"27.07.2021 23:45 - 28.07.2021 00:00","48586","48736"
"28.07.2021 00:00 - 28.07.2021 00:15","47522","46968"
"28.07.2021 00:15 - 28.07.2021 00:30","47116","46600"
"28.07.2021 00:30 - 28.07.2021 00:45","46688","46300"
"28.07.2021 00:45 - 28.07.2021 01:00","46423","45924"
"28.07.2021 01:00 - 28.07.2021 01:15","45846","44903"
"28.07.2021 01:15 - 28.07.2021 01:30","45583","44456"
"28.07.2021 01:30 - 28.07.2021 01:45","45254","44346"
"28.07.2021 01:45 - 28.07.2021 02:00","44990","43886"
"28.07.2021 02:00 - 28.07.2021 02:15","44531","43121"
"28.07.2021 02:15 - 28.07.2021 02:30","44520","42792"
"28.07.2021 02:30 - 28.07.2021 02:45","44343","42900"
"28.07.2021 02:45 - 28.07.2021 03:00","44379","42846"
"28.07.2021 03:00 - 28.07.2021 03:15","44264","42894"
"28.07.2021 03:15 - 28.07.2021 03:30","44294","42926"
"28.07.2021 03:30 - 28.07.2021 03:45","44297","43164"
"28.07.2021 03:45 - 28.07.2021 04:00","44415","43414"
"28.07.2021 04:00 - 28.07.2021 04:15","44846","43704"
"28.07.2021 04:15 - 28.07.2021 04:30","45053","43729"
"28.07.2021 04:30 - 28.07.2021 04:45","45564","44278"
"28.07.2021 04:45 - 28.07.2021 05:00","46036","44755"
"28.07.2021 05:00 - 28.07.2021 05:15","47060","46025"
"28.07.2021 05:15 - 28.07.2021 05:30","47890","46820"
"28.07.2021 05:30 - 28.07.2021 05:45","48635","47479"
"28.07.2021 05:45 - 28.07.2021 06:00","49596","48535"
"28.07.2021 06:00 - 28.07.2021 06:15","51543","51074"
"28.07.2021 06:15 - 28.07.2021 06:30","53043","52630"
"28.07.2021 06:30 - 28.07.2021 06:45","54328","54305"
"28.07.2021 06:45 - 28.07.2021 07:00","55601","55443"
"28.07.2021 07:00 - 28.07.2021 07:15","57232","57117"
"28.07.2021 07:15 - 28.07.2021 07:30","58228","58389"
"28.07.2021 07:30 - 28.07.2021 07:45","59358","59318"
"28.07.2021 07:45 - 28.07.2021 08:00","60416","60228"
"28.07.2021 08:00 - 28.07.2021 08:15","61245","61533"
"28.07.2021 08:15 - 28.07.2021 08:30","62017","62206"
"28.07.2021 08:30 - 28.07.2021 08:45","62525","63086"
"28.07.2021 08:45 - 28.07.2021 09:00","63104","63425"
"28.07.2021 09:00 - 28.07.2021 09:15","63260","63569"
"28.07.2021 09:15 - 28.07.2021 09:30","63729","64119"
"28.07.2021 09:30 - 28.07.2021 09:45","64327","64830"
"28.07.2021 09:45 - 28.07.2021 10:00","64785","65527"
"28.07.2021 10:00 - 28.07.2021 10:15","65025","65540"
"28.07.2021 10:15 - 28.07.2021 10:30","65441","65873"
"28.07.2021 10:30 - 28.07.2021 10:45","65830","66270"
"28.07.2021 10:45 - 28.07.2021 11:00","66143","66684"
"28.07.2021 11:00 - 28.07.2021 11:15","66416","67042"
"28.07.2021 11:15 - 28.07.2021 11:30","66598","67610"
"28.07.2021 11:30 - 28.07.2021 11:45","66873","67844"
"28.07.2021 11:45 - 28.07.2021 12:00","67077","67742"
"28.07.2021 12:00 - 28.07.2021 12:15","67014","67115"
"28.07.2021 12:15 - 28.07.2021 12:30","66850","66811"
"28.07.2021 12:30 - 28.07.2021 12:45","66868","66496"
"28.07.2021 12:45 - 28.07.2021 13:00","67037","66417"
"28.07.2021 13:00 - 28.07.2021 13:15","66742","66189"
"28.07.2021 13:15 - 28.07.2021 13:30","66424","65964"
"28.07.2021 13:30 - 28.07.2021 13:45","66125","65637"
"28.07.2021 13:45 - 28.07.2021 14:00","65726","65118"
"28.07.2021 14:00 - 28.07.2021 14:15","65349","64539"
"28.07.2021 14:15 - 28.07.2021 14:30","65149","64405"
"28.07.2021 14:30 - 28.07.2021 14:45","64589","64212"
"28.07.2021 14:45 - 28.07.2021 15:00","64158","64301"
"28.07.2021 15:00 - 28.07.2021 15:15","63954","63997"
"28.07.2021 15:15 - 28.07.2021 15:30","63687","63680"
"28.07.2021 15:30 - 28.07.2021 15:45","63325","63467"
"28.07.2021 15:45 - 28.07.2021 16:00","63166","62954"
"28.07.2021 16:00 - 28.07.2021 16:15","62743","63048"
"28.07.2021 16:15 - 28.07.2021 16:30","62351","62612"
"28.07.2021 16:30 - 28.07.2021 16:45","61751","62354"
"28.07.2021 16:45 - 28.07.2021 17:00","61486","62527"
"28.07.2021 17:00 - 28.07.2021 17:15","61540","62590"
"28.07.2021 17:15 - 28.07.2021 17:30","61317","62550"
"28.07.2021 17:30 - 28.07.2021 17:45","61220","62369"
"28.07.2021 17:45 - 28.07.2021 18:00","60887","62452"
"28.07.2021 18:00 - 28.07.2021 18:15","61260","62173"
"28.07.2021 18:15 - 28.07.2021 18:30","60907","61592"
"28.07.2021 18:30 - 28.07.2021 18:45","60318","61462"
"28.07.2021 18:45 - 28.07.2021 19:00","60190","61531"
"28.07.2021 19:00 - 28.07.2021 19:15","60347","61517"
"28.07.2021 19:15 - 28.07.2021 19:30","59576","61232"
"28.07.2021 19:30 - 28.07.2021 19:45","59377","60919"
"28.07.2021 19:45 - 28.07.2021 20:00","59016","60323"
"28.07.2021 20:00 - 28.07.2021 20:15","58337","59311"
